"osite","lohko","koeala","paino","T"
1,53038,4,3.8595066773,11.1966666666667
1,53038,5,3.8595066773,11.1966666666667
1,53038,7,3.8595066773,11.1966666666667
1,53039,3,3.8595066773,11.1033333333333
1,53040,7,3.8595066773,11.1033333333333
1,53041,2,3.8595066773,11.07
1,53041,6,3.8595066773,11.07
1,53041,10,3.8595066773,11.07
1,53042,3,3.8595066773,10.6366666666667
1,53043,2,3.8595066773,10.6366666666667
1,53043,3,3.8595066773,10.6366666666667
1,53043,5,3.8595066773,10.6366666666667
1,53043,7,3.8595066773,10.6366666666667
1,53044,2,3.8595066773,10.78
1,53044,3,3.8595066773,10.78
1,53044,5,3.8595066773,10.78
1,53044,6,3.8595066773,10.78
1,53044,7,3.8595066773,10.78
1,53045,6,3.8595066773,10.7866666666667
1,53045,8,3.8595066773,10.7866666666667
1,53046,2,3.8595066773,10.8533333333333
1,53046,3,3.8595066773,10.8533333333333
1,53046,9,3.8595066773,10.8533333333333
1,53046,10,3.8595066773,10.8533333333333
1,53047,7,3.8595066773,10.8533333333333
1,53048,4,3.8595066773,11.18
1,53052,2,3.8595066773,11.63
1,53052,4,3.8595066773,11.63
1,53053,9,3.8595066773,11.7533333333333
1,53056,7,3.8595066773,11.5033333333333
1,53057,7,3.8595066773,11.5033333333333
1,53058,3,3.8595066773,11.35
1,53058,9,3.8595066773,11.35
1,53058,10,3.8595066773,11.35
1,53060,3,3.8595066773,11.5333333333333
1,53062,7,3.8595066773,11.63
1,53062,9,3.8595066773,11.63
1,53063,2,3.8595066773,11.63
1,53063,3,3.8595066773,11.63
1,53063,4,3.8595066773,11.63
1,53063,5,3.8595066773,11.63
1,53063,8,3.8595066773,11.6133333333333
1,53063,9,3.8595066773,11.6133333333333
1,53070,10,3.8595066773,12.13
1,53071,10,3.8595066773,11.9733333333333
1,53073,9,3.8595066773,11.6733333333333
1,53074,4,3.8595066773,11.6733333333333
1,53074,8,3.8595066773,11.6733333333333
1,53075,5,3.8595066773,11.4366666666667
1,53075,6,3.8595066773,11.4366666666667
1,53075,7,3.8595066773,11.4366666666667
1,53076,3,3.8595066773,11.1
1,53077,5,3.8595066773,11.1
1,53077,7,3.8595066773,11.1
1,53078,3,3.8595066773,11.2533333333333
1,53078,5,3.8595066773,11.2533333333333
1,53078,6,3.8595066773,11.2533333333333
1,53079,3,3.8595066773,11.3166666666667
1,53079,4,3.8595066773,11.3166666666667
1,53079,6,3.8595066773,11.3166666666667
1,53079,10,3.8595066773,11.3166666666667
1,53080,4,3.8595066773,11.3166666666667
1,53081,6,3.8595066773,11.44
1,53081,10,3.8595066773,11.44
1,53082,4,3.8595066773,11.1333333333333
1,53082,7,3.8595066773,11.1333333333333
1,53085,6,3.8595066773,11.42
1,53085,10,3.8595066773,11.42
1,53086,4,3.8595066773,11.0466666666667
1,53086,5,3.8595066773,11.0466666666667
1,53086,6,3.8595066773,11.0466666666667
1,53087,4,3.8595066773,11.0466666666667
1,53088,2,3.8595066773,11.2566666666667
1,53088,6,3.8595066773,11.2566666666667
1,53088,7,3.8595066773,11.2566666666667
1,53088,8,3.8595066773,11.2566666666667
1,53089,3,3.8595066773,11.3166666666667
1,53089,5,3.8595066773,11.3166666666667
1,53089,6,3.8595066773,11.3166666666667
1,53091,2,3.8595066773,11.1233333333333
1,53091,10,3.8595066773,11.1233333333333
1,53092,2,3.8595066773,11.18
1,53092,5,3.8595066773,11.18
1,53092,6,3.8595066773,11.18
1,53092,8,3.8595066773,11.18
1,53093,2,3.8595066773,11.18
1,53093,4,3.8595066773,11.18
1,53093,6,3.8595066773,11.18
1,53093,7,3.8595066773,11.18
1,53093,8,3.8595066773,11.0333333333333
1,53093,9,3.8595066773,11.0333333333333
1,53094,2,3.8595066773,11.0333333333333
1,54026,10,3.8595066773,11.9633333333333
1,54029,2,3.8595066773,11.7266666666667
1,54029,3,3.8595066773,11.7266666666667
1,54029,4,3.8595066773,11.7266666666667
1,54029,10,3.8595066773,11.7266666666667
1,54031,8,3.8595066773,11.65
1,54031,9,3.8595066773,11.65
1,54031,10,3.8595066773,11.65
1,54032,8,3.8595066773,11.7266666666667
1,54033,8,3.8595066773,11.5466666666667
1,54033,9,3.8595066773,11.5466666666667
1,54033,10,3.8595066773,11.5466666666667
1,54034,6,3.8595066773,11.5466666666667
1,54034,8,3.8595066773,11.5466666666667
1,54036,2,3.8595066773,11.2766666666667
1,54036,4,3.8595066773,11.2766666666667
1,54037,4,3.8595066773,11.2766666666667
1,54037,5,3.8595066773,11.2766666666667
1,54037,7,3.8595066773,11.2766666666667
1,54040,6,3.8595066773,11.0233333333333
1,54041,9,3.8595066773,10.8433333333333
1,54042,3,3.8595066773,10.7433333333333
1,54042,9,3.8595066773,10.7433333333333
1,54044,2,3.8595066773,10.85
1,54044,4,3.8595066773,10.85
1,54044,5,3.8595066773,10.85
1,54044,6,3.8595066773,10.85
1,54044,9,3.8595066773,10.85
1,54046,2,3.8595066773,10.8466666666667
1,54046,3,3.8595066773,10.8466666666667
1,54046,5,3.8595066773,10.8466666666667
1,54046,10,3.8595066773,10.8466666666667
1,54047,2,3.8595066773,10.8466666666667
1,54047,3,3.8595066773,10.8466666666667
1,54047,4,3.8595066773,10.8466666666667
1,54047,5,3.8595066773,10.8466666666667
1,54047,8,3.8595066773,10.8466666666667
1,54047,9,3.8595066773,10.8466666666667
1,54048,5,3.8595066773,11.12
1,54052,6,3.8595066773,11.8166666666667
1,54057,1,3.8595066773,11.4666666666667
1,54057,3,3.8595066773,11.4666666666667
1,54057,11,3.8595066773,11.4666666666667
1,54058,2,3.8595066773,11.51
1,54059,7,3.8595066773,11.5866666666667
1,54059,8,3.8595066773,11.5866666666667
1,54060,2,3.8595066773,11.5866666666667
1,54061,2,3.8595066773,11.4833333333333
1,54061,5,3.8595066773,11.4833333333333
1,54061,7,3.8595066773,11.4833333333333
1,54061,8,3.8595066773,11.4833333333333
1,54061,10,3.8595066773,11.4833333333333
1,54062,3,3.8595066773,11.42
1,54062,5,3.8595066773,11.42
1,54062,6,3.8595066773,11.42
1,54062,8,3.8595066773,11.42
1,54062,9,3.8595066773,11.42
1,54063,7,3.8595066773,11.42
1,54063,10,3.8595066773,11.7666666666667
1,54066,7,3.8595066773,11.96
1,54067,7,3.8595066773,11.96
1,54068,8,3.8595066773,12.02
1,54070,10,3.8595066773,11.91
1,54071,6,3.8595066773,11.6166666666667
1,54074,5,3.8595066773,11.2466666666667
1,54075,3,3.8595066773,11.1933333333333
1,54075,7,3.8595066773,11.1933333333333
1,54076,5,3.8595066773,10.4966666666667
1,54076,7,3.8595066773,10.4966666666667
1,54076,8,3.8595066773,10.4966666666667
1,54076,10,3.8595066773,10.4966666666667
1,54077,2,3.8595066773,10.4966666666667
1,54077,7,3.8595066773,10.4966666666667
1,54077,9,3.8595066773,10.4966666666667
1,54078,4,3.8595066773,10.78
1,54078,5,3.8595066773,10.78
1,54079,5,3.8595066773,10.82
1,54079,7,3.8595066773,10.82
1,54079,8,3.8595066773,10.82
1,54080,3,3.8595066773,10.82
1,54080,4,3.8595066773,10.82
1,54081,6,3.8595066773,10.9966666666667
1,54081,7,3.8595066773,10.9966666666667
1,54081,8,3.8595066773,10.9966666666667
1,54086,4,3.8595066773,10.72
1,54088,5,3.8595066773,11.0933333333333
1,54091,9,3.8595066773,10.99
1,54092,2,3.8595066773,10.83
1,54092,3,3.8595066773,10.83
1,54092,9,3.8595066773,10.83
1,54093,8,3.8595066773,10.9533333333333
1,54094,8,3.8595066773,10.9533333333333
1,54094,10,3.8595066773,10.9533333333333
1,55022,9,3.8595066773,12.1533333333333
1,55023,7,3.8595066773,12.1533333333333
1,55025,7,3.8595066773,12.0433333333333
1,55027,4,3.8595066773,11.9433333333333
1,55027,5,3.8595066773,11.9433333333333
1,55027,6,3.8595066773,11.9433333333333
1,55027,7,3.8595066773,11.9433333333333
1,55029,5,3.8595066773,11.6666666666667
1,55029,10,3.8595066773,11.6666666666667
1,55031,2,3.8595066773,11.6233333333333
1,55031,7,3.8595066773,11.6233333333333
1,55031,9,3.8595066773,11.6233333333333
1,55031,10,3.8595066773,11.6233333333333
1,55032,2,3.8595066773,11.7033333333333
1,55032,3,3.8595066773,11.7033333333333
1,55032,4,3.8595066773,11.7033333333333
1,55032,5,3.8595066773,11.7033333333333
1,55035,4,3.8595066773,11.42
1,55037,4,3.8595066773,11.1666666666667
1,55037,5,3.8595066773,11.1666666666667
1,55037,6,3.8595066773,11.1666666666667
1,55037,7,3.8595066773,11.1666666666667
1,55037,8,3.8595066773,11.1666666666667
1,55040,2,3.8595066773,11.2566666666667
1,55040,8,3.8595066773,11.2566666666667
1,55040,9,3.8595066773,11.2566666666667
1,55041,2,3.8595066773,10.9333333333333
1,55041,3,3.8595066773,10.9333333333333
1,55042,4,3.8595066773,10.7366666666667
1,55042,8,3.8595066773,10.7366666666667
1,55042,9,3.8595066773,10.7366666666667
1,55044,3,3.8595066773,10.72
1,55044,10,3.8595066773,10.72
1,55045,4,3.8595066773,10.6766666666667
1,55045,5,3.8595066773,10.6766666666667
1,55046,3,3.8595066773,10.7833333333333
1,55046,4,3.8595066773,10.7833333333333
1,55046,5,3.8595066773,10.7833333333333
1,55046,7,3.8595066773,10.7833333333333
1,55046,9,3.8595066773,10.7833333333333
1,55047,3,3.8595066773,10.7833333333333
1,55047,4,3.8595066773,10.7833333333333
1,55047,7,3.8595066773,10.7833333333333
1,55048,5,3.8595066773,11.1566666666667
1,55050,5,3.8595066773,11.3133333333333
1,55051,3,3.8595066773,11.4933333333333
1,55054,6,3.8595066773,11.7166666666667
1,55055,10,3.8595066773,11.7333333333333
1,55057,4,3.8595066773,11.5133333333333
1,55060,5,3.8595066773,11.59
1,55060,8,3.8595066773,11.59
1,55060,9,3.8595066773,11.59
1,55060,10,3.8595066773,11.59
1,55060,11,3.8595066773,11.59
1,55061,4,3.8595066773,11.5133333333333
1,55064,3,3.8595066773,11.7933333333333
1,55065,3,3.8595066773,11.8066666666667
1,55067,3,3.8595066773,11.5233333333333
1,55069,2,3.8595066773,11.01
1,55070,2,3.8595066773,11.01
1,55070,5,3.8595066773,11.01
1,55070,8,3.8595066773,11.01
1,55070,10,3.8595066773,11.01
1,55073,7,3.8595066773,11.3866666666667
1,55075,6,3.8595066773,10.9033333333333
1,55076,10,3.8595066773,10.62
1,55078,7,3.8595066773,10.7166666666667
1,55078,9,3.8595066773,10.7166666666667
1,55079,3,3.8595066773,10.9
1,55079,7,3.8595066773,10.9
1,55080,5,3.8595066773,10.9
1,55085,10,3.8595066773,11.12
1,55086,3,3.8595066773,10.8433333333333
1,55090,3,3.8595066773,11.1133333333333
1,55090,4,3.8595066773,11.1133333333333
1,55091,5,3.8595066773,11.07
1,55091,8,3.8595066773,11.07
1,55091,9,3.8595066773,11.07
1,55092,2,3.8595066773,10.9033333333333
1,55092,3,3.8595066773,10.9033333333333
1,55092,4,3.8595066773,10.9033333333333
1,55092,8,3.8595066773,10.9033333333333
1,55092,9,3.8595066773,10.9033333333333
1,55092,10,3.8595066773,10.9033333333333
1,55093,2,3.8595066773,10.9033333333333
1,55093,3,3.8595066773,10.9033333333333
1,55093,4,3.8595066773,10.9033333333333
1,55093,5,3.8595066773,10.9033333333333
1,55093,7,3.8595066773,10.9033333333333
1,55093,8,3.8595066773,10.9033333333333
1,56025,2,3.8595066773,12.0433333333333
1,56027,6,3.8595066773,11.9433333333333
1,56027,9,3.8595066773,11.9433333333333
1,56029,6,3.8595066773,11.6666666666667
1,56029,7,3.8595066773,11.6666666666667
1,56029,10,3.8595066773,11.6666666666667
1,56030,9,3.8595066773,11.6666666666667
1,56033,2,3.8595066773,11.7033333333333
1,56033,3,3.8595066773,11.7033333333333
1,56033,5,3.8595066773,11.7033333333333
1,56034,3,3.8595066773,11.5666666666667
1,56034,4,3.8595066773,11.5666666666667
1,56034,5,3.8595066773,11.5666666666667
1,56034,6,3.8595066773,11.5666666666667
1,56035,4,3.8595066773,11.42
1,56035,7,3.8595066773,11.42
1,56035,9,3.8595066773,11.42
1,56036,3,3.8595066773,11.1666666666667
1,56036,4,3.8595066773,11.1666666666667
1,56036,6,3.8595066773,11.1666666666667
1,56036,7,3.8595066773,11.1666666666667
1,56036,10,3.8595066773,11.1666666666667
1,56037,2,3.8595066773,11.1666666666667
1,56037,9,3.8595066773,11.1666666666667
1,56037,10,3.8595066773,11.1666666666667
1,56038,2,3.8595066773,11.3233333333333
1,56038,3,3.8595066773,11.3233333333333
1,56040,8,3.8595066773,11.2566666666667
1,56041,5,3.8595066773,10.9333333333333
1,56041,8,3.8595066773,10.9333333333333
1,56041,9,3.8595066773,10.9333333333333
1,56042,2,3.8595066773,10.7366666666667
1,56042,3,3.8595066773,10.7366666666667
1,56042,9,3.8595066773,10.7366666666667
1,56043,2,3.8595066773,10.7366666666667
1,56043,3,3.8595066773,10.7366666666667
1,56043,5,3.8595066773,10.7366666666667
1,56043,6,3.8595066773,10.7366666666667
1,56043,7,3.8595066773,10.7366666666667
1,56043,8,3.8595066773,10.72
1,56043,10,3.8595066773,10.72
1,56046,6,3.8595066773,10.7833333333333
1,56046,9,3.8595066773,10.7833333333333
1,56047,2,3.8595066773,10.7833333333333
1,56047,4,3.8595066773,10.7833333333333
1,56048,2,3.8595066773,11.1566666666667
1,56048,3,3.8595066773,11.1566666666667
1,56048,4,3.8595066773,11.1566666666667
1,56048,8,3.8595066773,11.1566666666667
1,56048,9,3.8595066773,11.1566666666667
1,56048,10,3.8595066773,11.1566666666667
1,56050,9,3.8595066773,11.3133333333333
1,56051,8,3.8595066773,11.4933333333333
1,56053,3,3.8595066773,11.6633333333333
1,56054,4,3.8595066773,11.7166666666667
1,56056,2,3.8595066773,11.5133333333333
1,56056,3,3.8595066773,11.5133333333333
1,56056,4,3.8595066773,11.5133333333333
1,56056,5,3.8595066773,11.5133333333333
1,56056,7,3.8595066773,11.5133333333333
1,56056,10,3.8595066773,11.5133333333333
1,56057,3,3.8595066773,11.5133333333333
1,56057,5,3.8595066773,11.5133333333333
1,56057,6,3.8595066773,11.5133333333333
1,56058,3,3.8595066773,11.4766666666667
1,56058,8,3.8595066773,11.4766666666667
1,56058,10,3.8595066773,11.4766666666667
1,56059,2,3.8595066773,11.59
1,56059,3,3.8595066773,11.59
1,56059,4,3.8595066773,11.59
1,56059,5,3.8595066773,11.59
1,56059,9,3.8595066773,11.59
1,56062,3,3.8595066773,11.3
1,56062,5,3.8595066773,11.3
1,56062,6,3.8595066773,11.3
1,56062,7,3.8595066773,11.3
1,56062,8,3.8595066773,11.3
1,56062,9,3.8595066773,11.3
1,56063,2,3.8595066773,11.3
1,56064,3,3.8595066773,11.7933333333333
1,56067,2,3.8595066773,11.5233333333333
1,56067,3,3.8595066773,11.5233333333333
1,56068,2,3.8595066773,11.66
1,56068,10,3.8595066773,11.66
1,56069,5,3.8595066773,11.01
1,56069,6,3.8595066773,11.01
1,56069,7,3.8595066773,11.01
1,56069,9,3.8595066773,11.01
1,56074,2,3.8595066773,11.1033333333333
1,56074,3,3.8595066773,11.1033333333333
1,56074,4,3.8595066773,11.1033333333333
1,56074,10,3.8595066773,11.1033333333333
1,56075,3,3.8595066773,10.9033333333333
1,56075,5,3.8595066773,10.9033333333333
1,56075,6,3.8595066773,10.9033333333333
1,56075,10,3.8595066773,10.9033333333333
1,56076,2,3.8595066773,10.62
1,56076,3,3.8595066773,10.62
1,56076,9,3.8595066773,10.62
1,56077,4,3.8595066773,10.62
1,56077,5,3.8595066773,10.62
1,56077,8,3.8595066773,10.62
1,56077,9,3.8595066773,10.62
1,56078,2,3.8595066773,10.7166666666667
1,56078,6,3.8595066773,10.7166666666667
1,56078,9,3.8595066773,10.7166666666667
1,56079,7,3.8595066773,10.9
1,56085,2,3.8595066773,11.12
1,56086,4,3.8595066773,10.8433333333333
1,56087,9,3.8595066773,10.8433333333333
1,56088,2,3.8595066773,10.7266666666667
1,56089,5,3.8595066773,11.1133333333333
1,56089,9,3.8595066773,11.1133333333333
1,56091,6,3.8595066773,11.07
1,56091,7,3.8595066773,11.07
1,56091,9,3.8595066773,11.07
1,56091,10,3.8595066773,11.07
1,56092,4,3.8595066773,10.9033333333333
1,56092,9,3.8595066773,10.9033333333333
1,57029,9,3.8595066773,11.7133333333333
1,57030,10,3.8595066773,11.7133333333333
1,57031,5,3.8595066773,11.5866666666667
1,57031,7,3.8595066773,11.5866666666667
1,57032,9,3.8595066773,11.5866666666667
1,57034,3,3.8595066773,11.3833333333333
1,57035,9,3.8595066773,11.3366666666667
1,57036,5,3.8595066773,11.23
1,57036,7,3.8595066773,11.23
1,57036,9,3.8595066773,11.23
1,57037,3,3.8595066773,11.23
1,57037,6,3.8595066773,11.23
1,57037,7,3.8595066773,11.23
1,57037,10,3.8595066773,11.23
1,57038,3,3.8595066773,11.1866666666667
1,57038,5,3.8595066773,11.1866666666667
1,57038,6,3.8595066773,11.1866666666667
1,57040,6,3.8595066773,11.14
1,57040,7,3.8595066773,11.14
1,57040,8,3.8595066773,11.14
1,57040,9,3.8595066773,11.14
1,57040,10,3.8595066773,11.14
1,57041,2,3.8595066773,10.89
1,57041,10,3.8595066773,10.89
1,57042,4,3.8595066773,10.7866666666667
1,57042,5,3.8595066773,10.7866666666667
1,57042,6,3.8595066773,10.7866666666667
1,57042,7,3.8595066773,10.7866666666667
1,57042,9,3.8595066773,10.7866666666667
1,57043,4,3.8595066773,10.7866666666667
1,57043,8,3.8595066773,10.6833333333333
1,57044,2,3.8595066773,10.6833333333333
1,57044,3,3.8595066773,10.6833333333333
1,57044,4,3.8595066773,10.6833333333333
1,57044,7,3.8595066773,10.6833333333333
1,57045,2,3.8595066773,10.6666666666667
1,57045,6,3.8595066773,10.6666666666667
1,57045,7,3.8595066773,10.6666666666667
1,57045,8,3.8595066773,10.6666666666667
1,57047,3,3.8595066773,10.76
1,57048,7,3.8595066773,10.7966666666667
1,57048,10,3.8595066773,10.7966666666667
1,57051,2,3.8595066773,11.1433333333333
1,57051,3,3.8595066773,11.1433333333333
1,57051,4,3.8595066773,11.1433333333333
1,57051,6,3.8595066773,11.1433333333333
1,57051,7,3.8595066773,11.1433333333333
1,57051,8,3.8595066773,11.1433333333333
1,57051,9,3.8595066773,11.1433333333333
1,57052,4,3.8595066773,11.25
1,57052,9,3.8595066773,11.25
1,57052,10,3.8595066773,11.25
1,57055,2,3.8595066773,11.3366666666667
1,57055,10,3.8595066773,11.3366666666667
1,57056,1,3.8595066773,11.4966666666667
1,57056,2,3.8595066773,11.4966666666667
1,57056,4,3.8595066773,11.4966666666667
1,57056,7,3.8595066773,11.4966666666667
1,57056,8,3.8595066773,11.4966666666667
1,57057,2,3.8595066773,11.4966666666667
1,57057,5,3.8595066773,11.4966666666667
1,57057,6,3.8595066773,11.4966666666667
1,57057,8,3.8595066773,11.4966666666667
1,57058,6,3.8595066773,11.2633333333333
1,57060,2,3.8595066773,11.56
1,57061,4,3.8595066773,11.3966666666667
1,57061,9,3.8595066773,11.3966666666667
1,57062,5,3.8595066773,11.2166666666667
1,57062,6,3.8595066773,11.2166666666667
1,57062,8,3.8595066773,11.2166666666667
1,57062,10,3.8595066773,11.2166666666667
1,57065,7,3.8595066773,11.6466666666667
1,57066,2,3.8595066773,11.5
1,57066,3,3.8595066773,11.5
1,57066,7,3.8595066773,11.5
1,57066,10,3.8595066773,11.5
1,57066,11,3.8595066773,11.5
1,57067,2,3.8595066773,11.5
1,57067,7,3.8595066773,11.5
1,57067,8,3.8595066773,11.5
1,57069,6,3.8595066773,10.65
1,57071,2,3.8595066773,11.39
1,57071,9,3.8595066773,11.39
1,57071,10,3.8595066773,11.39
1,57073,8,3.8595066773,10.95
1,57073,9,3.8595066773,10.95
1,57075,2,3.8595066773,10.58
1,57075,3,3.8595066773,10.58
1,57075,4,3.8595066773,10.58
1,57076,1,3.8595066773,10.2333333333333
1,57076,3,3.8595066773,10.2333333333333
1,57076,10,3.8595066773,10.2333333333333
1,57077,2,3.8595066773,10.2333333333333
1,57077,9,3.8595066773,10.2333333333333
1,57084,2,3.8595066773,11.0766666666667
1,57086,4,3.8595066773,10.86
1,57086,10,3.8595066773,10.86
1,57087,5,3.8595066773,10.86
1,57087,7,3.8595066773,10.86
1,57088,3,3.8595066773,10.8866666666667
1,57088,4,3.8595066773,10.8866666666667
1,57088,7,3.8595066773,10.8866666666667
1,57088,9,3.8595066773,10.8866666666667
1,57088,10,3.8595066773,10.8866666666667
1,57089,4,3.8595066773,10.9433333333333
1,57089,8,3.8595066773,10.9433333333333
1,57090,7,3.8595066773,10.9433333333333
1,57090,8,3.8595066773,10.9433333333333
1,57090,10,3.8595066773,10.9433333333333
1,57091,6,3.8595066773,10.7833333333333
1,57091,8,3.8595066773,10.7833333333333
1,57092,6,3.8595066773,10.7833333333333
1,57092,10,3.8595066773,10.7833333333333
1,58022,10,3.8595066773,11.89
1,58030,6,3.8595066773,11.7233333333333
1,58030,8,3.8595066773,11.7233333333333
1,58030,9,3.8595066773,11.7233333333333
1,58031,6,3.8595066773,11.53
1,58031,7,3.8595066773,11.53
1,58033,3,3.8595066773,11.5766666666667
1,58033,5,3.8595066773,11.5766666666667
1,58033,10,3.8595066773,11.4033333333333
1,58034,4,3.8595066773,11.4033333333333
1,58034,5,3.8595066773,11.4033333333333
1,58034,6,3.8595066773,11.4033333333333
1,58035,3,3.8595066773,11.3033333333333
1,58035,8,3.8595066773,11.3033333333333
1,58035,9,3.8595066773,11.3033333333333
1,58037,9,3.8595066773,11.24
1,58038,4,3.8595066773,11.2
1,58038,5,3.8595066773,11.2
1,58038,6,3.8595066773,11.2
1,58038,8,3.8595066773,11.2
1,58039,4,3.8595066773,11.08
1,58039,9,3.8595066773,11.08
1,58039,10,3.8595066773,11.08
1,58040,3,3.8595066773,11.08
1,58040,4,3.8595066773,11.08
1,58041,5,3.8595066773,10.94
1,58041,10,3.8595066773,10.94
1,58042,3,3.8595066773,10.75
1,58043,2,3.8595066773,10.75
1,58043,3,3.8595066773,10.75
1,58043,5,3.8595066773,10.75
1,58043,9,3.8595066773,10.5666666666667
1,58044,3,3.8595066773,10.5666666666667
1,58044,4,3.8595066773,10.5666666666667
1,58044,6,3.8595066773,10.5666666666667
1,58044,7,3.8595066773,10.5666666666667
1,58044,8,3.8595066773,10.5666666666667
1,58044,9,3.8595066773,10.5666666666667
1,58045,10,3.8595066773,10.6133333333333
1,58046,2,3.8595066773,10.7433333333333
1,58046,4,3.8595066773,10.7433333333333
1,58046,5,3.8595066773,10.7433333333333
1,58046,6,3.8595066773,10.7433333333333
1,58046,8,3.8595066773,10.7433333333333
1,58046,10,3.8595066773,10.7433333333333
1,58047,2,3.8595066773,10.7433333333333
1,58047,10,3.8595066773,10.7433333333333
1,58049,3,3.8595066773,10.9366666666667
1,58049,8,3.8595066773,10.9366666666667
1,58051,5,3.8595066773,11.2033333333333
1,58051,8,3.8595066773,11.2033333333333
1,58054,1,3.8595066773,11.28
1,58054,7,3.8595066773,11.28
1,58054,8,3.8595066773,11.28
1,58054,9,3.8595066773,11.28
1,58054,10,3.8595066773,11.28
1,58055,5,3.8595066773,11.0866666666667
1,58056,5,3.8595066773,11.33
1,58056,6,3.8595066773,11.33
1,58056,8,3.8595066773,11.33
1,58057,4,3.8595066773,11.33
1,58057,5,3.8595066773,11.33
1,58057,7,3.8595066773,11.33
1,58057,9,3.8595066773,11.33
1,58058,4,3.8595066773,11.3966666666667
1,58059,10,3.8595066773,11.3733333333333
1,58060,8,3.8595066773,11.3733333333333
1,58061,9,3.8595066773,11.3166666666667
1,58061,10,3.8595066773,11.3166666666667
1,58063,9,3.8595066773,11.63
1,58066,3,3.8595066773,11.1633333333333
1,58066,6,3.8595066773,11.1633333333333
1,58066,7,3.8595066773,11.1633333333333
1,58067,4,3.8595066773,11.1633333333333
1,58067,6,3.8595066773,11.1633333333333
1,58069,1,3.8595066773,11.3233333333333
1,58070,4,3.8595066773,11.3233333333333
1,58070,5,3.8595066773,11.3233333333333
1,58070,7,3.8595066773,11.3233333333333
1,58070,10,3.8595066773,11.3233333333333
1,58071,3,3.8595066773,11.3333333333333
1,58071,4,3.8595066773,11.3333333333333
1,58071,5,3.8595066773,11.3333333333333
1,58072,3,3.8595066773,11.1333333333333
1,58072,6,3.8595066773,11.1333333333333
1,58072,8,3.8595066773,11.1333333333333
1,58073,5,3.8595066773,11.1333333333333
1,58073,6,3.8595066773,11.1333333333333
1,58073,7,3.8595066773,11.1333333333333
1,58074,1,3.8595066773,10.8766666666667
1,58074,3,3.8595066773,10.8766666666667
1,58074,7,3.8595066773,10.8766666666667
1,58075,4,3.8595066773,10.6666666666667
1,58075,5,3.8595066773,10.6666666666667
1,58075,6,3.8595066773,10.6666666666667
1,58075,9,3.8595066773,10.6666666666667
1,58075,10,3.8595066773,10.6666666666667
1,58076,10,3.8595066773,10.6466666666667
1,58077,4,3.8595066773,10.6466666666667
1,58077,6,3.8595066773,10.6466666666667
1,58077,9,3.8595066773,10.6466666666667
1,58078,9,3.8595066773,10.98
1,58085,2,3.8595066773,11.0966666666667
1,58085,3,3.8595066773,11.0966666666667
1,58085,7,3.8595066773,11.0966666666667
1,58085,9,3.8595066773,11.0966666666667
1,58087,2,3.8595066773,11.02
1,58087,4,3.8595066773,11.02
1,58087,5,3.8595066773,11.02
1,58087,6,3.8595066773,11.02
1,58087,8,3.8595066773,11.02
1,58087,9,3.8595066773,11.02
1,58091,3,3.8595066773,10.7833333333333
1,58091,6,3.8595066773,10.7833333333333
1,58091,7,3.8595066773,10.7833333333333
1,58091,8,3.8595066773,10.7833333333333
1,58091,9,3.8595066773,10.7833333333333
1,59030,10,3.8595066773,11.7233333333333
1,59031,6,3.8595066773,11.53
1,59031,10,3.8595066773,11.53
1,59032,9,3.8595066773,11.5766666666667
1,59032,11,3.8595066773,11.5766666666667
1,59033,8,3.8595066773,11.4033333333333
1,59033,9,3.8595066773,11.4033333333333
1,59033,10,3.8595066773,11.4033333333333
1,59034,10,3.8595066773,11.4033333333333
1,59035,5,3.8595066773,11.3033333333333
1,59036,5,3.8595066773,11.24
1,59036,8,3.8595066773,11.24
1,59036,10,3.8595066773,11.24
1,59037,4,3.8595066773,11.24
1,59038,2,3.8595066773,11.2
1,59038,3,3.8595066773,11.2
1,59038,10,3.8595066773,11.2
1,59039,3,3.8595066773,11.08
1,59040,2,3.8595066773,11.08
1,59041,5,3.8595066773,10.94
1,59041,9,3.8595066773,10.94
1,59041,10,3.8595066773,10.94
1,59042,6,3.8595066773,10.75
1,59042,7,3.8595066773,10.75
1,59043,5,3.8595066773,10.75
1,59043,8,3.8595066773,10.5666666666667
1,59043,9,3.8595066773,10.5666666666667
1,59043,10,3.8595066773,10.5666666666667
1,59044,2,3.8595066773,10.5666666666667
1,59044,5,3.8595066773,10.5666666666667
1,59044,8,3.8595066773,10.5666666666667
1,59046,4,3.8595066773,10.7433333333333
1,59046,7,3.8595066773,10.7433333333333
1,59047,4,3.8595066773,10.7433333333333
1,59047,5,3.8595066773,10.7433333333333
1,59047,8,3.8595066773,10.7433333333333
1,59047,9,3.8595066773,10.7433333333333
1,59048,5,3.8595066773,10.9733333333333
1,59049,2,3.8595066773,10.9366666666667
1,59049,3,3.8595066773,10.9366666666667
1,59049,4,3.8595066773,10.9366666666667
1,59049,5,3.8595066773,10.9366666666667
1,59049,8,3.8595066773,10.9366666666667
1,59050,2,3.8595066773,10.9366666666667
1,59050,3,3.8595066773,10.9366666666667
1,59050,4,3.8595066773,10.9366666666667
1,59050,9,3.8595066773,10.9366666666667
1,59052,6,3.8595066773,11.3233333333333
1,59052,7,3.8595066773,11.3233333333333
1,59054,3,3.8595066773,11.28
1,59055,5,3.8595066773,11.0866666666667
