ALUE	YEAR	MONTH	meanT
2	1986	9	3.49658444
2	1986	10	1.937381404
2	1986	11	-2.099304238
2	1986	12	-17.30006325
2	1987	1	-20.54516129
2	1987	2	-14.37457306
2	1987	3	-9.632258065
2	1987	4	-2.021442125
2	1987	5	4.842947502
2	1987	6	10.54775459
2	1987	7	12.26325111
2	1987	8	9.122643896
2	1987	9	6.122011385
2	1987	10	5.151296648
2	1987	11	-7.924604681
2	1987	12	-14.67096774
2	1988	1	-11.24395952
2	1988	2	-11.6372549
2	1988	3	-7.171030993
2	1988	4	-3.147881088
2	1988	5	6.141366224
2	1988	6	13.1455408
2	1988	7	16.79664769
2	1988	8	11.70063251
2	1988	9	7.871916509
2	1988	10	0.395888678
2	1988	11	-10.099747
2	1988	12	-13.94819734
2	1989	1	-7.671790006
2	1989	2	-7.244845035
2	1989	3	-2.352498419
2	1989	4	2.023908918
2	1989	5	7.242631246
2	1989	6	13.3283365
2	1989	7	13.67703985
2	1989	8	12.24939911
2	1989	9	7.429032258
2	1989	10	-0.369892473
2	1989	11	-4.05945604
2	1989	12	-11.62542694
2	1990	1	-14.6627451
2	1990	2	-2.531562302
2	1990	3	-5.258760278
2	1990	4	1.090955092
2	1990	5	5.142947502
2	1990	6	11.10183428
2	1990	7	13.68545225
2	1990	8	12.43472486
2	1990	9	5.47254902
2	1990	10	0.653194181
2	1990	11	-8.885262492
2	1990	12	-5.382226439
2	1991	1	-11.17033523
2	1991	2	-14.11910183
2	1991	3	-8.079380139
2	1991	4	-0.020872865
2	1991	5	3.632700822
2	1991	6	10.58361796
2	1991	7	14.02024035
2	1991	8	12.92068311
2	1991	9	4.894054396
2	1991	10	1.405566097
2	1991	11	-2.849082859
2	1991	12	-7.33655914
2	1992	1	-7.968184693
2	1992	2	-6.579886148
2	1992	3	-3.067362429
2	1992	4	-3.903478811
2	1992	5	7.445034788
2	1992	6	13.26907021
2	1992	7	12.03826692
2	1992	8	9.791650854
2	1992	9	8.803921569
2	1992	10	-7.049588868
2	1992	11	-8.879633144
2	1992	12	-4.228146743
2	1993	1	-8.523276407
2	1993	2	-8.498545225
2	1993	3	-5.960721063
2	1993	4	-1.894623656
2	1993	5	6.504996837
2	1993	6	8.09025933
2	1993	7	14.35502846
2	1993	8	11.16495889
2	1993	9	2.853510436
2	1993	10	-2.608349146
2	1993	11	-5.655724225
2	1993	12	-9.89259962
2	1994	1	-14.54845035
2	1994	2	-14.54680582
2	1994	3	-6.669892473
2	1994	4	1.495382669
2	1994	5	3.999810247
2	1994	6	10.9570525
2	1994	7	14.97773561
2	1994	8	12.45629349
2	1994	9	5.998608476
2	1994	10	-0.21884883
2	1994	11	-6.796710942
2	1994	12	-5.363124605
2	1995	1	-8.431372549
2	1995	2	-7.192536369
2	1995	3	-3.461669829
2	1995	4	-1.359519292
2	1995	5	4.382036686
2	1995	6	13.36344086
2	1995	7	12.42371917
2	1995	8	11.62207464
2	1995	9	6.383111954
2	1995	10	1.124604681
2	1995	11	-9.946236559
2	1995	12	-14.54611006
2	1996	1	-8.169955724
2	1996	2	-13.92390892
2	1996	3	-6.131562302
2	1996	4	-1.994623656
2	1996	5	3.073371284
2	1996	6	10.31372549
2	1996	7	12.72802024
2	1996	8	14.28108792
2	1996	9	5.46401012
2	1996	10	2.169639469
2	1996	11	-4.054395952
2	1996	12	-11.65376344
2	1997	1	-11.90328906
2	1997	2	-10.80695762
2	1997	3	-6.049209361
2	1997	4	-4.557874763
2	1997	5	3.600126502
2	1997	6	12.50638836
2	1997	7	16.05079064
2	1997	8	13.72707147
2	1997	9	7.610373182
2	1997	10	-1.024731183
2	1997	11	-6.441998735
2	1997	12	-8.90740038
2	1998	1	-10.35679949
2	1998	2	-16.94395952
2	1998	3	-9.761606578
2	1998	4	-3.2714105
2	1998	5	4.434661607
2	1998	6	10.29367489
2	1998	7	14.94073371
2	1998	8	10.69746996
2	1998	9	6.544718533
2	1998	10	1.019291588
2	1998	11	-8.513345984
2	1998	12	-10.30145478
2	1999	1	-15.76419987
2	1999	2	-12.87179001
2	1999	3	-6.129981025
2	1999	4	0.738962682
2	1999	5	3.160784314
2	1999	6	14.42618596
2	1999	7	14.41201771
2	1999	8	9.94459203
2	1999	9	8.468437698
2	1999	10	2.331625553
2	1999	11	-2.979253637
2	1999	12	-11.73586338
2	2000	1	-10.18943707
2	2000	2	-9.134535104
2	2000	3	-5.823845667
2	2000	4	-0.032511069
2	2000	5	6.391397849
2	2000	6	11.33345984
2	2000	7	15.28051866
2	2000	8	11.93934219
2	2000	9	6.926059456
2	2000	10	4.740480708
2	2000	11	-1.461480076
2	2000	12	-8.197027198
2	2001	1	-6.656293485
2	2001	2	-13.73320683
2	2001	3	-11.21739405
2	2001	4	-0.416445288
2	2001	5	4.427893738
2	2001	6	13.22258065
2	2001	7	15.16173308
2	2001	8	11.81555977
2	2001	9	8.513535737
2	2001	10	0.989247312
2	2001	11	-6.807084124
2	2001	12	-12.37963314
2	2002	1	-12.14522454
2	2002	2	-8.261037318
2	2002	3	-6.483617963
2	2002	4	1.813092979
2	2002	5	7.404996837
2	2002	6	13.57659709
2	2002	7	15.85262492
2	2002	8	13.63004428
2	2002	9	5.840164453
2	2002	10	-2.579253637
2	2002	11	-10.36363061
2	2002	12	-14.4259962
2	2003	1	-18.40714738
2	2003	2	-7.30683112
2	2003	3	-3.47311828
2	2003	4	-1.243959519
2	2003	5	6.852941176
2	2003	6	10.32232764
2	2003	7	17.97482606
2	2003	8	12.15281467
2	2003	9	7.125173941
2	2003	10	0.525300443
2	2003	11	-3.170208729
2	2003	12	-9.269955724
2	2004	1	-11.08203669
2	2004	2	-11.60328906
2	2004	3	-5.643390259
2	2004	4	0.370651486
2	2004	5	5.77254902
2	2004	6	10.58950032
2	2004	7	15.87640734
2	2004	8	12.34231499
2	2004	9	7.996331436
2	2004	10	0.750727388
2	2004	11	-6.307779886
2	2004	12	-6.240670462
2	2005	1	-7.159898798
2	2005	2	-9.650474383
2	2005	3	-9.715117015
2	2005	4	0.48058191
2	2005	5	4.748134092
2	2005	6	12.55673624
2	2005	7	16.24901961
2	2005	8	13.47337128
2	2005	9	7.736432638
2	2005	10	2.91827957
2	2005	11	-0.403668564
2	2005	12	-9.481340923
2	2006	1	-9.849905123
2	2006	2	-13.63352309
2	2006	3	-11.38330171
2	2006	4	1.424794434
2	2006	5	7.041113219
2	2006	6	13.12226439
2	2006	7	14.45376344
2	2006	8	14.67571157
2	2006	9	7.562175838
2	2006	10	-0.50683112
2	2006	11	-5.029348514
2	2006	12	-3.843516762
2	2007	1	-11.22637571
2	2007	2	-17.12814674
2	2007	3	-1.746995572
2	2007	4	0.174320051
2	2007	5	5.734977862
2	2007	6	11.72106262
2	2007	7	14.05686275
2	2007	8	13.36635041
2	2007	9	6.253763441
2	2007	10	3.67944339
2	2007	11	-5.086211259
2	2007	12	-3.02915876
2	2008	1	-7.490702087
2	2008	2	-7.752435168
2	2008	3	-7.598924731
2	2008	4	-0.980075901
2	2008	5	4.713978495
2	2008	6	10.70961417
2	2008	7	13.35572423
2	2008	8	10.27223276
2	2008	9	5.518089817
2	2008	10	2.055154965
2	2008	11	-4.394939911
2	2008	12	-4.064389627
2	2009	1	-10.51581278
2	2009	2	-11.90303605
2	2009	3	-6.429285262
2	2009	4	-1.339658444
2	2009	5	7.797469956
2	2009	6	10.92802024
2	2009	7	13.60733713
2	2009	8	13.48614801
2	2009	9	8.69658444
2	2009	10	-1.779569892
2	2009	11	-1.842061986
2	2009	12	-10.83447185
2	2010	1	-15.17666034
2	2010	2	-15.52820999
2	2010	3	-9.072991777
2	2010	4	1.029411765
2	2010	5	8.189057559
2	2010	6	10.4714105
2	2010	7	16.34611006
2	2010	8	11.61549652
2	2010	9	7.421884883
2	2010	10	1.996268185
2	2010	11	-8.974446553
2	2010	12	-13.96761543
2	2011	1	-11.91043643
2	2011	2	-17.65458571
2	2011	3	-5.617394054
2	2011	4	2.338140417
2	2011	5	6.527956989
2	2011	6	13.85382669
2	2011	7	16.26748893
2	2011	8	12.4283365
2	2011	9	9.034092347
2	2011	10	3.139848197
2	2011	11	-1.058317521
2	2011	12	-2.907210626
2	2012	1	-11.36185958
2	2012	2	-13.92258065
2	2012	3	-4.797912713
2	2012	4	-1.72915876
2	2012	5	5.982732448
2	2012	6	10.4288425
2	2012	7	14.02700822
2	2012	8	11.82314991
2	2012	9	7.201518027
2	2012	10	0.781657179
2	2012	11	-2.895698925
2	2012	12	-13.87849462
2	2013	1	-9.751486401
2	2013	2	-7.910815939
2	2013	3	-12.16419987
2	2013	4	-0.86059456
2	2013	5	9.334598355
2	2013	6	14.48247944
2	2013	7	14.443074
2	2013	8	13.77533207
2	2013	9	9.128652751
2	2013	10	1.08684377
2	2013	11	-3.961796331
2	2013	12	-5.892662872
2	2014	1	-13.25660974
2	2014	2	-3.568627451
2	2014	3	-3.002593295
2	2014	4	0.100506009
2	2014	5	5.781657179
2	2014	6	10.23244782
2	2014	7	17.49038583
2	2014	8	13.6716635
2	2014	9	7.895951929
2	2014	10	-0.517583808
2	2014	11	-4.508096142
2	2014	12	-7.118912081
2	2015	1	-11.54326376
2	2015	2	-5.621631879
2	2015	3	-2.19601518
2	2015	4	0.989626818
2	2015	5	6.194117647
2	2015	6	9.977798861
2	2015	7	12.03662239
2	2015	8	13.46103732
2	2015	9	9.422517394
2	2015	10	1.482163188
2	2015	11	-1.357938014
2	2015	12	-6.224604681
2	2016	1	-16.21442125
2	2016	2	-6.02972802
2	2016	3	-3.697406705
2	2016	4	1.255028463
2	2016	5	9.345857052
2	2016	6	11.6086654
2	2016	7	16.22055661
2	2016	8	11.96919671
2	2016	9	8.401328273
2	2016	10	1.642504744
2	2016	11	-5.656862745
2	2016	12	-6.849905123
2	2017	1	-8.643833017
2	2017	2	-9.359582543
2	2017	3	-4.864263125
2	2017	4	-2.528526249
2	2017	5	2.717457306
2	2017	6	10.20037951
2	2017	7	14.29696395
2	2017	8	11.81486401
2	2017	9	7.16628716
2	2017	10	0.858254269
2	2017	11	-4.085578748
2	2017	12	-7.783301708
2	2018	1	-10.03042378
2	2018	2	-13.7740038
2	2018	3	-9.98627451
2	2018	4	0.181340923
2	2018	5	10.02536369
2	2018	6	10.58716003
2	2018	7	19.1398482
2	2018	8	13.44946237
2	2018	9	8.296141682
2	2018	10	0.85142315
2	2018	11	-0.494117647
2	2018	12	-7.347375079
2	2019	1	-14.02662872
2	2019	2	-9.892283365
2	2019	3	-6.317330803
2	2019	4	1.969070209
2	2019	5	5.490765338
2	2019	6	12.34029096
2	2019	7	13.32662872
2	2019	8	12.16970272
2	2019	9	7.292852625
2	2019	10	-1.252118912
2	2019	11	-6.611068944
2	2019	12	-4.768121442
2	2020	1	-7.022517394
2	2020	2	-7.333776091
