region year litter_type ground litter mortality
north 1998 non-woody_litter above 0.00258035043196232 natural
north 1999 non-woody_litter above 0.00287157781734892 natural
north 2000 non-woody_litter above 0.00315577071904612 natural
north 2001 non-woody_litter above 0.00344780584325588 natural
north 2002 non-woody_litter above 0.00344952615992271 natural
north 2003 non-woody_litter above 0.00345122623997198 natural
north 2004 non-woody_litter above 0.00345291229972011 natural
north 2005 non-woody_litter above 0.00345483256322858 natural
north 2006 non-woody_litter above 0.0034563837340178 natural
north 2007 non-woody_litter above 0.0034570832643839 natural
north 2008 non-woody_litter above 0.0036619313923797 natural
north 2009 non-woody_litter above 0.00340396865854294 natural
north 2010 non-woody_litter above 0.00358911133770325 natural
north 2011 non-woody_litter above 0.00358815644511233 natural
north 2012 non-woody_litter above 0.00358708782954215 natural
north 2013 non-woody_litter above 0.00358652548419786 natural
north 2014 non-woody_litter above 0.00358643087088115 natural
north 2015 non-woody_litter above 0.00358616554522101 natural
north 2016 non-woody_litter above 0.00358612422754465 natural
north 2017 non-woody_litter above 0.00358647002061365 natural
north 2018 non-woody_litter above 0.00358621882468278 natural
north 2019 non-woody_litter above 0.00358554805391686 natural
north 2020 non-woody_litter above 0.00358521004576821 natural
north 2021 non-woody_litter above 0.00358464720258191 natural
north 1990 non-woody_litter below 0.00111307292723845 natural
north 1991 non-woody_litter below 0.00111311360997426 natural
north 1992 non-woody_litter below 0.00111317850677411 natural
north 1993 non-woody_litter below 0.00111333153177329 natural
north 1994 non-woody_litter below 0.0011134973843783 natural
north 1995 non-woody_litter below 0.00111372488128023 natural
north 1996 non-woody_litter below 0.00111391576768573 natural
north 1997 non-woody_litter below 0.00127106527227376 natural
north 1998 non-woody_litter below 0.00142811947340425 natural
north 1999 non-woody_litter below 0.00158930203803092 natural
north 2000 non-woody_litter below 0.00174659130079526 natural
north 2001 non-woody_litter below 0.00190822091615135 natural
north 2002 non-woody_litter below 0.00190917304176263 natural
north 2003 non-woody_litter below 0.00191011396722556 natural
north 2004 non-woody_litter below 0.00191104713301954 natural
north 2005 non-woody_litter below 0.00191210992111086 natural
north 2006 non-woody_litter below 0.0019129684313284 natural
north 2007 non-woody_litter below 0.00191335559305872 natural
north 2008 non-woody_litter below 0.00202673073662738 natural
north 2009 non-woody_litter below 0.00279471982424434 natural
north 2010 non-woody_litter below 0.00294672531185788 natural
north 2011 non-woody_litter below 0.00294594132777296 natural
north 2012 non-woody_litter below 0.00294506397506555 natural
north 2013 non-woody_litter below 0.00294460227936874 natural
north 2014 non-woody_litter below 0.00294452460012477 natural
north 2015 non-woody_litter below 0.00294430676295979 natural
north 2016 non-woody_litter below 0.00294427284040034 natural
north 2017 non-woody_litter below 0.00294455674276313 natural
north 2018 non-woody_litter below 0.00294435050636138 natural
north 2019 non-woody_litter below 0.00294379979143269 natural
north 2020 non-woody_litter below 0.0029435222806303 natural
north 2021 non-woody_litter below 0.00294306017619618 natural
south 1990 non-woody_litter above 0.0029355716634335 natural
south 1991 non-woody_litter above 0.00293454451330809 natural
south 1992 non-woody_litter above 0.00293384307780143 natural
south 1993 non-woody_litter above 0.00293341458782016 natural
south 1994 non-woody_litter above 0.00293318091876245 natural
south 1995 non-woody_litter above 0.00293314197753875 natural
south 1996 non-woody_litter above 0.00293331221393642 natural
south 1997 non-woody_litter above 0.00334665347810141 natural
south 1998 non-woody_litter above 0.00376060433563021 natural
south 1999 non-woody_litter above 0.00418557010116924 natural
south 2000 non-woody_litter above 0.00460090018027989 natural
south 2001 non-woody_litter above 0.0050270653238327 natural
south 2002 non-woody_litter above 0.00502923203138709 natural
south 2003 non-woody_litter above 0.0050318177085823 natural
south 2004 non-woody_litter above 0.00503460334347527 natural
south 2005 non-woody_litter above 0.00503737480503881 natural
south 2006 non-woody_litter above 0.00504002837455 natural
south 2007 non-woody_litter above 0.00504313446852323 natural
south 2008 non-woody_litter above 0.00534302865410349 natural
south 2009 non-woody_litter above 0.00476642736899106 natural
south 2010 non-woody_litter above 0.00502768447420556 natural
south 2011 non-woody_litter above 0.0050280375109456 natural
south 2012 non-woody_litter above 0.00502900477856928 natural
south 2013 non-woody_litter above 0.00503172817590543 natural
south 2014 non-woody_litter above 0.00503261612590145 natural
south 2015 non-woody_litter above 0.00503424869555275 natural
south 2016 non-woody_litter above 0.00503588039994769 natural
south 2017 non-woody_litter above 0.00503678714557505 natural
south 2018 non-woody_litter above 0.00503715301650173 natural
south 2019 non-woody_litter above 0.00503803517652895 natural
south 2020 non-woody_litter above 0.00503800627993092 natural
south 2021 non-woody_litter above 0.00503895040694942 natural
south 1990 non-woody_litter below 0.00158644883690134 natural
south 1991 non-woody_litter below 0.00158589374191182 natural
south 1992 non-woody_litter below 0.00158551467041526 natural
south 1993 non-woody_litter below 0.00158528310480884 natural
south 1994 non-woody_litter below 0.00158515682480368 natural
south 1995 non-woody_litter below 0.00158513578009208 natural
south 1996 non-woody_litter below 0.00158522777966356 natural
south 1997 non-woody_litter below 0.00180860667923057 natural
south 1998 non-woody_litter below 0.00203231501673808 natural
south 1999 non-woody_litter below 0.00226197605784302 natural
south 2000 non-woody_litter below 0.00248642975765989 natural
south 2001 non-woody_litter below 0.00271673896957212 natural
south 2002 non-woody_litter below 0.00271790990698183 natural
south 2003 non-woody_litter below 0.00271930726499221 natural
south 2004 non-woody_litter below 0.00272081268463194 natural
south 2005 non-woody_litter below 0.00272231044468623 natural
south 2006 non-woody_litter below 0.00272374449322849 natural
south 2007 non-woody_litter below 0.0027254230961502 natural
south 2008 non-woody_litter below 0.00288749264731586 natural
south 2009 non-woody_litter below 0.00358319224301171 natural
south 2010 non-woody_litter below 0.00377959394188716 natural
south 2011 non-woody_litter below 0.00377985933951319 natural
south 2012 non-woody_litter below 0.00378058648913234 natural
south 2013 non-woody_litter below 0.00378263382048854 natural
south 2014 non-woody_litter below 0.00378330134257408 natural
south 2015 non-woody_litter below 0.0037845286372453 natural
south 2016 non-woody_litter below 0.00378575528145451 natural
south 2017 non-woody_litter below 0.00378643693327606 natural
south 2018 non-woody_litter below 0.00378671197908396 natural
south 2019 non-woody_litter below 0.00378737514852342 natural
south 2020 non-woody_litter below 0.00378735342532114 natural
south 2021 non-woody_litter below 0.00378806317884243 natural
