region year tkg species component ddiff12 bm
1 1999 7 1 9 -6268.101358 2.62885055969511
1 1999 2 3 9 -6268.101358 7.89370449771166
1 1999 1 2 9 -6268.101358 11.4215609191566
1 1999 4 3 9 -6268.101358 4.57808094392402
1 1999 2 2 9 -6268.101358 8.59132060545963
1 1999 6 3 9 -6268.101358 1.15413051204591
1 1999 4 2 9 -6268.101358 1.74792508542893
1 1999 7 3 9 -6268.101358 0.0781183055288825
1 2000 1 1 1 -5903.101358 6.80163884233802
1 2000 2 1 5 -5903.101358 0.775696744759492
1 2000 2 1 1 -5903.101358 18.4003817381464
1 2000 4 1 5 -5903.101358 1.21832227739649
1 2000 4 1 1 -5903.101358 27.3816114603792
1 2000 6 1 5 -5903.101358 1.0165246823092
1 2000 6 1 1 -5903.101358 18.998397598714
1 2000 7 1 5 -5903.101358 0.477983491630707
1 2000 7 1 1 -5903.101358 6.29715091723945
1 2000 1 2 5 -5903.101358 0.927437902128571
1 2000 1 2 1 -5903.101358 22.2088405850298
1 2000 2 2 5 -5903.101358 0.731733373531258
1 2000 2 2 1 -5903.101358 16.239403284541
1 2000 4 2 5 -5903.101358 0.130173500145958
1 2000 4 2 1 -5903.101358 2.46875710917446
1 2000 6 2 5 -5903.101358 0.0134039500959345
1 2000 6 2 1 -5903.101358 0.178245086469342
1 2000 7 2 5 -5903.101358 0
1 2000 7 2 1 -5903.101358 0
1 2000 1 3 5 -5903.101358 0.198201468838201
1 2000 1 3 1 -5903.101358 23.5391805637842
1 2000 2 3 5 -5903.101358 0.154703575907088
1 2000 2 3 1 -5903.101358 15.9135084348544
1 2000 4 3 5 -5903.101358 0.117084097776278
1 2000 4 3 1 -5903.101358 7.90712922511428
1 2000 6 3 5 -5903.101358 0.0478369384857349
1 2000 6 3 1 -5903.101358 1.54823118681052
1 2000 7 3 5 -5903.101358 0.00314708943796821
1 2000 7 3 1 -5903.101358 0.342311999616947
1 2000 1 1 6 -5903.101358 0.600570350022237
1 2000 1 1 2 -5903.101358 0.475411046353599
1 2000 2 1 6 -5903.101358 1.66519507265465
1 2000 2 1 2 -5903.101358 1.488231747263
1 2000 4 1 6 -5903.101358 2.57368903226789
1 2000 4 1 2 -5903.101358 2.64924425392433
1 2000 6 1 6 -5903.101358 2.00248313023696
1 2000 6 1 2 -5903.101358 2.51368077588023
1 2000 7 1 6 -5903.101358 0.785259614653953
1 2000 7 1 2 -5903.101358 1.16937727804036
1 2000 1 2 6 -5903.101358 2.3322833584197
1 2000 1 2 2 -5903.101358 2.72361188096173
1 2000 2 2 6 -5903.101358 1.70873148721088
1 2000 2 2 2 -5903.101358 2.09921006953641
1 2000 4 2 6 -5903.101358 0.317644667866014
1 2000 4 2 2 -5903.101358 0.389239504134876
1 2000 6 2 6 -5903.101358 0.0303529649474286
1 2000 6 2 2 -5903.101358 0.0350453172728204
1 2000 7 2 6 -5903.101358 0
1 2000 7 2 2 -5903.101358 0
1 2000 1 3 6 -5903.101358 2.32758146093044
1 2000 1 3 2 -5903.101358 3.86312024885192
1 2000 2 3 6 -5903.101358 1.7914406041933
1 2000 2 3 2 -5903.101358 2.73010816605033
1 2000 4 3 6 -5903.101358 1.04488536367029
1 2000 4 3 2 -5903.101358 1.45081331710475
1 2000 6 3 6 -5903.101358 0.280158283464161
1 2000 6 3 2 -5903.101358 0.32248640749999
1 2000 7 3 6 -5903.101358 0.046450739547117
1 2000 7 3 2 -5903.101358 0.0688346773616007
1 2000 1 1 7 -5903.101358 1.8764794294753
1 2000 1 1 3 -5903.101358 1.19240964668333
1 2000 2 1 7 -5903.101358 4.96975970955433
1 2000 2 1 3 -5903.101358 3.34470013764516
1 2000 4 1 7 -5903.101358 7.27946384329508
1 2000 4 1 3 -5903.101358 5.4616638596982
1 2000 6 1 7 -5903.101358 5.30166820509533
1 2000 6 1 3 -5903.101358 4.75402206167898
1 2000 7 1 7 -5903.101358 1.97387067365519
1 2000 7 1 3 -5903.101358 2.15257393479202
1 2000 1 2 7 -5903.101358 8.97057162287253
1 2000 1 2 3 -5903.101358 7.42047515907668
1 2000 2 2 7 -5903.101358 6.94461890174364
1 2000 2 2 3 -5903.101358 5.58767116925328
1 2000 4 2 7 -5903.101358 1.41604113435662
1 2000 4 2 3 -5903.101358 1.10570533420039
1 2000 6 2 7 -5903.101358 0.146614485348275
1 2000 6 2 3 -5903.101358 0.101692439227324
1 2000 7 2 7 -5903.101358 0
1 2000 7 2 3 -5903.101358 0
1 2000 1 3 7 -5903.101358 8.00273363559882
1 2000 1 3 3 -5903.101358 5.1800788960082
1 2000 2 3 7 -5903.101358 6.14812407305195
1 2000 2 3 3 -5903.101358 3.55665754994888
1 2000 4 3 7 -5903.101358 3.56045570410543
1 2000 4 3 3 -5903.101358 1.94613217806397
1 2000 6 3 7 -5903.101358 0.882676029383788
1 2000 6 3 3 -5903.101358 0.442228809021855
1 2000 7 3 7 -5903.101358 0.141128286176602
1 2000 7 3 3 -5903.101358 0.146735346680187
1 2000 1 1 8 -5903.101358 8.46182531509626
1 2000 1 1 4 -5903.101358 0.44193695388949
1 2000 2 1 8 -5903.101358 22.8764749839311
1 2000 2 1 4 -5903.101358 1.31070488127679
1 2000 4 1 8 -5903.101358 34.6895234415389
1 2000 4 1 4 -5903.101358 2.31896636970013
1 2000 6 1 8 -5903.101358 25.7574254629692
1 2000 6 1 4 -5903.101358 2.2052983737661
1 2000 7 1 8 -5903.101358 9.36613788998166
1 2000 7 1 4 -5903.101358 1.06224436471756
1 2000 1 2 8 -5903.101358 40.2979173743332
1 2000 1 2 4 -5903.101358 5.18401372323636
1 2000 2 2 8 -5903.101358 30.0218285831369
1 2000 2 2 4 -5903.101358 4.1608551263623
1 2000 4 2 8 -5903.101358 5.25348359462995
1 2000 4 2 4 -5903.101358 0.935650466910142
1 2000 6 2 8 -5903.101358 0.446452820304251
1 2000 6 2 4 -5903.101358 0.0917135008599499
1 2000 7 2 8 -5903.101358 0
1 2000 7 2 4 -5903.101358 0
1 2000 1 3 8 -5903.101358 35.2032294627829
1 2000 1 3 4 -5903.101358 1.46909925421209
1 2000 2 3 8 -5903.101358 24.0074093348967
1 2000 2 3 4 -5903.101358 1.06459240404488
1 2000 4 3 8 -5903.101358 12.2939731638007
1 2000 4 3 4 -5903.101358 0.679883378176711
1 2000 6 3 8 -5903.101358 2.59103353749349
1 2000 6 3 4 -5903.101358 0.177638309410627
1 2000 7 3 8 -5903.101358 0.66596644132906
1 2000 7 3 4 -5903.101358 0.0803730257251232
1 2000 1 1 9 -5903.101358 2.4770497795858
1 2000 1 1 5 -5903.101358 0.318265728117954
1 2000 2 1 9 -5903.101358 6.63495478220898
1 2000 6 2 9 -5903.101358 0.176967449795703
1 2000 4 1 9 -5903.101358 9.85315287582777
1 2000 7 2 9 -5903.101358 0
1 2000 6 1 9 -5903.101358 7.30415133492056
1 2000 1 3 9 -5903.101358 10.3209902836374
1 2000 7 1 9 -5903.101358 2.75913028798567
1 2000 2 3 9 -5903.101358 7.9108708297996
1 2000 1 2 9 -5903.101358 11.3028549797336
1 2000 4 3 9 -5903.101358 4.59516483416544
1 2000 2 2 9 -5903.101358 8.65335038880758
1 2000 6 3 9 -5903.101358 1.15832236668759
1 2000 4 2 9 -5903.101358 1.73368580222263
1 2000 7 3 9 -5903.101358 0.186259742226205
1 2001 1 1 1 -5537.101358 7.10067597336444
1 2001 2 1 5 -5537.101358 0.782186676362653
1 2001 2 1 1 -5537.101358 18.717628158362
1 2001 4 1 5 -5537.101358 1.22828766697718
1 2001 4 1 1 -5537.101358 27.8770015508139
1 2001 6 1 5 -5537.101358 1.03289703995489
1 2001 6 1 1 -5537.101358 19.6089302593569
1 2001 7 1 5 -5537.101358 0.490915551697192
1 2001 7 1 1 -5537.101358 6.54717989190023
1 2001 1 2 5 -5537.101358 0.916241114998408
1 2001 1 2 1 -5537.101358 21.941829777477
1 2001 2 2 5 -5537.101358 0.734658045852292
1 2001 2 2 1 -5537.101358 16.3302622566057
1 2001 4 2 5 -5537.101358 0.128213835490983
1 2001 4 2 1 -5537.101358 2.46618608022875
1 2001 6 2 5 -5537.101358 0.0133913307521939
1 2001 6 2 1 -5537.101358 0.191503017561375
1 2001 7 2 5 -5537.101358 0
1 2001 7 2 1 -5537.101358 0
1 2001 1 3 5 -5537.101358 0.201177524499693
1 2001 1 3 1 -5537.101358 23.9867757845954
1 2001 2 3 5 -5537.101358 0.151237594648267
1 2001 2 3 1 -5537.101358 16.0623784691488
1 2001 4 3 5 -5537.101358 0.115021622841087
1 2001 4 3 1 -5537.101358 7.94881926965667
1 2001 6 3 5 -5537.101358 0.0463495214485787
1 2001 6 3 1 -5537.101358 1.59657773235402
1 2001 7 3 5 -5537.101358 0.00526756884894616
1 2001 7 3 1 -5537.101358 0.539817347508385
1 2001 1 1 6 -5537.101358 0.623008618373484
1 2001 1 1 2 -5537.101358 0.491168163963657
1 2001 2 1 6 -5537.101358 1.68322488283313
1 2001 2 1 2 -5537.101358 1.50177945443672
1 2001 4 1 6 -5537.101358 2.60610681916541
1 2001 4 1 2 -5537.101358 2.66904044804011
1 2001 6 1 6 -5537.101358 2.05121722321162
1 2001 6 1 2 -5537.101358 2.55405076582517
1 2001 7 1 6 -5537.101358 0.813836620179258
1 2001 7 1 2 -5537.101358 1.16723485896584
1 2001 1 2 6 -5537.101358 2.30381041017661
1 2001 1 2 2 -5537.101358 2.69536734078606
1 2001 2 2 6 -5537.101358 1.71969135721109
1 2001 2 2 2 -5537.101358 2.11096646319041
1 2001 4 2 6 -5537.101358 0.315179979936888
1 2001 4 2 2 -5537.101358 0.387147109592209
