"region" "laji" "tkg" "component" "1990" "1991" "1992" "1993" "1994" "1995" "1996" "1997" "1998" "1999" "2000" "2001" "2002" "2003" "2004" "2005" "2006" "2007" "2008" "2009" "2010" "2011" "2012" "2013" "2014" "2015" "2016" "2017" "2018" "2019"
"1" 1 1 1 1 6.46547754653844 6.45508970130243 6.44470185606643 6.43428555098097 6.42389770574487 6.41350986050877 6.40312201528295 6.39270571019842 6.38231786496385 6.50341875265319 6.80163884233802 7.10067597336444 7.39889606303986 7.69711615272671 7.99533624241356 8.29437337344202 8.59259346312886 8.77876413413258 8.7597035875829 8.74059082035026 8.72153027379807 8.70246972724479 8.67620929359368 8.6400625110794 8.60401449025031 8.56796646943043 8.53191844861341 8.91970020350622 9.38783791323051 9.85597562299328
"2" 1 1 1 2 0.500283196917873 0.494772151155378 0.489261105392884 0.483734960875148 0.478223915112604 0.472712869350061 0.467201823592975 0.461675679075732 0.456164633314001 0.459696980977449 0.475411046353599 0.491168163963657 0.506882229339311 0.522596294715568 0.538310360091825 0.554067477701989 0.569781543078246 0.580735015350897 0.582968921466778 0.585208947874265 0.58744285399044 0.589676760106742 0.592863163422954 0.597356676814183 0.601837912848368 0.606319148881407 0.610800384914092 0.639757962664421 0.673334744460503 0.706911526259345
"3" 1 1 1 3 1.24225227130029 1.22859877048379 1.21494526966729 1.20125436199991 1.18760086118329 1.17394736036667 1.16029385956357 1.14660295189742 1.13294945108281 1.14521959308697 1.19240964668333 1.23972898809776 1.28691904169262 1.3341090952893 1.38129914888597 1.42861849030072 1.4758085438974 1.50154167869444 1.48797403333926 1.47436921634765 1.46080157099069 1.44723392563296 1.43034171664173 1.40887140579429 1.38745975698904 1.36604810818926 1.34463645939118 1.40308645198932 1.47672543796345 1.55036442394363
"4" 1 1 1 4 0.491968426247346 0.483364692114402 0.474760957981459 0.466133651974603 0.457529917841584 0.448926183708565 0.440322449584065 0.43169514357798 0.423091409446228 0.425259320057897 0.44193695388949 0.458660279868567 0.475337913699634 0.492015547531341 0.508693181363047 0.525416507342237 0.542094141173944 0.551268233108516 0.546698737102196 0.542116721926942 0.537547225920022 0.532977729912839 0.524369943048088 0.510233846363803 0.496136372888376 0.48203889941655 0.467941425945843 0.487156541055386 0.512724255463234 0.538291969873184
"5" 1 1 1 5 0.341936238297153 0.338068752094443 0.334201265891734 0.330323183836606 0.326455697633862 0.322588211431119 0.318720725232205 0.314842643177423 0.31097515697525 0.311596888317297 0.318265728117954 0.324952838712586 0.331621678513032 0.338290518313734 0.344959358114436 0.351646468709113 0.358315308509815 0.363254296242524 0.365024863734005 0.366800282096021 0.368570849587735 0.370341417079551 0.370494358620429 0.368442680140133 0.366396607337856 0.364350534536102 0.362304461734509 0.378684165321855 0.398558862208298 0.418433559096374
"6" 1 1 1 6 0.595312209617172 0.592205587211384 0.589098964805596 0.585983831105699 0.582877208699884 0.579770586294068 0.576663963891329 0.57354883019171 0.570442207786352 0.578193388415118 0.600570350022237 0.623008618373484 0.645385579979897 0.667762541587167 0.690139503194438 0.712577771545837 0.734954733153108 0.749580887432639 0.750010559091829 0.750441407933816 0.750871079593062 0.751300751252333 0.749042373771935 0.743113640927182 0.737201106803479 0.731288572681286 0.725376038559562 0.757862492585584 0.797637821741321 0.837413150900327
"7" 1 1 1 7 1.79195919453501 1.78957156927783 1.78718394402065 1.78478977732453 1.78240215206734 1.78001452681014 1.77762690155531 1.7752327348594 1.77284510960256 1.80284727070059 1.8764794294753 1.95031332019185 2.02394547896424 2.09757763773944 2.17120979651465 2.2450436872317 2.31867584600691 2.36506825243996 2.36156796326804 2.3580580842614 2.35455779508902 2.35105750591645 2.34282132366437 2.32810692519716 2.31343272999807 2.29875853480273 2.28408433960856 2.3870465862207 2.51232731274549 2.63760803928057
"8" 1 1 1 8 7.93933803035357 7.93906234774381 7.93878666513404 7.93851022722946 7.93823454461969 7.93795886200992 7.93768317940042 7.93740674149587 7.93713105888614 8.09378426550036 8.46182531509626 8.83087469633489 9.19891574591919 9.56695679551759 9.93499784511598 10.3040472263571 10.6720882759555 10.8972411035757 10.8606779480622 10.8240146195056 10.7874514639873 10.7508883084669 10.7313495774386 10.7349638675637 10.7385682825809 10.742172697597 10.7457771126129 11.2424818067494 11.8325273872679 12.4225729678349
"9" 1 1 1 9 2.38727140415218 2.38177715648921 2.37628290882625 2.37077360843023 2.36527936076722 2.35978511310421 2.35429086544664 2.34878156505111 2.34328731738891 2.38104065914208 2.4770497795858 2.57332193871566 2.66933105915635 2.76534017960072 2.86134930004509 2.95762145917561 3.05363057961998 3.1146491403726 3.11157852285987 3.10849949269522 3.10542887518209 3.10235825766878 3.09186369789012 3.07122056646889 3.05063383703713 3.03004710761063 3.00946037818577 3.14490907880628 3.30996513448681 3.4750211901809
"10" 1 1 2 1 11.8170898583248 12.5318374892084 13.2465851200921 13.9632909636279 14.6780385945179 15.3927862254078 16.1075338555901 16.8242396990618 17.5389873298465 18.0840021114288 18.4003817381464 18.717628158362 19.0340077850696 19.3503874117894 19.6667670385092 19.9840134587269 20.3003930854467 20.4472659740559 20.2836680485359 20.119621909457 19.9560239839154 19.7924260583645 19.6480726672536 19.5295566440778 19.4113644351217 19.2931722261957 19.1749800172792 20.0401989121631 21.0919800939422 22.1437612758078
