region year litter_type ground litter mortality
north 2005 fine_woody_litter above 0.00921003124705164 natural
north 2006 fine_woody_litter above 0.00921415525798892 natural
north 2007 fine_woody_litter above 0.00921602289449654 natural
north 2008 fine_woody_litter above 0.00976210883751717 natural
north 2009 fine_woody_litter above 0.0103270426014192 natural
north 2010 fine_woody_litter above 0.0108887329429351 natural
north 2011 fine_woody_litter above 0.0108858359605031 natural
north 2012 fine_woody_litter above 0.0108825873609341 natural
north 2013 fine_woody_litter above 0.0108808714042547 natural
north 2014 fine_woody_litter above 0.0108796639591903 natural
north 2015 fine_woody_litter above 0.0108782358251087 natural
north 2016 fine_woody_litter above 0.0108765805823197 natural
north 2017 fine_woody_litter above 0.0108751895129027 natural
north 2018 fine_woody_litter above 0.0108735088374468 natural
north 2019 fine_woody_litter above 0.0108717693912416 natural
north 1990 fine_woody_litter below 0.00882679653399552 natural
north 1991 fine_woody_litter below 0.00882711648969538 natural
north 1992 fine_woody_litter below 0.00882762846706492 natural
north 1993 fine_woody_litter below 0.0088288393165006 natural
north 1994 fine_woody_litter below 0.00883015188966598 natural
north 1995 fine_woody_litter below 0.00883195331117112 natural
north 1996 fine_woody_litter below 0.0088334644031162 natural
north 1997 fine_woody_litter below 0.0100796728003855 natural
north 1998 fine_woody_litter below 0.0113251143970767 natural
north 1999 fine_woody_litter below 0.0126033102918217 natural
north 2000 fine_woody_litter below 0.0138506159600365 natural
north 2001 fine_woody_litter below 0.0151323478616935 natural
north 2002 fine_woody_litter below 0.0151398754219433 natural
north 2003 fine_woody_litter below 0.0151473462372077 natural
north 2004 fine_woody_litter below 0.0151547371639249 natural
north 2005 fine_woody_litter below 0.0151631651860108 natural
north 2006 fine_woody_litter below 0.0151699548545139 natural
north 2007 fine_woody_litter below 0.0151730296845675 natural
north 2008 fine_woody_litter below 0.0160720919285127 natural
north 2009 fine_woody_litter below 0.0170021847535446 natural
north 2010 fine_woody_litter below 0.0179269376890483 natural
north 2011 fine_woody_litter below 0.0179221681695995 natural
north 2012 fine_woody_litter below 0.017916819756487 natural
north 2013 fine_woody_litter below 0.0179139946483105 natural
north 2014 fine_woody_litter below 0.0179120067409436 natural
north 2015 fine_woody_litter below 0.0179096554966963 natural
north 2016 fine_woody_litter below 0.0179069303463512 natural
north 2017 fine_woody_litter below 0.017904640124441 natural
north 2018 fine_woody_litter below 0.0179018731023889 natural
north 2019 fine_woody_litter below 0.0178990093216442 natural
south 1990 fine_woody_litter above 0.00407385835912135 natural
