"","V1","V2","V3","V4"
"1",0.00101917599605578,4.08220074095404e-05,0.000168140635189685,0.000923815855456549
"2",0.00101917599605578,4.08220074095404e-05,0.000168140635189685,0.000923815855456549
"3",0.0010376375067181,4.15614635269974e-05,0.000171186360502426,0.000940549997873111
"4",0.00105678018544767,4.23282031048141e-05,0.000174344462904049,0.000957901574239431
"5",0.00107664244004325,4.31237645264027e-05,0.000177621278799366,0.000975905398693231
"6",0.00109726562112276,4.39498040466563e-05,0.000181023630090762,0.000994598952843772
"7",0.0011186943094773,4.48081073016106e-05,0.000184558871585026,0.00101402264623939
"8",0.00114097663776669,4.57006021936131e-05,0.000188234944065719,0.00103422010796327
"9",0.00116416465144171,4.66293733476802e-05,0.000192060433837058,0.00105523851378565
"10",0.00116420685034302,4.66310635796603e-05,0.000192067395686726,0.00105527676430789
"11",0.00116427437494877,4.66337682057177e-05,0.000192078535696052,0.00105533797091172
"12",0.00116443407366911,4.66401647676172e-05,0.000192104882317619,0.00105548272727424
"13",0.00116460718871438,4.66470987061009e-05,0.000192133442324708,0.00105563964465088
"14",0.0011648447778817,4.66566150867715e-05,0.000192172639081365,0.00105585500356897
"15",0.00116504407553412,4.66645977416564e-05,0.00019220551861738,0.00105603565375301
"16",0.00116533398870335,4.66762099044117e-05,0.000192253347632794,0.00105629844092959
"17",0.00233096258052273,9.33642198223951e-05,0.000384555298014523,0.00211286392016336
"18",0.00233135597062998,9.33799766435285e-05,0.000384620198348487,0.00211322050236297
"19",0.00233184895315479,9.33997225327156e-05,0.000384701529144324,0.00211366735852387
"20",0.00233264705331037,9.34316895831473e-05,0.000384833197342578,0.00211439078370345
"21",0.00233380742454926,9.34781670154015e-05,0.000385024631950455,0.00211544258373882
"22",0.00253719959607849,0.000101624823496069,0.000418579669594477,0.00229980417944124
"23",0.00253843758562385,0.000101674409846797,0.00041878390944051,0.00230092633535476
"24",0.00253984928995128,0.000101730954157826,0.000419016808236433,0.0023022059522668
"25",0.00254098656798757,0.000101776506616483,0.000419204432996189,0.00230323681983634
"26",0.00254150160589901,0.000101797135910656,0.000419289402424346,0.00230370366775131
"27",0.00436550382343107,0.000174855599146908,0.000720207882284667,0.00395704143813165
"28",0.00436592119372708,0.000174872316468924,0.000720276738799099,0.00395741975679157
"29",0.00436499513708593,0.000174835224257948,0.000720123960719094,0.00395658034749283
"30",0.00436383381608613,0.000174788708784034,0.000719932369422477,0.00395552768656181
"31",0.00436253021834129,0.000174736494566857,0.000719717305730142,0.0039543460611404
"32",0.00436175372379758,0.000174705392906163,0.0007195892019617,0.00395364222002372
"33",0.00436073160656501,0.000174664453090663,0.000719420576090028,0.00395271573813126
"34",0.00435937833612873,0.000174610249286815,0.000719197317544282,0.00395148908768954
"35",0.00514889730062293,0.000206233589262721,0.000849449816325749,0.00466713598322676
"36",0.00514745784009031,0.000206175933206499,0.000849212338393359,0.00466583120714443
"37",0.00514569976518909,0.000206105515391596,0.000848922296406749,0.00466423762814031
