"","V1","V2","V3","V4"
"1",0.00727000463670005,0.000196114479823618,3.72747656840946e-05,0.00300026993717619
"2",0.00727000463670005,0.000196114479823618,3.72747656840946e-05,0.00300026993717619
"3",0.00740169461824889,0.000199666927658253,3.79499665196478e-05,0.00305461728802569
"4",0.00753824352016708,0.000203350448949971,3.86500800103224e-05,0.00311096987455795
"5",0.00767992531365911,0.000207172434302071,3.93765108611994e-05,0.00316944076239115
"6",0.00782703496170003,0.000211140840588491,4.01307714063597e-05,0.00323015168027113
"7",0.00797989046879482,0.000215264246247786,4.09144921184097e-05,0.00329323386598985
"8",0.00813883517570241,0.000219551913185237,4.17294333739901e-05,0.00335882901339881
"9",0.00830424033397307,0.000224013856223161,4.25774986539427e-05,0.00342709033489896
"10",0.00830454134793863,0.000224021976327648,4.25790420126604e-05,0.00342721456083782
"11",0.00830502301567684,0.000224034969719351,4.25815116193493e-05,0.00342741334107344
"12",0.00830616218147538,0.000224065699673344,4.25873523499042e-05,0.00342788346524387
"13",0.00830739704884534,0.000224099011257588,4.25936837615287e-05,0.00342839308465013
"14",0.00830909182418811,0.000224144729245592,4.26023732131791e-05,0.00342909250421935
"15",0.00831051345780462,0.000224183079006167,4.26096622126491e-05,0.00342967920048908
"16",0.00831258147166357,0.000224238865416559,4.26202653327124e-05,0.00343053265246342
"17",0.0166272644115993,0.000448534419704401,8.52513053129462e-05,0.00686193256325694
"18",0.016630070549023,0.000448610117617765,8.52656929399381e-05,0.00686309063263549
"19",0.0166335871008796,0.000448704979557007,8.52837230036068e-05,0.006864541884092
"20",0.016639280123335,0.000448858553618273,8.53129122667045e-05,0.00686689134670976
"21",0.01664755730443,0.000449081837528802,8.5355351027236e-05,0.00687030726992368
"22",0.0180983980187016,0.00048821948409232,9.27941011205188e-05,0.00746905706393154
"23",0.0181072288681033,0.000488457703670346,9.28393786490332e-05,0.00747270148141179
"24",0.0181172988629283,0.0004887293502367,9.28910095236063e-05,0.00747685728381508
"25",0.0181254113151731,0.00048894819044817,9.29326036864245e-05,0.00748020522481418
"26",0.0181290851929123,0.000489047296385204,9.29514403913132e-05,0.00748172140334288
"27",0.0311400907799037,0.000840030097660723,0.00015966146449794,0.01285125428067
"28",0.0311430679732432,0.000840110409951057,0.000159676729162775,0.0128524829433903
"29",0.031136462209272,0.000839932213920961,0.00015964286009164,0.0128497568000046
"30",0.0311281782533254,0.000839708747253119,0.000159600386595091,0.0128463380808662
"31",0.0311188794063293,0.000839457903046996,0.000159552709549445,0.012842500524704
"32",0.0311133405014149,0.000839308486435818,0.00015952431047776,0.0128402146651028
"33",0.0311060495162968,0.000839111805989889,0.000159486928140957,0.0128372057366969
"34",0.0310963963431603,0.000838851403538597,0.000159437434394426,0.0128332219531085
"35",0.0367282072912679,0.00099077423299286,0.00018831285386914,0.0151574230951777
"36",0.0367179393053784,0.000990497245451284,0.000188260207854838,0.0151531855835227
"37",0.0367053985737158,0.000990158948684016,0.000188195909019061,0.0151480101287496
