"V1","V2","V3","V4"
0.000672318168084972,2.69289870889299e-05,0.000110917058750259,0.000609412099570688
0.000672318168084972,2.69289870889299e-05,0.000110917058750259,0.000609412099570688
0.000672318168084972,2.69289870889299e-05,0.000110917058750259,0.000609412099570688
0.000673032593306411,2.69576026291271e-05,0.000111034922505875,0.000610059678938391
0.000673748538481848,2.69862790494604e-05,0.000111153037018996,0.000610708636044196
0.000674466008467048,2.70150165444223e-05,0.000111271403090712,0.000611358975289534
0.000675185008138479,2.70438153093346e-05,0.00011139002152553,0.000612010701094603
0.000675905542393429,2.70726755403528e-05,0.000111508893131388,0.000612663817898471
0.00067662761615011,2.71015974344708e-05,0.000111628018719679,0.000613318330159172
0.000677351234347774,2.71305811895249e-05,0.000111747399105266,0.000613974242353813
0.000752644818723072,3.01463853991553e-05,0.00012416911149995,0.000682222913171458
0.000764041835992387,3.06028807691553e-05,0.000126049357630497,0.000692553558024802
0.000775789321761933,3.1073413781102e-05,0.000127987423015492,0.000703201879470417
0.000787903694300905,3.15586420512552e-05,0.000129986016292326,0.000714182759587022
0.000800402413667444,3.20592649236199e-05,0.000132048017969642,0.000725512024766339
0.000813304065671387,3.25760268329845e-05,0.000134176494279263,0.000737206521819793
0.000826628454090415,3.31097209985399e-05,0.000136374712389736,0.00074928420156637
0.000840396702101854,3.36611934866229e-05,0.000138646157140252,0.000761764210773856
0.00085463136402281,3.42313476863474e-05,0.0001409945494752,0.00077466699344391
0.000869356548601912,3.48211492479239e-05,0.000143423866784474,0.000788014402567892
0.000884598055280304,3.54316315404482e-05,0.000145938365383411,0.000801829823638478
0.000884287228213684,3.5419181693841e-05,0.000145887086055191,0.000801548079392578
0.000884074541674094,3.54106627613616e-05,0.000145851997660251,0.000801355293064922
0.000883944095365033,3.54054378735938e-05,0.0001458304770148,0.000801237052084892
0.000883872349540544,3.54025641711221e-05,0.000145818640601316,0.000801172019224539
0.000883859275621563,3.54020405092427e-05,0.000145816483704912,0.000801160168578828
0.000883909226780636,3.54040412496386e-05,0.00014582472449909,0.000801205446011703
0.000883999756690374,3.54076673286087e-05,0.000145839659855285,0.00080128750540707
0.00176842682744083,7.0832450266096e-05,0.000291749816717728,0.00160296234284069
0.0017689463222647,7.08532580771423e-05,0.000291835521434087,0.00160343323065297
0.00176974024853743,7.08850579471488e-05,0.00029196650103752,0.0016041528724829
0.00177048377275783,7.09148390167108e-05,0.000292089165459741,0.00160482682817493
0.00177124407683559,7.09452921855607e-05,0.000292214598173095,0.00160551599370151
0.00192564538643063,7.71296719479611e-05,0.000317687268614609,0.00174547060258081
0.00192670836095744,7.71722482588016e-05,0.00031786263500159,0.00174643411891715
0.00192776663933478,7.72146364703847e-05,0.000318037226631753,0.00174739337850358
0.00192877759870817,7.72551293697379e-05,0.000318204011712888,0.00174830974653224
0.00192991095627371,7.73005247981203e-05,0.000318390989684999,0.00174933706045349
0.00331554812999918,0.000132800743790386,0.000546989303846914,0.00300532581602808
0.00331767027182044,0.000132885743917436,0.000547339408514969,0.00300724939769562
0.00331820313066104,0.000132907087009918,0.000547427317987201,0.0030077323991081
0.00331843354068585,0.000132916315837693,0.000547465330350203,0.00300794125060676
0.00331887546042128,0.000132934016461318,0.000547538236958391,0.0030083418217152
0.00332028177592988,0.000132990344928957,0.000547770246722953,0.0030096165540182
0.00331997633948048,0.000132978110997773,0.000547719856722785,0.00300933969601145
0.00331973937978938,0.000132968619830101,0.00054768076381525,0.00300912490767206
0.00392164633468324,0.000157077360879362,0.000646981589298393,0.00355471388405342
0.00392099390263536,0.000157051228409606,0.000646873952992816,0.0035541224974109
0.0039198975277971,0.000157007314284917,0.000646693076321442,0.003553128705894
