"","V1","V2","V3","V4"
"1",0.00230302923985262,5.44902258994943e-05,5.14704306486955e-06,0.000913997277331796
"2",0.00230302923985262,5.44902258994943e-05,5.14704306486955e-06,0.000913997277331796
"3",0.00230302923985262,5.44902258994943e-05,5.14704306486955e-06,0.000913997277331796
"4",0.00230547650701386,5.45481288293161e-05,5.15251246545387e-06,0.000914968517941153
"5",0.00230792898078511,5.46061549487832e-05,5.15799350229772e-06,0.0009159418248844
"6",0.00231038667779981,5.4664304651447e-05,5.16348621257519e-06,0.00091691720476281
"7",0.00231284961476234,5.4722578332537e-05,5.16899063361892e-06,0.000917894664205804
"8",0.00231531780844836,5.47809763889697e-05,5.17450680292088e-06,0.000918874209871101
"9",0.00231779127570524,5.48394992193577e-05,5.18003475813327e-06,0.000919855848444872
"10",0.00232027003345242,5.4898147224019e-05,5.18557453706935e-06,0.000920839586641888
"11",0.00257818858246849,6.1000562146226e-05,5.76199704011119e-06,0.00102319905628941
"12",0.00261722912199921,6.19242707042654e-05,5.84924879304733e-06,0.00103869297456851
"13",0.00265747019312641,6.28763841287128e-05,5.93918361562102e-06,0.00105466334472739
"14",0.00269896803671316,6.38582330919195e-05,6.0319272006108e-06,0.0010711324869324
"15",0.00274178246227575,6.48712327014303e-05,6.12761321638297e-06,0.00108812413763208
"16",0.00278597713559853,6.59168893050202e-05,6.22638394968237e-06,0.00110566356370215
"17",0.00283161989462077,6.69968079646535e-05,6.32839101160832e-06,0.00112377768781066
"18",0.00287878309689181,6.81127006773561e-05,6.43379611414263e-06,0.00114249522631171
"19",0.00292754400233745,6.92663954315604e-05,6.5427719255947e-06,0.00116184684115287
"20",0.00297798519559643,7.04598461996877e-05,6.65550301448178e-06,0.00118186530748681
"21",0.00303019505278314,7.1695143981867e-05,6.7721868926977e-06,0.00120258569891423
"22",0.00302913031311531,7.1669951985161e-05,6.76980730461937e-06,0.0012021631384271
"23",0.00302840175431257,7.16527141086047e-05,6.7681790475968e-06,0.00120187399717324
"24",0.00302795490982991,7.1642141660639e-05,6.7671803942772e-06,0.00120169665915535
"25",0.00302770914415009,7.16363267855257e-05,6.76663113223743e-06,0.00120159912276357
"26",0.00302766435937538,7.16352671669813e-05,6.76653104268577e-06,0.00120158134914549
"27",0.00302783546732006,7.16393156221191e-05,6.76691345205545e-06,0.00120164925631438
"28",0.00302814557797764,7.16466529148868e-05,6.76760651877029e-06,0.00120177232913161
"29",0.00605775492240052,0.000143327938896035,1.35384844110865e-05,0.00240412557947883
"30",0.00605953445451211,0.000143370043053932,1.35424614897336e-05,0.00240483181780041
"31",0.0060622540529213,0.0001434343894066,1.35485395237807e-05,0.00240591113781009
"32",0.00606480099884871,0.000143494650760011,1.35542316965701e-05,0.0024069219376744
"33",0.00606740542426122,0.000143556272091868,1.35600523303361e-05,0.0024079555492738
"34",0.00659630788078978,0.000156070231461695,1.47420971232376e-05,0.00261785970371351
"35",0.00659994910533591,0.000156156383710497,1.47502349007454e-05,0.00261930478711225
"36",0.00660357424319864,0.000156242155344499,1.47583367261033e-05,0.00262074348623041
"37",0.0066070372895772,0.000156324091854988,1.4766076292991e-05,0.00262211785651912
"38",0.00661091961157376,0.000156415948527473,1.47747528995065e-05,0.00262365862364147
"39",0.0113574266649324,0.00026871944736955,2.53827277304764e-05,0.00450739264166186
"40",0.0113646960723313,0.00026889144329755,2.53989741385943e-05,0.00451027763263609
"41",0.0113665213829489,0.000268934630585913,2.54030535276845e-05,0.00451100203895535
"42",0.0113673106536387,0.000268953304920323,2.5404817469783e-05,0.00451131527477931
"43",0.0113688244518978,0.000268989121751336,2.54082006594951e-05,0.00451191605199189
"44",0.0113736417926904,0.000269103101193492,2.54189669407428e-05,0.00451382789761342
"45",0.0113725955186088,0.000269078346096998,2.54166286214272e-05,0.00451341266551587
"46",0.0113717838120044,0.00026905914092345,2.54148145372738e-05,0.00451309052560833
"47",0.0134336190896969,0.00031784265964951,3.00228129001734e-05,0.00533136577696303
"48",0.0134313841804611,0.000317789781159294,3.00178180985947e-05,0.00533047881429608
"49",0.0134276285429814,0.000317700921872958,3.00094246194719e-05,0.00532898832413135
