"V1","V2","V3","V4"
0.00114568968654385,0.000356218364326995,0.000178063216992889,0.000649740327628112
0.00114568968654385,0.000356218364326995,0.000178063216992889,0.000649740327628112
0.00114568968654385,0.000356218364326995,0.000178063216992889,0.000649740327628112
0.00114568968654385,0.000356218364326995,0.000178063216992889,0.000649740327628112
0.00114568968654385,0.000356218364326995,0.000178063216992889,0.000649740327628112
0.00125433267406094,0.000389997691978693,0.000194948522052559,0.000711353634558364
0.00125433267406094,0.000389997691978693,0.000194948522052559,0.000711353634558364
0.00125433267406094,0.000389997691978693,0.000194948522052559,0.000711353634558364
0.00125433267406094,0.000389997691978693,0.000194948522052559,0.000711353634558364
0.00125806599078322,0.000391158456531213,0.000195528754547825,0.000713470862686335
0.00126182159706398,0.000392326151363504,0.000196112451288718,0.000715600731606305
0.00126559969311873,0.000393500838726672,0.000196699643392757,0.000717743354863945
0.00126940048156813,0.000394682581619619,0.000197290362351265,0.000719898847368904
0.00127322416747413,0.000395871443800308,0.000197884640034996,0.000722067325415355
0.00127707095837694,0.000397067489797231,0.000198482508699869,0.000724248906702909
0.0012809410643325,0.00039827078492108,0.000199084000992804,0.000726443710357909
0.00128109005026874,0.000398317107696904,0.000199107156403387,0.000726528202844974
0.00128123907086604,0.000398363441249562,0.000199130317200996,0.000726612714988925
0.00128141154204647,0.000398417066068313,0.000199157122690813,0.00072671052636193
0.00128159979415479,0.000398475597500425,0.000199186380854178,0.000726817287370586
0.00128184301264871,0.000398551219106427,0.000199224181899231,0.000726955220761954
0.00128214161800361,0.000398644061620725,0.000199270591176307,0.000727124564994871
0.00128256122442696,0.000398774525842878,0.000199335806452738,0.000727362531014972
0.00256596471982482,0.000797810930963453,0.000398802518752339,0.00145520272838499
0.00256684268874194,0.000798083909463008,0.000398938972777926,0.00145570063965936
0.00256778370343302,0.000798376490183598,0.000399085225384629,0.00145623430527655
0.00256873223220332,0.000798671407185158,0.000399232645830352,0.00145677223225732
0.00256969044746233,0.000798969335914244,0.000399381571751215,0.00145731565261245
0.00279336853885571,0.000868515430976245,0.00043414564529759,0.0015841673456076
0.00279480725442421,0.000868962757082576,0.000434369250629361,0.00158498326595306
0.0027962282612488,0.000869404577178103,0.000434590103666206,0.00158578914336526
0.00279761072431443,0.000869834413230365,0.000434804966227797,0.00158657316194878
0.00279890115832257,0.000870235635565741,0.00043500552562316,0.00158730498927085
0.00480916164915589,0.00149526675204199,0.000747440432034254,0.00272735829102666
0.00481106539741003,0.00149585866632484,0.000747736312797133,0.00272843793940693
0.00481285444437901,0.00149641491763135,0.000748014366673667,0.00272945253871546
0.00481461507326408,0.00149696233317414,0.000748288003808477,0.00273045102163982
0.00481612733557152,0.00149743252646637,0.000748523039782495,0.00273130865160597
0.00481713017255827,0.00149774432900357,0.000748678900817186,0.00273187737771041
0.00481749500564449,0.00149785776307455,0.000748735603215541,0.0027320842808289
0.00481761550069479,0.00149789522745101,0.000748754330569501,0.0027321526156445
0.00569133536132841,0.00176955260840712,0.00088454796733019,0.00322765417699294
0.00569057976713448,0.00176931767871279,0.00088443053279753,0.00322722566652899
0.00568956143172462,0.00176900105739875,0.000884272262996215,0.00322664815100223
