"V1","V2","V3","V4"
0.00019069346691309,5.15733521156533e-05,2.5783039518822e-05,8.80307004174867e-05
0.00019069346691309,5.15733521156533e-05,2.5783039518822e-05,8.80307004174867e-05
0.00019069346691309,5.15733521156533e-05,2.5783039518822e-05,8.80307004174867e-05
0.000190896103445603,5.16281554888992e-05,2.58104373411508e-05,8.81242444500961e-05
0.000191099171091406,5.16830754574217e-05,2.58378934528965e-05,8.82179874995123e-05
0.000191302671227768,5.17381123937052e-05,2.58654080402751e-05,8.83119302015302e-05
0.00019150660523783,5.17932666718223e-05,2.58929812902965e-05,8.84060731946556e-05
0.000191710974510636,5.18485386674427e-05,2.5920613390769e-05,8.85004171201198e-05
0.000191915780441168,5.19039287578412e-05,2.59483045303035e-05,8.85949626218943e-05
0.000192121024430375,5.19594373219065e-05,2.59760548983176e-05,8.86897103467054e-05
0.000213476976600664,5.77351886303943e-05,2.88635232929196e-05,9.85483565712752e-05
0.000216709578125838,5.86094508660451e-05,2.93005927647865e-05,0.00010004063725104
0.000220041585046442,5.95105974493542e-05,2.97511025148142e-05,0.000101578806899769
0.00022347765417055,6.04398878214889e-05,3.02156821747804e-05,0.000103165015261149
0.000227022737794822,6.13986613389759e-05,3.0695001328508e-05,0.000104801548486619
0.000230682107519347,6.23883437144623e-05,3.11897727317905e-05,0.000106490840129123
0.000234461380403432,6.34104540905921e-05,3.17007558488324e-05,0.000108235483217533
0.000238366547735291,6.44666128208138e-05,3.22287607421034e-05,0.000110038243537726
0.000242404006725541,6.55585500409366e-05,3.27746523575129e-05,0.000111902074263404
0.000246580595477147,6.66881151268083e-05,3.33393552525817e-05,0.000113830132099424
0.000250903631633912,6.78572871468606e-05,3.39238588219776e-05,0.000115825795123284
0.000250815469966181,6.78334436832822e-05,3.39119387714381e-05,0.000115785096647946
0.000250755144460304,6.78171285540514e-05,3.39037823572347e-05,0.000115757248307773
0.000250718145223779,6.78071220515519e-05,3.38987798115633e-05,0.000115740168180389
0.00025069779554314,6.78016184479831e-05,3.38960283978489e-05,0.00011573077406391
0.000250694087312343,6.78006155510526e-05,3.38955270200998e-05,0.000115729062216306
0.00025070825524674,6.78044472914959e-05,3.38974426201379e-05,0.000115735602624893
0.000250733932765461,6.78113918173671e-05,3.39009143934012e-05,0.000115747456255721
0.000501589067074249,0.000135655562785337,6.78182160507812e-05,0.000231550863336204
0.000501736414377517,0.000135695413098396,6.78381383973863e-05,0.000231618883948139
0.00050196160025023,0.000135756314976645,6.78685850421992e-05,0.000231722837536167
0.000502172490299099,0.000135813350526547,6.78970987954605e-05,0.000231820191677415
0.00050238813971537,0.000135871673254949,6.79262560472108e-05,0.000231919742907282
0.00054618187074969,0.000147715757625813,7.38474630828412e-05,0.000252136443978658
0.000546483368325359,0.000147797298125777,7.38882275832415e-05,0.000252275625688394
0.000546783533905161,0.000147878478385336,7.39288119888402e-05,0.000252414192502763
0.000547070278123854,0.000147956028816387,7.39675817361317e-05,0.000252546563552599
0.000547391738845406,0.000148042968380979,7.40110453881471e-05,0.000252694960941
0.000940407975925541,0.000254334836215868,0.000127149484455879,0.000434124850415805
0.000941009891209684,0.000254497625163992,0.000127230867451371,0.000434402715331225
0.000941161029025844,0.000254538500627305,0.000127251302300818,0.000434472485775025
0.000941226381545718,0.000254556175320485,0.00012726013840113,0.000434502654758744
0.000941351725780707,0.000254590074868652,0.000127277085784889,0.000434560517993274
0.000941750607132779,0.000254697952966186,0.000127331017226958,0.000434744655422703
0.000941663974436798,0.000254674523015454,0.000127319303903685,0.000434704662773612
0.000941596764197421,0.000254656345899073,0.000127310216627199,0.000434673636202312
0.00111231909394607,0.000300828472132138,0.00015039302405584,0.000513484968902705
0.00111213404089375,0.00030077842423914,0.000150368003638317,0.000513399542012765
0.00111182306979574,0.000300694321609956,0.000150325958253968,0.000513255986997426
