"V1","V2","V3","V4"
0.00047581464154635,0.000151696058355471,7.58321195905315e-05,0.000273200658634775
0.00047581464154635,0.000151696058355471,7.58321195905315e-05,0.000273200658634775
0.00047581464154635,0.000151696058355471,7.58321195905315e-05,0.000273200658634775
0.000476428974282134,0.000151891915831051,7.59300277871706e-05,0.000273553392858109
0.000477044895420548,0.00015208827971059,7.60281891326786e-05,0.000273907039101812
0.000477662411129965,0.000152285151960646,7.61266046101287e-05,0.000274261600907607
0.000478281527610738,0.000152482534557977,7.62252752076915e-05,0.000274617081835578
0.000478902251095409,0.000152680429489598,7.6324201918667e-05,0.000274973485464291
0.000479524587848914,0.000152878838752856,7.64233857415187e-05,0.000275330815390915
0.000480148544168799,0.000153077764355492,7.65228276799068e-05,0.000275689075231339
0.000526441631177517,0.000167836618361133,8.39007068028594e-05,0.00030226938772428
0.000527205601648152,0.000168080182343777,8.40224632496651e-05,0.000302708040126982
0.000527971792684444,0.00016832445427239,8.41445735952074e-05,0.000303147967521975
0.000528740213981968,0.000168569437238051,8.42670393847013e-05,0.000303589175476212
0.000529510875292825,0.000168815134349859,8.43898621723708e-05,0.0003040316695891
0.000530283786426055,0.000169061548735068,8.45130435215143e-05,0.000304475455492741
0.000531058957248054,0.000169308683539216,8.46365850045716e-05,0.00030492053885217
0.000531836397682995,0.000169556541926263,8.47604882031898e-05,0.000305366925365592
0.000532616117713248,0.00016980512707872,8.48847547082917e-05,0.000305814620764632
0.00053339812737981,0.000170054442197792,8.50093861201434e-05,0.000306263630814573
0.000534182436782735,0.000170304490503511,8.51343840484234e-05,0.00030671396131461
0.000534241296741515,0.000170323255843965,8.51437647505783e-05,0.000306747757205072
0.00053433067010588,0.000170351749265378,8.51580084729504e-05,0.000306799073116515
0.000534461788997375,0.000170393551718012,8.51789053151075e-05,0.000306874358247295
0.000534614963561526,0.000170442385813463,8.52033172412079e-05,0.000306962307184041
0.000534764103865537,0.000170489933732936,8.52270862142112e-05,0.000307047939751278
0.000534929704011273,0.000170542729269638,8.52534784454693e-05,0.000307143023140764
0.000535141112893915,0.000170610129243069,8.52871713634066e-05,0.000307264408741239
0.0010707596928621,0.000341372481362102,0.000170650438199957,0.000614802966925935
0.00107130424059947,0.000341546090448776,0.000170737224535511,0.000615115632379069
0.0010718677291132,0.000341725738107754,0.000170827029523903,0.000615439173143985
0.0010726526098052,0.000341975968548055,0.000170952118500372,0.00061588983166367
0.00107344975429367,0.000342230108850353,0.000171079161997781,0.000616347531743199
0.00116737759361185,0.000372175557666531,0.000186048745785511,0.000670278506802042
0.0011684073186529,0.000372503847753211,0.000186212856398426,0.000670869748716147
0.00116936243329355,0.000372808351048429,0.000186365076110322,0.000671418151237029
0.0011701435960216,0.0003730573961522,0.000186489572542842,0.000671866674996432
0.00117094265351991,0.00037331214634757,0.000186616920922823,0.000672325473477532
0.00201220038698178,0.000641516339922794,0.000320690888976884,0.0011553542556866
0.00201336027176869,0.000641886126673679,0.000320875743569812,0.00115602023201448
0.00201441040517654,0.000642220923220081,0.000321043106730203,0.00115662319189344
0.00201544317849381,0.000642550185137906,0.000321207703156767,0.00115721618405018
0.00201630705663997,0.000642825601020963,0.000321345382213214,0.00115771220089772
0.00201714625550571,0.000643093148820028,0.000321479128052854,0.00115819404753048
0.00201763720906307,0.000643249671366803,0.000321557372910461,0.00115847594056932
0.00201769431757377,0.000643267878322232,0.000321566474478666,0.00115850873082286
0.00238343629255083,0.000759871301451153,0.000379855956903169,0.00136850846544511
0.00238313593345045,0.000759775542961103,0.000379808087701109,0.00136833600689322
0.00238275676995392,0.000759654660577768,0.00037974765918735,0.00136811830086248
