"","V1","V2","V3","V4"
"1",0.15771487177264,0.00387278140927144,0.000459154500920384,0.0642890937977924
"2",0.144804472383588,0.00356598632415541,0.000428266374567195,0.0592131320983337
"3",0.145680609894106,0.00358889069738061,0.000432388510628111,0.0595546706205105
"4",0.143446942734936,0.0035850197282684,0.000467415264887683,0.0590697495251022
"5",0.12491045424292,0.00313782141167288,0.000419527743898032,0.0516063793285653
"6",0.0975509624945792,0.0024305856067507,0.000311762953652489,0.0401129104469473
"7",0.0944402670974754,0.00239370336491835,0.000335855072115923,0.0391147260661713
"8",0.0966792342023833,0.00246749402210865,0.000357693405417265,0.04018474199191
"9",0.103880371613297,0.00266896986980011,0.000401417760919491,0.0431597212055437
"10",0.126012395602004,0.00325696593233006,0.000501283581225759,0.0526055023222834
"11",0.128211615575887,0.00333916314167374,0.000530074880195302,0.0537732889870713
"12",0.122153075764931,0.00315924497129853,0.000487028674742181,0.0510457183924719
"13",0.107299719160836,0.00271185872138206,0.000376049068701427,0.0443260260611397
"14",0.107078164746232,0.00272863309803248,0.00039415660417997,0.0443805545282691
"15",0.113170001910118,0.00290537664545495,0.00043445902138116,0.0470628501696154
"16",0.12472819190376,0.00318007154566295,0.00045829531240072,0.0518457371155233
"17",0.106835538467601,0.00274234100347137,0.000405758058451043,0.0446760378938348
"18",0.116867828685919,0.00298304010605232,0.0004298633778516,0.0487492636557782
"19",0.12475129816896,0.00319715562620282,0.000469455071969551,0.0521395468210027
"20",0.129333220385141,0.00331699579164672,0.000490789679923225,0.0539428889658462
"21",0.12345683274624,0.00317581228222817,0.0004754682556538,0.0516200629781172
"22",0.0998202653357558,0.00255720034208397,0.000373595643446,0.0417863485240711
"23",0.112195857521322,0.00289757564191678,0.000440618171775553,0.0470568189701696
"24",0.11894260053607,0.00305966862688721,0.000455904411223685,0.0498664795128618
"25",0.134721730376698,0.00348964818544795,0.000533749917991703,0.0568224579622813
"26",0.140884314518849,0.00363814386076189,0.000550475531768747,0.0592432861047385
"27",0.128677567768779,0.00332970367844972,0.000508118006256425,0.0541784705990459
"28",0.144067097893805,0.00373112339834411,0.000569930369395832,0.0607814960624501
"29",0.14936467492286,0.00386923859876572,0.000594553706712262,0.0628431349201708
"30",0.148008435620386,0.00383337317336075,0.000586945033559832,0.0623664270196212
"31",0.147597881193831,0.00382820354580552,0.00059007546160454,0.0622199747675026
"32",0.141834655111751,0.0036692621329753,0.000560446244868686,0.0596420568346159
"33",0.143964656638803,0.0037329636362553,0.000576352693779611,0.0605794298862875
"34",0.145207720981708,0.0037643338718972,0.000582048414790579,0.0610071739017555
"35",0.1440622871331,0.00373113023517234,0.000573491607926774,0.0605652251788835
"36",0.139283516466178,0.00358919220944545,0.000539606038861547,0.0584081529469352
"37",0.136184665119713,0.00352153565133975,0.000540123950448213,0.0570501290198823
"38",0.151043062158737,0.00391836419005384,0.000610323196118149,0.0633182008906406
"39",0.156335082838481,0.00393442777738933,0.000537679952861206,0.0642315211016789
"40",0.13490472770781,0.00335130614420939,0.00042576237897034,0.05521841324204
"41",0.161533026953883,0.00405634413820743,0.000546413002139255,0.0664103400413891
"42",0.163616989584854,0.00410783116712708,0.000553185548246758,0.0672345679154482
"43",0.161337493570051,0.00407258145838009,0.000564418636305409,0.0664172730393923
"44",0.180646751212582,0.00453312857982279,0.000608135090453901,0.0742625483363585
"45",0.182441943167155,0.00459225929171138,0.000626993657037716,0.0750348460039694
"46",0.196104018429968,0.00492176764968179,0.000662610248090908,0.0805101876310911
"47",0.20716765316235,0.00519106929975665,0.000690136432601126,0.0851707743966793
"48",0.206734947225116,0.00521854501539015,0.000721019400181008,0.0852440633302128
"49",0.221717622799317,0.00559488996712944,0.000771585673409985,0.0914172496287845
