region peat_type tree_type year basal_area
north 2 pine 2007 3.53418725369897
north 2 pine 2008 3.53418725369897
north 2 pine 2009 3.53418725369897
north 2 pine 2010 3.53418725369897
north 2 pine 2011 3.53418725369897
north 2 pine 2012 3.53418725369897
north 2 pine 2013 3.53418725369897
north 2 pine 2014 3.53418725369897
north 2 pine 2015 3.53418725369897
north 2 pine 2016 3.53418725369897
north 2 pine 2017 3.53418725369897
north 2 pine 2018 3.53418725369897
north 2 pine 2019 3.53418725369897
north 2 pine 2020 3.53418725369897
north 2 pine 2021 3.53418725369897
north 2 spruce 1990 2.83980500972288
north 2 spruce 1991 2.83980500972288
north 2 spruce 1992 2.83980500972288
north 2 spruce 1993 2.83980500972288
north 2 spruce 1994 2.83980500972288
north 2 spruce 1995 2.83980500972288
north 2 spruce 1996 2.83980500972288
north 2 spruce 1997 2.83980500972288
north 2 spruce 1998 2.83980500972288
north 2 spruce 1999 2.83980500972288
north 2 spruce 2000 2.83980500972288
north 2 spruce 2001 2.83980500972288
north 2 spruce 2002 2.83980500972288
north 2 spruce 2003 2.83980500972288
north 2 spruce 2004 2.83980500972288
north 2 spruce 2005 2.83980500972288
north 2 spruce 2006 2.83980500972288
north 2 spruce 2007 2.83980500972288
north 2 spruce 2008 2.83980500972288
north 2 spruce 2009 2.83980500972288
north 2 spruce 2010 2.83980500972288
north 2 spruce 2011 2.83980500972288
north 2 spruce 2012 2.83980500972288
north 2 spruce 2013 2.83980500972288
north 2 spruce 2014 2.83980500972288
north 2 spruce 2015 2.83980500972288
north 2 spruce 2016 2.83980500972288
north 2 spruce 2017 2.83980500972288
north 2 spruce 2018 2.83980500972288
north 2 spruce 2019 2.83980500972288
north 2 spruce 2020 2.83980500972288
north 2 spruce 2021 2.83980500972288
north 4 deciduous 1990 2.10963633146898
north 4 deciduous 1991 2.10963633146898
north 4 deciduous 1992 2.10963633146898
north 4 deciduous 1993 2.10963633146898
north 4 deciduous 1994 2.10963633146898
north 4 deciduous 1995 2.10963633146898
north 4 deciduous 1996 2.10963633146898
north 4 deciduous 1997 2.10963633146898
north 4 deciduous 1998 2.10963633146898
north 4 deciduous 1999 2.10963633146898
north 4 deciduous 2000 2.10963633146898
north 4 deciduous 2001 2.10963633146898
north 4 deciduous 2002 2.10963633146898
north 4 deciduous 2003 2.10963633146898
north 4 deciduous 2004 2.10963633146898
north 4 deciduous 2005 2.10963633146898
north 4 deciduous 2006 2.10963633146898
north 4 deciduous 2007 2.10963633146898
north 4 deciduous 2008 2.10963633146898
north 4 deciduous 2009 2.10963633146898
north 4 deciduous 2010 2.10963633146898
north 4 deciduous 2011 2.10963633146898
north 4 deciduous 2012 2.10963633146898
north 4 deciduous 2013 2.10963633146898
north 4 deciduous 2014 2.10963633146898
north 4 deciduous 2015 2.10963633146898
north 4 deciduous 2016 2.10963633146898
north 4 deciduous 2017 2.10963633146898
north 4 deciduous 2018 2.10963633146898
north 4 deciduous 2019 2.10963633146898
north 4 deciduous 2020 2.10963633146898
north 4 deciduous 2021 2.10963633146898
north 4 pine 1990 6.04441696731084
north 4 pine 1991 6.04441696731084
north 4 pine 1992 6.04441696731084
north 4 pine 1993 6.04441696731084
north 4 pine 1994 6.04441696731084
north 4 pine 1995 6.04441696731084
north 4 pine 1996 6.04441696731084
north 4 pine 1997 6.04441696731084
north 4 pine 1998 6.04441696731084
north 4 pine 1999 6.04441696731084
north 4 pine 2000 6.04441696731084
north 4 pine 2001 6.04441696731084
north 4 pine 2002 6.04441696731084
north 4 pine 2003 6.04441696731084
north 4 pine 2004 6.04441696731084
north 4 pine 2005 6.04441696731084
north 4 pine 2006 6.04441696731084
north 4 pine 2007 6.04441696731084
north 4 pine 2008 6.04441696731084
north 4 pine 2009 6.04441696731084
north 4 pine 2010 6.04441696731084
north 4 pine 2011 6.04441696731084
north 4 pine 2012 6.04441696731084
north 4 pine 2013 6.04441696731084
north 4 pine 2014 6.04441696731084
north 4 pine 2015 6.04441696731084
north 4 pine 2016 6.04441696731084
north 4 pine 2017 6.04441696731084
north 4 pine 2018 6.04441696731084
north 4 pine 2019 6.04441696731084
north 4 pine 2020 6.04441696731084
north 4 pine 2021 6.04441696731084
north 4 spruce 1990 0.606861644663297
north 4 spruce 1991 0.606861644663297
north 4 spruce 1992 0.606861644663297
north 4 spruce 1993 0.606861644663297
north 4 spruce 1994 0.606861644663297
north 4 spruce 1995 0.606861644663297
north 4 spruce 1996 0.606861644663297
north 4 spruce 1997 0.606861644663297
north 4 spruce 1998 0.606861644663297
north 4 spruce 1999 0.606861644663297
north 4 spruce 2000 0.606861644663297
north 4 spruce 2001 0.606861644663297
north 4 spruce 2002 0.606861644663297
north 4 spruce 2003 0.606861644663297
north 4 spruce 2004 0.606861644663297
north 4 spruce 2005 0.606861644663297
north 4 spruce 2006 0.606861644663297
north 4 spruce 2007 0.606861644663297
north 4 spruce 2008 0.606861644663297
north 4 spruce 2009 0.606861644663297
north 4 spruce 2010 0.606861644663297
north 4 spruce 2011 0.606861644663297
north 4 spruce 2012 0.606861644663297
north 4 spruce 2013 0.606861644663297
north 4 spruce 2014 0.606861644663297
north 4 spruce 2015 0.606861644663297
north 4 spruce 2016 0.606861644663297
north 4 spruce 2017 0.606861644663297
north 4 spruce 2018 0.606861644663297
north 4 spruce 2019 0.606861644663297
north 4 spruce 2020 0.606861644663297
north 4 spruce 2021 0.606861644663297
north 6 deciduous 1990 0.391676610968311
north 6 deciduous 1991 0.391676610968311
north 6 deciduous 1992 0.391676610968311
north 6 deciduous 1993 0.391676610968311
north 6 deciduous 1994 0.391676610968311
north 6 deciduous 1995 0.391676610968311
north 6 deciduous 1996 0.391676610968311
north 6 deciduous 1997 0.391676610968311
north 6 deciduous 1998 0.391676610968311
north 6 deciduous 1999 0.391676610968311
north 6 deciduous 2000 0.391676610968311
north 6 deciduous 2001 0.391676610968311
north 6 deciduous 2002 0.391676610968311
north 6 deciduous 2003 0.391676610968311
north 6 deciduous 2004 0.391676610968311
north 6 deciduous 2005 0.391676610968311
north 6 deciduous 2006 0.391676610968311
north 6 deciduous 2007 0.391676610968311
north 6 deciduous 2008 0.391676610968311
north 6 deciduous 2009 0.391676610968311
north 6 deciduous 2010 0.391676610968311
north 6 deciduous 2011 0.391676610968311
north 6 deciduous 2012 0.391676610968311
north 6 deciduous 2013 0.391676610968311
north 6 deciduous 2014 0.391676610968311
north 6 deciduous 2015 0.391676610968311
north 6 deciduous 2016 0.391676610968311
north 6 deciduous 2017 0.391676610968311
north 6 deciduous 2018 0.391676610968311
north 6 deciduous 2019 0.391676610968311
north 6 deciduous 2020 0.391676610968311
north 6 deciduous 2021 0.391676610968311
north 6 pine 1990 5.15777574543395
north 6 pine 1991 5.15777574543395
north 6 pine 1992 5.15777574543395
north 6 pine 1993 5.15777574543395
north 6 pine 1994 5.15777574543395
north 6 pine 1995 5.15777574543395
north 6 pine 1996 5.15777574543395
north 6 pine 1997 5.15777574543395
north 6 pine 1998 5.15777574543395
north 6 pine 1999 5.15777574543395
north 6 pine 2000 5.15777574543395
north 6 pine 2001 5.15777574543395
north 6 pine 2002 5.15777574543395
north 6 pine 2003 5.15777574543395
north 6 pine 2004 5.15777574543395
north 6 pine 2005 5.15777574543395
north 6 pine 2006 5.15777574543395
north 6 pine 2007 5.15777574543395
north 6 pine 2008 5.15777574543395
north 6 pine 2009 5.15777574543395
north 6 pine 2010 5.15777574543395
north 6 pine 2011 5.15777574543395
north 6 pine 2012 5.15777574543395
north 6 pine 2013 5.15777574543395
north 6 pine 2014 5.15777574543395
north 6 pine 2015 5.15777574543395
north 6 pine 2016 5.15777574543395
north 6 pine 2017 5.15777574543395
north 6 pine 2018 5.15777574543395
north 6 pine 2019 5.15777574543395
north 6 pine 2020 5.15777574543395
north 6 pine 2021 5.15777574543395
north 6 spruce 1990 0.184766916344508
north 6 spruce 1991 0.184766916344508
north 6 spruce 1992 0.184766916344508
north 6 spruce 1993 0.184766916344508
north 6 spruce 1994 0.184766916344508
north 6 spruce 1995 0.184766916344508
north 6 spruce 1996 0.184766916344508
north 6 spruce 1997 0.184766916344508
north 6 spruce 1998 0.184766916344508
north 6 spruce 1999 0.184766916344508
north 6 spruce 2000 0.184766916344508
north 6 spruce 2001 0.184766916344508
north 6 spruce 2002 0.184766916344508
north 6 spruce 2003 0.184766916344508
north 6 spruce 2004 0.184766916344508
north 6 spruce 2005 0.184766916344508
north 6 spruce 2006 0.184766916344508
north 6 spruce 2007 0.184766916344508
north 6 spruce 2008 0.184766916344508
north 6 spruce 2009 0.184766916344508
north 6 spruce 2010 0.184766916344508
north 6 spruce 2011 0.184766916344508
north 6 spruce 2012 0.184766916344508
north 6 spruce 2013 0.184766916344508
north 6 spruce 2014 0.184766916344508
north 6 spruce 2015 0.184766916344508
north 6 spruce 2016 0.184766916344508
north 6 spruce 2017 0.184766916344508
north 6 spruce 2018 0.184766916344508
north 6 spruce 2019 0.184766916344508
north 6 spruce 2020 0.184766916344508
north 6 spruce 2021 0.184766916344508
north 7 deciduous 1990 0.246182077648747
north 7 deciduous 1991 0.246182077648747
north 7 deciduous 1992 0.246182077648747
north 7 deciduous 1993 0.246182077648747
north 7 deciduous 1994 0.246182077648747
north 7 deciduous 1995 0.246182077648747
north 7 deciduous 1996 0.246182077648747
north 7 deciduous 1997 0.246182077648747
north 7 deciduous 1998 0.246182077648747
north 7 deciduous 1999 0.246182077648747
north 7 deciduous 2000 0.246182077648747
north 7 deciduous 2001 0.246182077648747
north 7 deciduous 2002 0.246182077648747
north 7 deciduous 2003 0.246182077648747
north 7 deciduous 2004 0.246182077648747
north 7 deciduous 2005 0.246182077648747
north 7 deciduous 2006 0.246182077648747
north 7 deciduous 2007 0.246182077648747
north 7 deciduous 2008 0.246182077648747
north 7 deciduous 2009 0.246182077648747
north 7 deciduous 2010 0.246182077648747
north 7 deciduous 2011 0.246182077648747
north 7 deciduous 2012 0.246182077648747
north 7 deciduous 2013 0.246182077648747
north 7 deciduous 2014 0.246182077648747
north 7 deciduous 2015 0.246182077648747
north 7 deciduous 2016 0.246182077648747
north 7 deciduous 2017 0.246182077648747
north 7 deciduous 2018 0.246182077648747
north 7 deciduous 2019 0.246182077648747
north 7 deciduous 2020 0.246182077648747
north 7 deciduous 2021 0.246182077648747
north 7 pine 1990 5.58062834030648
north 7 pine 1991 5.58062834030648
north 7 pine 1992 5.58062834030648
north 7 pine 1993 5.58062834030648
north 7 pine 1994 5.58062834030648
north 7 pine 1995 5.58062834030648
north 7 pine 1996 5.58062834030648
north 7 pine 1997 5.58062834030648
north 7 pine 1998 5.58062834030648
north 7 pine 1999 5.58062834030648
north 7 pine 2000 5.58062834030648
north 7 pine 2001 5.58062834030648
north 7 pine 2002 5.58062834030648
north 7 pine 2003 5.58062834030648
north 7 pine 2004 5.58062834030648
north 7 pine 2005 5.58062834030648
north 7 pine 2006 5.58062834030648
north 7 pine 2007 5.58062834030648
north 7 pine 2008 5.58062834030648
north 7 pine 2009 5.58062834030648
north 7 pine 2010 5.58062834030648
north 7 pine 2011 5.58062834030648
north 7 pine 2012 5.58062834030648
north 7 pine 2013 5.58062834030648
north 7 pine 2014 5.58062834030648
north 7 pine 2015 5.58062834030648
north 7 pine 2016 5.58062834030648
north 7 pine 2017 5.58062834030648
north 7 pine 2018 5.58062834030648
north 7 pine 2019 5.58062834030648
north 7 pine 2020 5.58062834030648
north 7 pine 2021 5.58062834030648
north 7 spruce 1990 0.371230402010511
north 7 spruce 1991 0.371230402010511
north 7 spruce 1992 0.371230402010511
north 7 spruce 1993 0.371230402010511
north 7 spruce 1994 0.371230402010511
north 7 spruce 1995 0.371230402010511
north 7 spruce 1996 0.371230402010511
north 7 spruce 1997 0.371230402010511
north 7 spruce 1998 0.371230402010511
north 7 spruce 1999 0.371230402010511
north 7 spruce 2000 0.371230402010511
north 7 spruce 2001 0.371230402010511
north 7 spruce 2002 0.371230402010511
north 7 spruce 2003 0.371230402010511
north 7 spruce 2004 0.371230402010511
north 7 spruce 2005 0.371230402010511
north 7 spruce 2006 0.371230402010511
north 7 spruce 2007 0.371230402010511
north 7 spruce 2008 0.371230402010511
north 7 spruce 2009 0.371230402010511
north 7 spruce 2010 0.371230402010511
north 7 spruce 2011 0.371230402010511
north 7 spruce 2012 0.371230402010511
north 7 spruce 2013 0.371230402010511
north 7 spruce 2014 0.371230402010511
north 7 spruce 2015 0.371230402010511
north 7 spruce 2016 0.371230402010511
north 7 spruce 2017 0.371230402010511
north 7 spruce 2018 0.371230402010511
north 7 spruce 2019 0.371230402010511
north 7 spruce 2020 0.371230402010511
north 7 spruce 2021 0.371230402010511
south 1 deciduous 1990 7.69481294752473
south 1 deciduous 1991 7.69481294752473
south 1 deciduous 1992 7.69481294752473
south 1 deciduous 1993 7.69481294752473
south 1 deciduous 1994 7.69481294752473
south 1 deciduous 1995 7.69481294752473
south 1 deciduous 1996 7.69481294752473
south 1 deciduous 1997 7.69481294752473
south 1 deciduous 1998 7.69481294752473
south 1 deciduous 1999 7.69481294752473
south 1 deciduous 2000 7.69481294752473
south 1 deciduous 2001 7.69481294752473
south 1 deciduous 2002 7.69481294752473
south 1 deciduous 2003 7.69481294752473
south 1 deciduous 2004 7.69481294752473
south 1 deciduous 2005 7.69481294752473
south 1 deciduous 2006 7.69481294752473
south 1 deciduous 2007 7.69481294752473
south 1 deciduous 2008 7.69481294752473
south 1 deciduous 2009 7.69481294752473
south 1 deciduous 2010 7.69481294752473
south 1 deciduous 2011 7.69481294752473
south 1 deciduous 2012 7.69481294752473
south 1 deciduous 2013 7.69481294752473
south 1 deciduous 2014 7.69481294752473
south 1 deciduous 2015 7.69481294752473
south 1 deciduous 2016 7.69481294752473
south 1 deciduous 2017 7.69481294752473
south 1 deciduous 2018 7.69481294752473
south 1 deciduous 2019 7.69481294752473
south 1 deciduous 2020 7.69481294752473
south 1 deciduous 2021 7.69481294752473
south 1 pine 1990 2.36552267266136
south 1 pine 1991 2.36552267266136
south 1 pine 1992 2.36552267266136
south 1 pine 1993 2.36552267266136
south 1 pine 1994 2.36552267266136
south 1 pine 1995 2.36552267266136
south 1 pine 1996 2.36552267266136
south 1 pine 1997 2.36552267266136
south 1 pine 1998 2.36552267266136
south 1 pine 1999 2.36552267266136
south 1 pine 2000 2.36552267266136
south 1 pine 2001 2.36552267266136
south 1 pine 2002 2.36552267266136
south 1 pine 2003 2.36552267266136
south 1 pine 2004 2.36552267266136
south 1 pine 2005 2.36552267266136
south 1 pine 2006 2.36552267266136
south 1 pine 2007 2.36552267266136
south 1 pine 2008 2.36552267266136
south 1 pine 2009 2.36552267266136
south 1 pine 2010 2.36552267266136
south 1 pine 2011 2.36552267266136
south 1 pine 2012 2.36552267266136
south 1 pine 2013 2.36552267266136
south 1 pine 2014 2.36552267266136
south 1 pine 2015 2.36552267266136
south 1 pine 2016 2.36552267266136
south 1 pine 2017 2.36552267266136
south 1 pine 2018 2.36552267266136
south 1 pine 2019 2.36552267266136
south 1 pine 2020 2.36552267266136
south 1 pine 2021 2.36552267266136
south 1 spruce 1990 7.33442867981808
south 1 spruce 1991 7.33442867981808
south 1 spruce 1992 7.33442867981808
south 1 spruce 1993 7.33442867981808
south 1 spruce 1994 7.33442867981808
south 1 spruce 1995 7.33442867981808
south 1 spruce 1996 7.33442867981808
south 1 spruce 1997 7.33442867981808
south 1 spruce 1998 7.33442867981808
south 1 spruce 1999 7.33442867981808
south 1 spruce 2000 7.33442867981808
south 1 spruce 2001 7.33442867981808
south 1 spruce 2002 7.33442867981808
south 1 spruce 2003 7.33442867981808
south 1 spruce 2004 7.33442867981808
south 1 spruce 2005 7.33442867981808
south 1 spruce 2006 7.33442867981808
