region year peat_type litter_type ground litter_biomass mortality
south 1991 1 fine_woody_litter above 0.183444093687422 alive
south 1991 1 fine_woody_litter below 0.112088401674608 alive
south 1991 1 non-woody_litter above 0.856123074086657 alive
south 1991 2 fine_woody_litter above 0.199242049955252 alive
south 1991 2 fine_woody_litter below 0.1209484371945 alive
south 1991 2 non-woody_litter above 0.806799110063472 alive
south 1991 4 fine_woody_litter above 0.146807974503474 alive
south 1991 4 fine_woody_litter below 0.0811245195934185 alive
south 1991 4 non-woody_litter above 0.638730644005933 alive
south 1991 6 fine_woody_litter above 0.0860316167169537 alive
south 1991 6 fine_woody_litter below 0.0407565694917517 alive
south 1991 6 non-woody_litter above 0.376437156541055 alive
south 1991 7 fine_woody_litter above 0.0477835111036653 alive
south 1991 7 fine_woody_litter below 0.0193011109756886 alive
south 1991 7 non-woody_litter above 0.262369814685043 alive
south 1992 1 fine_woody_litter above 0.186168297980142 alive
south 1992 1 fine_woody_litter below 0.113911416367627 alive
south 1992 1 non-woody_litter above 0.862266062923866 alive
south 1992 2 fine_woody_litter above 0.200667968649978 alive
south 1992 2 fine_woody_litter below 0.122048573854348 alive
south 1992 2 non-woody_litter above 0.811338840702691 alive
south 1992 4 fine_woody_litter above 0.150402150575025 alive
south 1992 4 fine_woody_litter below 0.0834089807030968 alive
south 1992 4 non-woody_litter above 0.646201491045115 alive
south 1992 6 fine_woody_litter above 0.08912294000494 alive
south 1992 6 fine_woody_litter below 0.0424663794349572 alive
south 1992 6 non-woody_litter above 0.383687968145521 alive
south 1992 7 fine_woody_litter above 0.0468157200229017 alive
south 1992 7 fine_woody_litter below 0.0189952879725025 alive
south 1992 7 non-woody_litter above 0.251639192060016 alive
south 1993 1 fine_woody_litter above 0.188899965846132 alive
south 1993 1 fine_woody_litter below 0.115739425621358 alive
south 1993 1 non-woody_litter above 0.868425881867172 alive
south 1993 2 fine_woody_litter above 0.202097793971194 alive
south 1993 2 fine_woody_litter below 0.123151724587183 alive
south 1993 2 non-woody_litter above 0.815891008959873 alive
south 1993 4 fine_woody_litter above 0.15400617370413 alive
south 1993 4 fine_woody_litter below 0.0856997006102232 alive
south 1993 4 non-woody_litter above 0.653692806158009 alive
south 1993 6 fine_woody_litter above 0.0922227326716451 alive
south 1993 6 fine_woody_litter below 0.0441808737888815 alive
south 1993 6 non-woody_litter above 0.390958644986902 alive
south 1993 7 fine_woody_litter above 0.0458452774597727 alive
south 1993 7 fine_woody_litter below 0.0186886270980899 alive
south 1993 7 non-woody_litter above 0.240879170469422 alive
south 1994 1 fine_woody_litter above 0.191624170138876 alive
south 1994 1 fine_woody_litter below 0.117562440314393 alive
south 1994 1 non-woody_litter above 0.874568870704435 alive
south 1994 2 fine_woody_litter above 0.203523712665932 alive
south 1994 2 fine_woody_litter below 0.124251861247041 alive
south 1994 2 non-woody_litter above 0.820430739599136 alive
south 1994 4 fine_woody_litter above 0.157600349775713 alive
south 1994 4 fine_woody_litter below 0.0879841617199218 alive
south 1994 4 non-woody_litter above 0.661163653197258 alive
south 1994 6 fine_woody_litter above 0.0953140559596588 alive
south 1994 6 fine_woody_litter below 0.0458906837321021 alive
south 1994 6 non-woody_litter above 0.398209456591432 alive
south 1994 7 fine_woody_litter above 0.0448774863790005 alive
south 1994 7 fine_woody_litter below 0.018382804094901 alive
south 1994 7 non-woody_litter above 0.230148547844302 alive
south 1995 1 fine_woody_litter above 0.19434837443162 alive
south 1995 1 fine_woody_litter below 0.119385455007427 alive
south 1995 1 non-woody_litter above 0.880711859541698 alive
south 1995 2 fine_woody_litter above 0.20494963136067 alive
south 1995 2 fine_woody_litter below 0.125351997906898 alive
south 1995 2 non-woody_litter above 0.824970470238393 alive
south 1995 4 fine_woody_litter above 0.161194525847296 alive
south 1995 4 fine_woody_litter below 0.0902686228296203 alive
south 1995 4 non-woody_litter above 0.668634500236506 alive
south 1995 6 fine_woody_litter above 0.0984053792476725 alive
south 1995 6 fine_woody_litter below 0.0476004936753226 alive
south 1995 6 non-woody_litter above 0.405460268195962 alive
south 1995 7 fine_woody_litter above 0.0439096952982283 alive
south 1995 7 fine_woody_litter below 0.0180769810917122 alive
south 1995 7 non-woody_litter above 0.219417925219181 alive
south 1996 1 fine_woody_litter above 0.197072578721666 alive
south 1996 1 fine_woody_litter below 0.121208469698657 alive
south 1996 1 non-woody_litter above 0.88685484837288 alive
south 1996 2 fine_woody_litter above 0.206375550053997 alive
south 1996 2 fine_woody_litter below 0.126452134565667 alive
south 1996 2 non-woody_litter above 0.829510200873156 alive
south 1996 4 fine_woody_litter above 0.16478870191532 alive
south 1996 4 fine_woody_litter below 0.0925530839370568 alive
south 1996 4 non-woody_litter above 0.676105347268356 alive
south 1996 6 fine_woody_litter above 0.101496702532625 alive
south 1996 6 fine_woody_litter below 0.0493103036168501 alive
south 1996 6 non-woody_litter above 0.412711079793313 alive
south 1996 7 fine_woody_litter above 0.0429419042184144 alive
south 1996 7 fine_woody_litter below 0.0177711580888262 alive
south 1996 7 non-woody_litter above 0.208687302604684 alive
south 1997 1 fine_woody_litter above 0.199804246587413 alive
south 1997 1 fine_woody_litter below 0.123036478952224 alive
south 1997 1 non-woody_litter above 0.893014667315637 alive
south 1997 2 fine_woody_litter above 0.207805375375085 alive
south 1997 2 fine_woody_litter below 0.127555285298403 alive
south 1997 2 non-woody_litter above 0.834062369129931 alive
south 1997 4 fine_woody_litter above 0.168392725044102 alive
south 1997 4 fine_woody_litter below 0.0948438038439786 alive
south 1997 4 non-woody_litter above 0.683596662380582 alive
south 1997 6 fine_woody_litter above 0.104596495199053 alive
south 1997 6 fine_woody_litter below 0.0510247979706213 alive
south 1997 6 non-woody_litter above 0.419981756634043 alive
south 1997 7 fine_woody_litter above 0.0419714616553721 alive
south 1997 7 fine_woody_litter below 0.0174644972144409 alive
south 1997 7 non-woody_litter above 0.197927281015052 alive
south 1998 1 fine_woody_litter above 0.202528450879755 alive
south 1998 1 fine_woody_litter below 0.12485949364499 alive
south 1998 1 non-woody_litter above 0.899157656151994 alive
south 1998 2 fine_woody_litter above 0.209231294069613 alive
south 1998 2 fine_woody_litter below 0.128655421958099 alive
south 1998 2 non-woody_litter above 0.838602099768522 alive
south 1998 4 fine_woody_litter above 0.171986901115155 alive
south 1998 4 fine_woody_litter below 0.0971282649533405 alive
south 1998 4 non-woody_litter above 0.69106750941873 alive
south 1998 6 fine_woody_litter above 0.107687818486611 alive
south 1998 6 fine_woody_litter below 0.05273460791359 alive
south 1998 6 non-woody_litter above 0.427232568237505 alive
south 1998 7 fine_woody_litter above 0.0410036705747426 alive
south 1998 7 fine_woody_litter below 0.0171586742112972 alive
south 1998 7 non-woody_litter above 0.187196658391513 alive
south 1999 1 fine_woody_litter above 0.20472573410308 alive
south 1999 1 fine_woody_litter below 0.126336712880524 alive
south 1999 1 non-woody_litter above 0.905590709699108 alive
south 1999 2 fine_woody_litter above 0.210822286455109 alive
south 1999 2 fine_woody_litter below 0.129686781118062 alive
south 1999 2 non-woody_litter above 0.842287789616697 alive
south 1999 4 fine_woody_litter above 0.174813542739407 alive
south 1999 4 fine_woody_litter below 0.0988621522713045 alive
south 1999 4 non-woody_litter above 0.696135242062044 alive
south 1999 6 fine_woody_litter above 0.110598710444303 alive
south 1999 6 fine_woody_litter below 0.0542936941832656 alive
south 1999 6 non-woody_litter above 0.433555048461423 alive
south 1999 7 fine_woody_litter above 0.041409694542284 alive
south 1999 7 fine_woody_litter below 0.0176192615207226 alive
south 1999 7 non-woody_litter above 0.188800032886952 alive
south 2000 1 fine_woody_litter above 0.206213239102605 alive
south 2000 1 fine_woody_litter below 0.127348135434418 alive
south 2000 1 non-woody_litter above 0.912414488967359 alive
south 2000 2 fine_woody_litter above 0.212635637971614 alive
south 2000 2 fine_woody_litter below 0.130625494956898 alive
south 2000 2 non-woody_litter above 0.844823061326513 alive
south 2000 4 fine_woody_litter above 0.176606292822091 alive
south 2000 4 fine_woody_litter below 0.0998544004507553 alive
south 2000 4 non-woody_litter above 0.697965908725829 alive
south 2000 6 fine_woody_litter above 0.113266556077778 alive
south 2000 6 fine_woody_litter below 0.0556497512186443 alive
south 2000 6 non-woody_litter above 0.438627038931602 alive
south 2000 7 fine_woody_litter above 0.0436662879055834 alive
south 2000 7 fine_woody_litter below 0.0191122261293198 alive
south 2000 7 non-woody_litter above 0.207017665339821 alive
south 2001 1 fine_woody_litter above 0.207704819458292 alive
south 2001 1 fine_woody_litter below 0.128362329009008 alive
south 2001 1 non-woody_litter above 0.919256963521273 alive
south 2001 2 fine_woody_litter above 0.214453957574465 alive
south 2001 2 fine_woody_litter below 0.131566780614471 alive
south 2001 2 non-woody_litter above 0.84736527898622 alive
south 2001 4 fine_woody_litter above 0.178403954548837 alive
south 2001 4 fine_woody_litter below 0.100849367118369 alive
south 2001 4 non-woody_litter above 0.699801590914721 alive
south 2001 6 fine_woody_litter above 0.115941710877372 alive
south 2001 6 fine_woody_litter below 0.0570095234787775 alive
south 2001 6 non-woody_litter above 0.443712925266083 alive
south 2001 7 fine_woody_litter above 0.0459290637164535 alive
south 2001 7 fine_woody_litter below 0.0206092810519131 alive
south 2001 7 non-woody_litter above 0.225285209114478 alive
south 2002 1 fine_woody_litter above 0.20919232445777 alive
south 2002 1 fine_woody_litter below 0.12937375156287 alive
south 2002 1 non-woody_litter above 0.926080742789304 alive
south 2002 2 fine_woody_litter above 0.216267309090912 alive
south 2002 2 fine_woody_litter below 0.132505494453277 alive
south 2002 2 non-woody_litter above 0.849900550695959 alive
south 2002 4 fine_woody_litter above 0.180196704631464 alive
south 2002 4 fine_woody_litter below 0.101841615297788 alive
south 2002 4 non-woody_litter above 0.701632257578447 alive
south 2002 6 fine_woody_litter above 0.118609556510763 alive
south 2002 6 fine_woody_litter below 0.0583655805141135 alive
south 2002 6 non-woody_litter above 0.448784915736103 alive
south 2002 7 fine_woody_litter above 0.0481856570796816 alive
south 2002 7 fine_woody_litter below 0.0221022456604632 alive
south 2002 7 non-woody_litter above 0.243502841566772 alive
south 2003 1 fine_woody_litter above 0.210679829457305 alive
south 2003 1 fine_woody_litter below 0.13038517411677 alive
south 2003 1 non-woody_litter above 0.932904522057598 alive
south 2003 2 fine_woody_litter above 0.218080660607429 alive
south 2003 2 fine_woody_litter below 0.13344420829212 alive
south 2003 2 non-woody_litter above 0.852435822405791 alive
south 2003 4 fine_woody_litter above 0.18198945471416 alive
south 2003 4 fine_woody_litter below 0.102833863477246 alive
south 2003 4 non-woody_litter above 0.703462924242244 alive
south 2003 6 fine_woody_litter above 0.121277402144256 alive
south 2003 6 fine_woody_litter below 0.0597216375495015 alive
south 2003 6 non-woody_litter above 0.453856906206316 alive
south 2003 7 fine_woody_litter above 0.0504422504429964 alive
south 2003 7 fine_woody_litter below 0.0235952102690706 alive
south 2003 7 non-woody_litter above 0.261720474019764 alive
south 2004 1 fine_woody_litter above 0.21216733445684 alive
south 2004 1 fine_woody_litter below 0.131396596670671 alive
south 2004 1 non-woody_litter above 0.939728301325891 alive
south 2004 2 fine_woody_litter above 0.219894012123946 alive
south 2004 2 fine_woody_litter below 0.134382922130962 alive
south 2004 2 non-woody_litter above 0.854971094115626 alive
south 2004 4 fine_woody_litter above 0.183782204796856 alive
south 2004 4 fine_woody_litter below 0.103826111656703 alive
south 2004 4 non-woody_litter above 0.705293590906042 alive
south 2004 6 fine_woody_litter above 0.123945247777749 alive
south 2004 6 fine_woody_litter below 0.0610776945848895 alive
south 2004 6 non-woody_litter above 0.45892889667653 alive
south 2004 7 fine_woody_litter above 0.052698843806311 alive
south 2004 7 fine_woody_litter below 0.025088174877678 alive
south 2004 7 non-woody_litter above 0.279938106472758 alive
south 2005 1 fine_woody_litter above 0.213658914812538 alive
south 2005 1 fine_woody_litter below 0.132410790245267 alive
south 2005 1 non-woody_litter above 0.946570775879852 alive
south 2005 2 fine_woody_litter above 0.22171233172681 alive
south 2005 2 fine_woody_litter below 0.135324207788541 alive
south 2005 2 non-woody_litter above 0.85751331177535 alive
south 2005 4 fine_woody_litter above 0.185579866523614 alive
south 2005 4 fine_woody_litter below 0.104821078324323 alive
south 2005 4 non-woody_litter above 0.707129273094945 alive
south 2005 6 fine_woody_litter above 0.126620402577361 alive
south 2005 6 fine_woody_litter below 0.0624374668450319 alive
south 2005 6 non-woody_litter above 0.464014783011045 alive
south 2005 7 fine_woody_litter above 0.0549616196171964 alive
south 2005 7 fine_woody_litter below 0.0265852298002815 alive
south 2005 7 non-woody_litter above 0.298205650247538 alive
south 2006 1 fine_woody_litter above 0.215146419812073 alive
south 2006 1 fine_woody_litter below 0.133422212799168 alive
south 2006 1 non-woody_litter above 0.95339455514815 alive
south 2006 2 fine_woody_litter above 0.223525683243327 alive
south 2006 2 fine_woody_litter below 0.136262921627384 alive
south 2006 2 non-woody_litter above 0.860048583485182 alive
south 2006 4 fine_woody_litter above 0.18737261660631 alive
south 2006 4 fine_woody_litter below 0.105813326503781 alive
south 2006 4 non-woody_litter above 0.708959939758742 alive
south 2006 6 fine_woody_litter above 0.129288248210855 alive
south 2006 6 fine_woody_litter below 0.0637935238804199 alive
south 2006 6 non-woody_litter above 0.469086773481258 alive
south 2006 7 fine_woody_litter above 0.0572182129805111 alive
south 2006 7 fine_woody_litter below 0.0280781944088888 alive
south 2006 7 non-woody_litter above 0.316423282700531 alive
south 2007 1 fine_woody_litter above 0.216569049276489 alive
south 2007 1 fine_woody_litter below 0.134203283587889 alive
south 2007 1 non-woody_litter above 0.959590260131622 alive
south 2007 2 fine_woody_litter above 0.225220138062816 alive
south 2007 2 fine_woody_litter below 0.137059523846528 alive
south 2007 2 non-woody_litter above 0.860892381174501 alive
south 2007 4 fine_woody_litter above 0.189995753131646 alive
south 2007 4 fine_woody_litter below 0.1073688992808 alive
south 2007 4 non-woody_litter above 0.710581587017606 alive
south 2007 6 fine_woody_litter above 0.131556030803573 alive
south 2007 6 fine_woody_litter below 0.0650806061043532 alive
south 2007 6 non-woody_litter above 0.471752062972203 alive
south 2007 7 fine_woody_litter above 0.0598080413804698 alive
south 2007 7 fine_woody_litter below 0.0294151822629015 alive
south 2007 7 non-woody_litter above 0.326324786674041 alive
south 2008 1 fine_woody_litter above 0.217872851840559 alive
south 2008 1 fine_woody_litter below 0.13456243899496 alive
south 2008 1 non-woody_litter above 0.964635575832562 alive
south 2008 2 fine_woody_litter above 0.226696820097468 alive
south 2008 2 fine_woody_litter below 0.137595832517508 alive
south 2008 2 non-woody_litter above 0.858638052370154 alive
south 2008 4 fine_woody_litter above 0.194139836597417 alive
south 2008 4 fine_woody_litter below 0.109956264942667 alive
south 2008 4 non-woody_litter above 0.711820391531588 alive
south 2008 6 fine_woody_litter above 0.133091052566498 alive
south 2008 6 fine_woody_litter below 0.0662413531384885 alive
south 2008 6 non-woody_litter above 0.470009206682283 alive
south 2008 7 fine_woody_litter above 0.0630082275403914 alive
south 2008 7 fine_woody_litter below 0.0304664810016188 alive
south 2008 7 non-woody_litter above 0.320994358227937 alive
south 2009 1 fine_woody_litter above 0.21918022646696 alive
south 2009 1 fine_woody_litter below 0.134922578389589 alive
south 2009 1 non-woody_litter above 0.969694714318225 alive
south 2009 2 fine_woody_litter above 0.228177547836903 alive
south 2009 2 fine_woody_litter below 0.138133610527524 alive
south 2009 2 non-woody_litter above 0.856377547321622 alive
south 2009 4 fine_woody_litter above 0.198295273718146 alive
south 2009 4 fine_woody_litter below 0.112550719278596 alive
south 2009 4 non-woody_litter above 0.713062590031025 alive
south 2009 6 fine_woody_litter above 0.134630279869102 alive
south 2009 6 fine_woody_litter below 0.0674052803019402 alive
south 2009 6 non-woody_litter above 0.468261575442939 alive
south 2009 7 fine_woody_litter above 0.0662171813348844 alive
south 2009 7 fine_woody_litter below 0.0315206600112657 alive
south 2009 7 non-woody_litter above 0.315649325866188 alive
south 2010 1 fine_woody_litter above 0.220484029031202 alive
south 2010 1 fine_woody_litter below 0.135281733796707 alive
south 2010 1 non-woody_litter above 0.974740030019828 alive
south 2010 2 fine_woody_litter above 0.229654229871749 alive
south 2010 2 fine_woody_litter below 0.138669919198575 alive
south 2010 2 non-woody_litter above 0.854123218516979 alive
south 2010 4 fine_woody_litter above 0.202439357184462 alive
south 2010 4 fine_woody_litter below 0.115138084940803 alive
south 2010 4 non-woody_litter above 0.71430139454517 alive
south 2010 6 fine_woody_litter above 0.136165301632229 alive
south 2010 6 fine_woody_litter below 0.0685660273362283 alive
south 2010 6 non-woody_litter above 0.466518719152789 alive
south 2010 7 fine_woody_litter above 0.0694173674952272 alive
south 2010 7 fine_woody_litter below 0.0325719587501213 alive
south 2010 7 non-woody_litter above 0.310318897419382 alive
south 2011 1 fine_woody_litter above 0.221787831595519 alive
south 2011 1 fine_woody_litter below 0.135640889203846 alive
south 2011 1 non-woody_litter above 0.979785345721722 alive
south 2011 2 fine_woody_litter above 0.23113091190668 alive
south 2011 2 fine_woody_litter below 0.139206227869656 alive
south 2011 2 non-woody_litter above 0.851868889712204 alive
south 2011 4 fine_woody_litter above 0.206583440651016 alive
south 2011 4 fine_woody_litter below 0.117725450603159 alive
south 2011 4 non-woody_litter above 0.715540199059386 alive
south 2011 6 fine_woody_litter above 0.137700323395445 alive
south 2011 6 fine_woody_litter below 0.0697267743705827 alive
south 2011 6 non-woody_litter above 0.46477586286254 alive
south 2011 7 fine_woody_litter above 0.0726175536557534 alive
south 2011 7 fine_woody_litter below 0.0336232574890371 alive
south 2011 7 non-woody_litter above 0.30498846897227 alive
south 2012 1 fine_woody_litter above 0.222314511083495 alive
south 2012 1 fine_woody_litter below 0.136204605589052 alive
south 2012 1 non-woody_litter above 0.973093585540617 alive
south 2012 2 fine_woody_litter above 0.231272334567779 alive
south 2012 2 fine_woody_litter below 0.139461924723103 alive
south 2012 2 non-woody_litter above 0.842297166383991 alive
south 2012 4 fine_woody_litter above 0.208306818623988 alive
south 2012 4 fine_woody_litter below 0.118833925512323 alive
south 2012 4 non-woody_litter above 0.710350052355888 alive
south 2012 6 fine_woody_litter above 0.138893090331697 alive
south 2012 6 fine_woody_litter below 0.0707788672776938 alive
south 2012 6 non-woody_litter above 0.461056717250475 alive
south 2012 7 fine_woody_litter above 0.073651517734599 alive
south 2012 7 fine_woody_litter below 0.0339875809761088 alive
south 2012 7 non-woody_litter above 0.299572923057723 alive
south 2013 1 fine_woody_litter above 0.221783311551283 alive
south 2013 1 fine_woody_litter below 0.137048710187487 alive
south 2013 1 non-woody_litter above 0.950384298315016 alive
south 2013 2 fine_woody_litter above 0.229594008800253 alive
south 2013 2 fine_woody_litter below 0.139335810934993 alive
south 2013 2 non-woody_litter above 0.822724638457116 alive
south 2013 4 fine_woody_litter above 0.206735175052315 alive
south 2013 4 fine_woody_litter below 0.117929512802567 alive
south 2013 4 non-woody_litter above 0.696382171610173 alive
south 2013 6 fine_woody_litter above 0.139622586331981 alive
south 2013 6 fine_woody_litter below 0.0716857326232517 alive
south 2013 6 non-woody_litter above 0.454633437343807 alive
south 2013 7 fine_woody_litter above 0.0717354661568603 alive
south 2013 7 fine_woody_litter below 0.0334164640910822 alive
south 2013 7 non-woody_litter above 0.294026513616882 alive
south 2014 1 fine_woody_litter above 0.221253563383706 alive
south 2014 1 fine_woody_litter below 0.137890508489535 alive
south 2014 1 non-woody_litter above 0.927737058313417 alive
south 2014 2 fine_woody_litter above 0.227920268621602 alive
south 2014 2 fine_woody_litter below 0.139210041720025 alive
south 2014 2 non-woody_litter above 0.803205587374866 alive
south 2014 4 fine_woody_litter above 0.205167825588148 alive
south 2014 4 fine_woody_litter below 0.117027571165436 alive
south 2014 4 non-woody_litter above 0.682452454467603 alive
south 2014 6 fine_woody_litter above 0.14035008917408 alive
south 2014 6 fine_woody_litter below 0.0725901201949951 alive
south 2014 6 non-woody_litter above 0.448227707379732 alive
south 2014 7 fine_woody_litter above 0.0698246496919745 alive
south 2014 7 fine_woody_litter below 0.0328469076344803 alive
south 2014 7 non-woody_litter above 0.288495258298032 alive
south 2015 1 fine_woody_litter above 0.22072381521625 alive
south 2015 1 fine_woody_litter below 0.138732306791389 alive
south 2015 1 non-woody_litter above 0.905089818317021 alive
south 2015 2 fine_woody_litter above 0.226246528443335 alive
south 2015 2 fine_woody_litter below 0.139084272505086 alive
south 2015 2 non-woody_litter above 0.783686536297103 alive
south 2015 4 fine_woody_litter above 0.203600476124342 alive
south 2015 4 fine_woody_litter below 0.116125629528513 alive
south 2015 4 non-woody_litter above 0.668522737328237 alive
south 2015 6 fine_woody_litter above 0.141077592016012 alive
south 2015 6 fine_woody_litter below 0.0734945077665306 alive
south 2015 6 non-woody_litter above 0.441821977417132 alive
south 2015 7 fine_woody_litter above 0.0679138332275279 alive
south 2015 7 fine_woody_litter below 0.0322773511780094 alive
south 2015 7 non-woody_litter above 0.282964002980454 alive
south 2016 1 fine_woody_litter above 0.220194067048794 alive
south 2016 1 fine_woody_litter below 0.139574105093243 alive
south 2016 1 non-woody_litter above 0.882442578320629 alive
south 2016 2 fine_woody_litter above 0.224572788265068 alive
south 2016 2 fine_woody_litter below 0.138958503290147 alive
south 2016 2 non-woody_litter above 0.764167485219342 alive
south 2016 4 fine_woody_litter above 0.202033126660535 alive
south 2016 4 fine_woody_litter below 0.115223687891589 alive
south 2016 4 non-woody_litter above 0.654593020188871 alive
south 2016 6 fine_woody_litter above 0.141805094857943 alive
south 2016 6 fine_woody_litter below 0.0743988953380661 alive
south 2016 6 non-woody_litter above 0.435416247454531 alive
south 2016 7 fine_woody_litter above 0.0660030167630816 alive
south 2016 7 fine_woody_litter below 0.0317077947215386 alive
south 2016 7 non-woody_litter above 0.277432747662876 alive
south 2017 1 fine_woody_litter above 0.224447457222315 alive
south 2017 1 fine_woody_litter below 0.142572118296045 alive
south 2017 1 non-woody_litter above 0.897605142692973 alive
south 2017 2 fine_woody_litter above 0.223048403495452 alive
south 2017 2 fine_woody_litter below 0.13801481464898 alive
south 2017 2 non-woody_litter above 0.754076349145066 alive
south 2017 4 fine_woody_litter above 0.203053252577086 alive
south 2017 4 fine_woody_litter below 0.115843363202247 alive
south 2017 4 non-woody_litter above 0.656927732612083 alive
south 2017 6 fine_woody_litter above 0.14386470177827 alive
south 2017 6 fine_woody_litter below 0.0753831424681245 alive
south 2017 6 non-woody_litter above 0.438580801117147 alive
south 2017 7 fine_woody_litter above 0.0693894859648616 alive
south 2017 7 fine_woody_litter below 0.0332313250552818 alive
south 2017 7 non-woody_litter above 0.280136682628286 alive
south 2018 1 fine_woody_litter above 0.228700847395835 alive
south 2018 1 fine_woody_litter below 0.145570131498847 alive
south 2018 1 non-woody_litter above 0.912767707065312 alive
south 2018 2 fine_woody_litter above 0.221524018725836 alive
south 2018 2 fine_woody_litter below 0.137071126007813 alive
south 2018 2 non-woody_litter above 0.743985213070792 alive
south 2018 4 fine_woody_litter above 0.204073378493636 alive
south 2018 4 fine_woody_litter below 0.116463038512904 alive
south 2018 4 non-woody_litter above 0.659262445035294 alive
south 2018 6 fine_woody_litter above 0.145924308698596 alive
south 2018 6 fine_woody_litter below 0.0763673895981831 alive
south 2018 6 non-woody_litter above 0.441745354779765 alive
south 2018 7 fine_woody_litter above 0.0727759551666415 alive
south 2018 7 fine_woody_litter below 0.034754855389025 alive
south 2018 7 non-woody_litter above 0.282840617593697 alive
south 2019 1 fine_woody_litter above 0.232954237569355 alive
south 2019 1 fine_woody_litter below 0.148568144701648 alive
south 2019 1 non-woody_litter above 0.927930271437656 alive
south 2019 2 fine_woody_litter above 0.219999633956219 alive
south 2019 2 fine_woody_litter below 0.136127437366645 alive
south 2019 2 non-woody_litter above 0.733894076996515 alive
south 2019 4 fine_woody_litter above 0.205093504410186 alive
south 2019 4 fine_woody_litter below 0.117082713823562 alive
south 2019 4 non-woody_litter above 0.661597157458506 alive
south 2019 6 fine_woody_litter above 0.147983915618923 alive
south 2019 6 fine_woody_litter below 0.0773516367282415 alive
south 2019 6 non-woody_litter above 0.444909908442383 alive
south 2019 7 fine_woody_litter above 0.0761624243684216 alive
south 2019 7 fine_woody_litter below 0.0362783857227682 alive
south 2019 7 non-woody_litter above 0.285544552559106 alive
south 2020 1 fine_woody_litter above 0.237207627742875 alive
south 2020 1 fine_woody_litter below 0.15156615790445 alive
south 2020 1 non-woody_litter above 0.94309283581 alive
south 2020 2 fine_woody_litter above 0.218475249186603 alive
south 2020 2 fine_woody_litter below 0.135183748725478 alive
south 2020 2 non-woody_litter above 0.723802940922241 alive
south 2020 4 fine_woody_litter above 0.206113630326737 alive
south 2020 4 fine_woody_litter below 0.11770238913422 alive
south 2020 4 non-woody_litter above 0.663931869881717 alive
south 2020 6 fine_woody_litter above 0.15004352253925 alive
south 2020 6 fine_woody_litter below 0.0783358838583 alive
south 2020 6 non-woody_litter above 0.448074462105 alive
south 2020 7 fine_woody_litter above 0.0795488935702016 alive
south 2020 7 fine_woody_litter below 0.0378019160565114 alive
south 2020 7 non-woody_litter above 0.288248487524517 alive
south 2021 1 fine_woody_litter above 0.237207627742875 alive
south 2021 1 fine_woody_litter below 0.15156615790445 alive
south 2021 1 non-woody_litter above 0.94309283581 alive
south 2021 2 fine_woody_litter above 0.218475249186603 alive
south 2021 2 fine_woody_litter below 0.135183748725478 alive
south 2021 2 non-woody_litter above 0.723802940922241 alive
south 2021 4 fine_woody_litter above 0.206113630326737 alive
south 2021 4 fine_woody_litter below 0.11770238913422 alive
south 2021 4 non-woody_litter above 0.663931869881717 alive
south 2021 6 fine_woody_litter above 0.15004352253925 alive
south 2021 6 fine_woody_litter below 0.0783358838583 alive
south 2021 6 non-woody_litter above 0.448074462105 alive
south 2021 7 fine_woody_litter above 0.0796266742185519 alive
south 2021 7 fine_woody_litter below 0.0378634162914325 alive
south 2021 7 non-woody_litter above 0.288606464639509 alive
