"","V1","V2","V3","V4","V1","V2","V3","V4","V1","V2","V3","V4"
"1",0.0338356254157722,0.0104844328102074,0.00524132454099225,0.0184889761935888,0.121043321632041,0.0036372995838992,0.00653438283572349,0.0684606703070167,0.0519588604500442,0.00136463336536232,0.000232733199864006,0.0213527964411474
"2",0.0340986594086826,0.010460453809755,0.00522935838223334,0.0184586004624123,0.119358967436897,0.00360885841094107,0.00649064635547325,0.0676969737789092,0.0514467282886239,0.00136340278480324,0.000241183035046073,0.0211954486281709
"3",0.0335291249530017,0.0102995868142558,0.00514878252054777,0.0183975134361063,0.118009711615609,0.00355227563410419,0.00640013748245951,0.0669780135449082,0.0505320781558072,0.00132836565072067,0.000226396346260186,0.0208340235550219
"4",0.0304883361256311,0.0096720161982297,0.00483520399394961,0.0169375440382454,0.114581290322023,0.00340095802123475,0.00608757256537861,0.0643676475101274,0.049653404915529,0.00128244260296353,0.000203823574908123,0.0202837844882394
"5",0.0279346649831315,0.00882765317405115,0.00441306297967049,0.0155166298908809,0.104236477447046,0.00309757896325598,0.00554866526040089,0.0586280914848983,0.0457659358577069,0.00118432462047969,0.000189650016400115,0.0187197173391059
"6",0.0310797074164848,0.00998179543331743,0.00499000778816845,0.0175193400596226,0.119914359516199,0.00353177623252222,0.00631641578578373,0.067173090702026,0.051654322063629,0.00131831521685985,0.000197899786057001,0.0210473471165353
"7",0.0295508915151336,0.00959416053348582,0.00479626633411081,0.0167377254256951,0.11649328187311,0.00341577918347369,0.00609641061013453,0.0650525521159196,0.0505676456269097,0.00128373746230388,0.000188133682324107,0.0205491346541539
"8",0.0285696709457852,0.00925565502592081,0.00462703334728553,0.0161683565822042,0.112172965729109,0.00329177084091997,0.00587678182585712,0.0626763240253734,0.0490456322172886,0.00124699636323479,0.000184061739672954,0.0199437019044196
"9",0.0246902964446754,0.00786373648144571,0.00393120728793594,0.0137764379322635,0.0941031534574465,0.00278388691874641,0.00496356413469008,0.0527480320038627,0.0504804755833662,0.00131134772939209,0.000214031899517363,0.0206432238026867
"10",0.0191325937800549,0.00611265944788184,0.00305583224957944,0.0106797611160772,0.073538467773425,0.0021724161927218,0.00386459218487674,0.0411579608606849,0.0427256871719434,0.00111223987748401,0.00018339299279919,0.0174708782309861
"11",0.0212149340483535,0.0068866912129527,0.00344288521457856,0.0118408111693577,0.0839267070160492,0.00246834421500737,0.00437737897522224,0.0467435826638704,0.046932883587329,0.00121540767315039,0.000196634921348416,0.019115871992682
"12",0.0219722149352911,0.00705556225046229,0.00352730573698768,0.0121663664923639,0.0850192350011671,0.00251387932909635,0.00446510017926221,0.0474867106417703,0.0473856170669472,0.00123399837333172,0.000204458725324383,0.0193369343743149
"13",0.0241468230713897,0.00761158701066285,0.00380522376612945,0.013263837330407,0.0899823744509348,0.00268200665101158,0.00478177932915116,0.0505410676847267,0.0491907473431003,0.00129050092318865,0.000220061101606984,0.0201479111710987
"14",0.0239812235484001,0.00760505289296002,0.00380200554265202,0.0131632098022036,0.090396912223797,0.00268980526937668,0.00478792317232161,0.0506676838264546,0.049480756304606,0.00129644194319651,0.000220266255636621,0.020236283974719
"15",0.0214865825306244,0.00677428218980155,0.00338678455329124,0.0115847638331028,0.0799054257490153,0.00239334509394376,0.0042517742611873,0.0447947819285638,0.0458278813114206,0.00121252891394149,0.000215032493942322,0.0187529317577716
"16",0.0231668330356374,0.00730411955658327,0.00365164767384094,0.0125320983789014,0.0862594986783405,0.00258106218930151,0.00458586552799979,0.0483642905280926,0.050294193721476,0.00132946646291053,0.000234711219815175,0.0205871929986423
"17",0.0246256057913511,0.00778898194231849,0.003894115682534,0.0132606116758164,0.0919804808428438,0.0027499735900641,0.00485309019210749,0.0514014974567321,0.0542256374986918,0.0014378881621738,0.000257402389366953,0.0221919229768851
"18",0.0246518002869169,0.00789262556676122,0.0039460015210407,0.0132990794623774,0.0942742010098681,0.00280461229549619,0.00492221255339966,0.0524289941752009,0.057409750384175,0.00151763094009747,0.000268934944436339,0.0234410970185337
"19",0.0254760057360712,0.008134698982861,0.00406696998664925,0.0138027694055642,0.096935589065792,0.00288100502889054,0.00504635177513099,0.0539154747403578,0.0600542573210796,0.00158812482219486,0.000281421479968067,0.0245492800730949
"20",0.0260692379034499,0.00834656732361214,0.00417285146097949,0.0142173045573176,0.0997128574288507,0.00295341498173867,0.00515376163296655,0.0553650657140706,0.0633478660280381,0.00166970822120792,0.000291840056311006,0.0258820009329229
"21",0.0254708623447585,0.00821280121554495,0.00410599679894023,0.0139354092801323,0.0985714368913985,0.00290810930564151,0.00504404410519988,0.0545314636578058,0.0620582046144737,0.00163449568820469,0.000285092787889495,0.0253332465584928
"22",0.0267948973629572,0.00857352722015147,0.00428627852409431,0.0146658426090652,0.10218202967258,0.00302208879927658,0.00525793947274034,0.0566939760422445,0.0631742200099409,0.00166447336884104,0.000290677174631776,0.0257948305875246
"23",0.0277853581832795,0.00883465126004147,0.00441677526763289,0.0152080964730936,0.104635648010952,0.00310073377944653,0.00540315099420805,0.0581757795803093,0.0818674081910367,0.00203636422986903,0.000272869148650018,0.0327646290065305
"24",0.0275051403794239,0.00883011767928219,0.00441454454236331,0.0151141389939694,0.105472972833178,0.00311181655255954,0.00540262059138534,0.0584387261002315,0.0837305218396178,0.00207260738626528,0.000270579493417885,0.033442801708604
"25",0.0253741861391533,0.00821263871741272,0.00410589402828339,0.0139545565827346,0.0982035862112764,0.00288152560307241,0.00492136260697337,0.0540058876181058,0.0791806152975691,0.0019598769727002,0.000256610536109487,0.0315738068993644
"26",0.0291806422105397,0.00935776225357086,0.0046783961015478,0.0159322038006457,0.111402033076636,0.00329342018471634,0.0057116573617048,0.0617025260637478,0.0761098969131473,0.00190357118209429,0.000264014942137478,0.030432780093757
"27",0.0293470080752334,0.00969825121091537,0.00484881539413613,0.0161166588226194,0.118493519255228,0.00346436699183343,0.0059490961749253,0.0649673725094332,0.0915742905756781,0.00224804668173015,0.000281922790172234,0.0363421426405718
"28",0.0264602978265718,0.00827829990479334,0.00413925225595816,0.0134015052872137,0.0944110396438507,0.00286129598500166,0.00484079109520326,0.0520289197358584,0.075683704981702,0.00194427220687396,0.000309685324945903,0.0303620697593338
"29",0.0326298209172184,0.0100957837461113,0.00504801913793642,0.0163821924781607,0.114078709896207,0.00348744589291504,0.00597831304161889,0.0633150153166954,0.0841244188671136,0.00217197918867975,0.000353582615741535,0.0338077224716503
"30",0.0338984416320807,0.0104756980504531,0.00523795706765925,0.0170381798454719,0.118447057821297,0.00362432495322391,0.00624237018522642,0.0658706336205474,0.0840922603048564,0.00217088939604367,0.000353475557987878,0.0337777824534452
"31",0.0329769566688998,0.0102591976904396,0.00512972435064129,0.0166296413530506,0.116853200259337,0.00356298094059037,0.00612627450745161,0.0648392253595712,0.0846763545956384,0.0021743203786711,0.000345855425894717,0.0339515162286224
"32",0.0351091495075455,0.0109444946147563,0.00547241872167559,0.0176749748240041,0.125084393580912,0.00381652592722873,0.00659208684137249,0.0694752432805973,0.0890648308239586,0.00228329190020835,0.000360065987932876,0.0357226627398883
"33",0.0352087223667395,0.0109496293561497,0.00547496743529445,0.0177212612828877,0.124756102875921,0.00380924545926212,0.00657455473266434,0.0693169346143428,0.0879126265994402,0.00225705510620641,0.000358266379123113,0.0352776193744237
"34",0.0351937516157223,0.0108828324359737,0.00544156930567051,0.0176367596706206,0.123438145536202,0.00378368767405206,0.00655741708062603,0.0687756126478209,0.0864402922695263,0.00222677920724577,0.000358516831061096,0.034742139298226
"35",0.0347874377324335,0.0106979634545951,0.00534918189230404,0.0172889651964725,0.120873862386475,0.00372449826416459,0.00648956755821909,0.0675533674586463,0.0837763309010383,0.00217584131731552,0.000363189509125331,0.0337377700524816
"36",0.0358865477872911,0.0110590232459914,0.00552968582717573,0.0179101780804599,0.125243241837729,0.00385185005522838,0.00671243611979039,0.0699699259613929,0.0877737972498523,0.00227211829576359,0.000373694134382012,0.0353266714333846
"37",0.0398165746712643,0.0122527480790617,0.00612655785013433,0.0198616006043086,0.138324791215598,0.00425763170630908,0.00742245466999703,0.0773172078252074,0.0961715207909274,0.00248384650209728,0.000404641214990237,0.0386716209732506
"38",0.0396823675856692,0.0122677446698214,0.00613405544340037,0.0198640562332453,0.139230334651616,0.00427395107203793,0.00744688396359782,0.0777224210617029,0.0973789835896379,0.00250463598317817,0.000400663269737833,0.0391068949236228
