"","V1","V2","V3"
"1",0.0680503589605607,0.19967567435868,0.074909023456418
"2",0.0682470720630832,0.197155445982221,0.074246762736644
"3",0.0673750077239116,0.194940138277081,0.0729208637078099
"4",0.0619331003560558,0.188437468418763,0.0714234555816401
"5",0.056692011027734,0.171510813155601,0.0658596278336927
"6",0.0635708506975933,0.196935642236531,0.0742178841830812
"7",0.0606790438084254,0.191058023782638,0.0725886514256917
"8",0.0586207159011957,0.18401784242126,0.070420392224616
"9",0.0502616781463205,0.154598636514746,0.0726490790149623
"10",0.0389808465935934,0.120733437011708,0.0614921982732127
"11",0.0433853216452425,0.137516012870149,0.0674607981745098
"12",0.044721449415105,0.139484925151296,0.0681610085399182
"13",0.0488274711785891,0.147987228115824,0.0708492205389946
"14",0.0485514917862157,0.14854232449195,0.0712337484781582
"15",0.04323241310682,0.13134532703271,0.066008374477076
"16",0.046654698644963,0.141790716923734,0.072445564402844
"17",0.04956931509202,0.150985042081747,0.0781128510271177
"18",0.0497895068370963,0.154430020033965,0.0826374132872425
"19",0.0514804441111456,0.158778420610171,0.0864730836963374
"20",0.0528059612453591,0.163185099757627,0.0911914152384799
"21",0.051725069639376,0.161055053960046,0.0893110396490607
"22",0.0543205457162681,0.167156033986841,0.0909242011409383
"23",0.0562448811840475,0.171315312364916,0.116941270576086
"24",0.0558639415950389,0.172426136077354,0.119516510427905
"25",0.051647275467584,0.160012362039428,0.112970909705743
"26",0.059149004366304,0.182109636686805,0.108710263131136
"27",0.0600107335029043,0.19287435493142,0.130446402688152
"28",0.052279355274537,0.154142046459914,0.108299732272856
"29",0.0641558162794269,0.186859484147436,0.120457703143185
"30",0.0666502765956649,0.194184386580295,0.120394407712333
"31",0.0649955200630314,0.19138168106695,0.121148046628827
"32",0.0692010376679815,0.204968249630111,0.127430851451988
"33",0.0693545804410714,0.20445683768219,0.125805567459193
"34",0.0691549130279871,0.202554862938701,0.123767727606059
"35",0.0681235482758051,0.198641295667505,0.120053131779961
"36",0.0703854349409182,0.20577745397414,0.125746281113382
"37",0.0780574812047689,0.227322085417112,0.137731629481266
"38",0.0779482239321363,0.228673590748954,0.139391177766177
