"","V1","V2","V3"
"3",0.0831383166831349,0.325409254502161,0.122922638675868
"4",0.0860589483820882,0.323401202659448,0.121969998655757
"5",0.076505901106977,0.282722527732729,0.107527791100858
"6",0.0579494357973686,0.219519893251145,0.0856584933543547
"7",0.0590137796120342,0.214593001168599,0.0839707862906719
"8",0.061810770816831,0.220673904968197,0.0860238460704548
"9",0.0666859749172112,0.237313729618893,0.092412111766764
"10",0.0831086995318441,0.289442787783892,0.110331709606863
"11",0.0869042650814913,0.296158459941308,0.113397739853901
"12",0.0809734809876427,0.280867488868362,0.108315845865329
"13",0.0660591842428305,0.243112427513696,0.0955050153923992
"14",0.0674651940808482,0.243709053616331,0.0959206410242747
"15",0.0729068273921814,0.258714859094541,0.101334585453654
"16",0.0796861609280443,0.284654048686508,0.110097688108069
"17",0.0705738245983159,0.245472964238039,0.0960508120198139
"18",0.0759517676564307,0.267618098383926,0.103927751096749
"19",0.0820930091092401,0.286400702823945,0.110598030177242
"20",0.0843705290422577,0.296405935939019,0.114763707317651
"21",0.0828676505729494,0.286938748271024,0.125053934168442
"22",0.0673832007200732,0.236061355787607,0.107092638450364
"23",0.0767527196945266,0.26537551606949,0.117522947259425
"24",0.0808751678036794,0.280627193849222,0.122553493592703
"25",0.0943970469641522,0.319070889229166,0.135201451743149
"26",0.0971343954961305,0.332269748531963,0.140122017560043
"27",0.0894392910009393,0.304349831371917,0.130407703804546
"28",0.101098399318171,0.341097013038605,0.146233714791848
"29",0.103515669173652,0.351484287947056,0.153624108893082
"30",0.104284772962329,0.354919527315279,0.158601870108047
"31",0.105565381197254,0.361197020081341,0.164300676277348
"32",0.100499372050779,0.344438911895156,0.163644520936116
"33",0.102445962642328,0.346301778459511,0.162866959986799
"34",0.102434292018227,0.347241111863565,0.162584032431004
"35",0.101807568339676,0.341860044700717,0.196050507361556
"36",0.0971294043045041,0.332261959592363,0.195646768238138
"37",0.0949250778513436,0.317648190835582,0.187742021052928
"38",0.105691819074319,0.357584635201592,0.187992469827123
"39",0.0934606108312609,0.331791787056419,0.197253726693751
"40",0.0873891197996926,0.29911395051588,0.178635194411938
"41",0.108477483909794,0.361055983973043,0.192925748189835
"42",0.109638031400026,0.363688184936306,0.188318698059508
"43",0.109689315245889,0.36002466603858,0.186910703595302
"44",0.120275018257043,0.403101424743733,0.207564252432263
"45",0.122150177505719,0.410595343265363,0.206696771780447
"46",0.129491800019355,0.438054917956648,0.221635509682151
"47",0.135625825069321,0.45949006744724,0.229211414115549
"48",0.140091799119019,0.470112494483521,0.239026858603282
"49",0.150340330117849,0.505214997112164,0.26219136383903
"50",0.138159738457303,0.46832392918823,0.248360086583116
