"","V1","V2","V3","V4","V1","V2","V3","V4","V1","V2","V3","V4"
"3",0.0408522334417121,0.0127477638729471,0.00637234181908577,0.02316597754939,0.200691084660381,0.00579227658676759,0.0095078535972111,0.109418039657801,0.0855282663256399,0.00215214376270917,0.000296997733418518,0.0349452308541002
"4",0.0425990491105084,0.0130322722634887,0.00651447911982351,0.0239131478882675,0.198779175432818,0.00580129328840013,0.00959596302139911,0.109224770916831,0.0846703717834358,0.00216100210034808,0.000319298035688481,0.0348193267362845
"5",0.0379619152334203,0.0115224371061278,0.0057596990832811,0.0212618496841477,0.173525204020808,0.00508503335870275,0.00843984507758283,0.0956724452756361,0.0745775041377036,0.00191245637119565,0.000288529709514458,0.0307493008824446
"6",0.0286417785845651,0.00879615501022215,0.00439696679863723,0.0161145354039441,0.135019577852045,0.0039313510286867,0.00649322406563254,0.0740757403047804,0.0595017310195514,0.00151402469702101,0.000220769614966918,0.0244219680228154
"7",0.0294079617460149,0.00885742680588965,0.00442758094286308,0.0163208101172666,0.131527525357979,0.00387919393511321,0.0064544010205074,0.0727318808549993,0.0581943989464523,0.00150549902411708,0.000237009334933975,0.0240338789851686
"8",0.0308958862834193,0.00922733552116753,0.004612461602377,0.0170750874098672,0.135033997118079,0.00400375313927295,0.00668534851518487,0.0749508061956604,0.0595517803571658,0.00155072505739232,0.000250910203539489,0.0246704304523572
"9",0.0334409839227878,0.00996982159078777,0.00498371919575489,0.0182914502078808,0.145180249735556,0.0043231924351319,0.00721494924871676,0.0805953381994881,0.0639562552406464,0.00167779220601525,0.000281185965324805,0.0264968783547776
"10",0.0417706209185785,0.0123344884237103,0.00616566420561742,0.0228379259839378,0.176719671298408,0.00528799177301609,0.00886681963910717,0.0985683050733607,0.0762453539907366,0.00201172807939097,0.000343881620626483,0.0317307459161093
"11",0.0438058118741346,0.0128126013519311,0.00640458898060012,0.0238812628748255,0.180452270672758,0.00543160685865371,0.00914858332692725,0.101125999082969,0.0782632352863931,0.00207892334874872,0.000364280888606083,0.0326913003301531
"12",0.0407046340795178,0.011998650209534,0.00599775629402887,0.022272440404562,0.171418594571704,0.00513252277763226,0.00861470795405953,0.0957016635649668,0.0748439537036847,0.00197467949694574,0.000337292135519071,0.0311599205291797
"13",0.0328791443318987,0.0099574248869826,0.00497749281410663,0.0182451222098425,0.149165803829142,0.00438876008596689,0.00728299163433938,0.0822748719642479,0.0662336067557497,0.00170937015277368,0.000266802325576408,0.0272952361582995
"14",0.0337061715107171,0.0101193149295069,0.00505841684663429,0.0185812907939899,0.149289398456167,0.00441935903932368,0.00735804083575117,0.0826422552850889,0.0664509675353819,0.00172857402294178,0.00027934191095566,0.0274617575549954
"15",0.0365430790115085,0.0108817438802867,0.00543952247880275,0.0200424820215834,0.158229791750382,0.00471019846411062,0.00786828960076724,0.0879065792792811,0.0701252015949962,0.00183721587720299,0.000305799896879325,0.0290663680845751
"16",0.0398106998800103,0.0118934686687314,0.00594515962776217,0.0220368327515404,0.174192308240957,0.00516130396424213,0.008618738623683,0.096681697857626,0.0762156456919694,0.00198272702341899,0.000319190753508309,0.0315801246391718
"17",0.0353496399011585,0.0104363112950078,0.0052166519873685,0.0195712214147811,0.149847467402726,0.00446501278384182,0.00750061381439623,0.0836598702370749,0.066396739781256,0.00173629877655447,0.000284660990676536,0.027633112471327
"18",0.0379525335187428,0.0112704429071705,0.00563360539219161,0.0210951858383258,0.163559063977338,0.00485322070874525,0.00813311225358331,0.0910727014442597,0.0718928630124169,0.00187037693926578,0.000299968484514123,0.0298645426605526
"19",0.0410916687504475,0.0121481335503924,0.00607231190908263,0.0227808948993176,0.174879599432063,0.00520498728483906,0.00873922327512335,0.0975768928319197,0.0764568409074656,0.00199701272816357,0.00032557134137544,0.0318186052002369
"20",0.0422552760755086,0.0125291135513047,0.00626285216374208,0.0233232872517024,0.181109548972826,0.00539080332203168,0.00903222230797536,0.100873361336186,0.0793680549218346,0.00207588857453349,0.000341497462360198,0.0329782663589232
"21",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"2",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"31",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"41",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"51",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"61",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"71",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"81",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"91",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"101",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"111",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"121",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"131",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"141",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"151",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"161",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"171",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"181",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"191",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"201",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
"21.1",0.0415695607976271,0.0122470566133654,0.00612179676987714,0.0229292363920797,0.175089117714436,0.00522928406666508,0.00878928568644454,0.097831060803479,0.0865130876051781,0.0022629426228951,0.000373087839389065,0.0359048161009794
