"","V1","V2","V3"
"3",0.0842052412809872,0.330105494601805,0.122922638675868
"4",0.0871270067256554,0.328102433123078,0.121969998655757
"5",0.0775750956083257,0.287428759177444,0.107527791100858
"6",0.0590197688762715,0.224231136327963,0.0856584933543547
"7",0.0600852536960025,0.219309266562601,0.0839707862906719
"8",0.0628833883411474,0.225395203398672,0.0860238460704548
"9",0.0677597383249636,0.242040071839484,0.092412111766764
"10",0.0841836112739583,0.294174184582744,0.110331709606863
"11",0.0880986627768995,0.301415793368046,0.113397739853901
"12",0.0821859649979,0.286204432116844,0.108315845865329
"13",0.0672903107383357,0.248531428657323,0.0955050153923992
"14",0.0687155452867108,0.2492126754125,0.0959206410242747
"15",0.0741770132414714,0.264305786261694,0.101334585453654
"16",0.0809768208482868,0.290335095767667,0.110097688108069
"17",0.0718856294443248,0.251247084108492,0.0960508120198139
"18",0.0772854218041096,0.273488391467424,0.103927751096749
"19",0.0834492527267066,0.292370427089421,0.110598030177242
"20",0.0857501405566236,0.302478517758519,0.114763707317651
"21",0.0859294794089153,0.300415880007094,0.125053934168442
"22",0.0704439537009998,0.249533751974804,0.107092638450364
"23",0.079812736510846,0.278844671909847,0.117522947259425
"24",0.083934733110674,0.294094362298717,0.122553493592703
"25",0.0974563639397912,0.332536964608286,0.135201451743149
"26",0.100193667219463,0.345735624725783,0.140122017560043
"27",0.0924987356185016,0.317816468587477,0.130407703804546
"28",0.104588953531665,0.35646124843105,0.146233714791848
"29",0.107437967400087,0.368748914004813,0.153624108893082
"30",0.108650302330334,0.374135106481293,0.158601870108047
"31",0.110364090272802,0.382319309353213,0.164300676277348
"32",0.105742560365723,0.367517647978464,0.163644520936116
"33",0.107691402555123,0.369390425312646,0.162866959986799
"34",0.107682420438639,0.370341592615093,0.162584032431004
"35",0.107058593776778,0.364973277136833,0.196050507361556
"36",0.102383313959474,0.355387887376988,0.195646768238138
"37",0.100181742761594,0.340786246319165,0.187742021052928
"38",0.110951711123586,0.380736895456243,0.187992469827123
"39",0.0990332715798598,0.356320749011145,0.197253726693751
"40",0.0932876377446266,0.325077225293898,0.178635194411938
"41",0.114699308498458,0.388442344907124,0.192925748189835
"42",0.11586045426685,0.391077179287866,0.188318698059508
"43",0.115913098911633,0.387419650165305,0.186910703595302
"44",0.126502153021258,0.430511159268982,0.207564252432263
"45",0.128377814056815,0.438007286486219,0.206696771780447
"46",0.135719890864334,0.465468860825044,0.221635509682151
"47",0.141854365516425,0.486905989311655,0.229211414115549
"48",0.146320413316584,0.497528740972443,0.239026858603282
"49",0.156567957155645,0.532626898458703,0.26219136383903
"50",0.144387572415922,0.495736741330029,0.248360086583116
