year;param;region;value;scenario
2003;final_CO2;north;0.0617021790073619;1
2003;final_CO2;south;3.45644253752107;1
2003;final_CO2;total;3.51814471652843;1
2004;total_CO2;north;0.0724414803023765;1
2004;total_CO2;south;3.77105861054321;1
2004;total_CO2;total;3.84350009084559;1
2004;lognat_CO2;north;-0.0841438593785177;1
2004;lognat_CO2;south;-0.261072670665241;1
2004;lognat_CO2;total;-0.345216530043758;1
2004;final_CO2;north;-0.0117023790761412;1
2004;final_CO2;south;3.50998593987797;1
2004;final_CO2;total;3.49828356080183;1
2005;total_CO2;north;0.286449245203774;1
2005;total_CO2;south;3.91794036175947;1
2005;total_CO2;total;4.20438960696325;1
2005;lognat_CO2;north;-0.082337272972644;1
2005;lognat_CO2;south;-0.250201156257239;1
2005;lognat_CO2;total;-0.332538429229883;1
2005;final_CO2;north;0.20411197223113;1
2005;final_CO2;south;3.66773920550223;1
2005;final_CO2;total;3.87185117773336;1
2006;total_CO2;north;0.735201755126926;1
2006;total_CO2;south;4.52939439932111;1
2006;total_CO2;total;5.26459615444804;1
2006;lognat_CO2;north;-0.0797146114603792;1
2006;lognat_CO2;south;-0.222150604113373;1
2006;lognat_CO2;total;-0.301865215573753;1
2006;final_CO2;north;0.655487143666547;1
2006;final_CO2;south;4.30724379520774;1
2006;final_CO2;total;4.96273093887428;1
2007;total_CO2;north;1.05411835608609;1
2007;total_CO2;south;4.84689010611834;1
2007;total_CO2;total;5.90100846220443;1
2007;lognat_CO2;north;-0.076361036955557;1
2007;lognat_CO2;south;-0.207095628440639;1
2007;lognat_CO2;total;-0.283456665396196;1
2007;final_CO2;north;0.977757319130537;1
2007;final_CO2;south;4.6397944776777;1
2007;final_CO2;total;5.61755179680823;1
2008;total_CO2;north;1.0587984785201;1
2008;total_CO2;south;4.94951990207501;1
2008;total_CO2;total;6.00831838059511;1
2008;lognat_CO2;north;-0.0803762655879491;1
2008;lognat_CO2;south;-0.167132234722885;1
2008;lognat_CO2;total;-0.247508500310834;1
2008;final_CO2;north;0.97842221293215;1
2008;final_CO2;south;4.78238766735213;1
2008;final_CO2;total;5.76080988028428;1
2009;total_CO2;north;1.09021453646577;1
2009;total_CO2;south;4.99547691773002;1
2009;total_CO2;total;6.08569145419579;1
2009;lognat_CO2;north;-0.0950424178760319;1
2009;lognat_CO2;south;-0.175032712648022;1
2009;lognat_CO2;total;-0.270075130524053;1
2009;final_CO2;north;0.99517211858974;1
2009;final_CO2;south;4.820444205082;1
2009;final_CO2;total;5.81561632367174;1
2010;total_CO2;north;1.20199993398315;1
2010;total_CO2;south;5.23147238329472;1
2010;total_CO2;total;6.43347231727787;1
2010;lognat_CO2;north;-0.0969388876352413;1
2010;lognat_CO2;south;-0.180665211886078;1
2010;lognat_CO2;total;-0.277604099521319;1
2010;final_CO2;north;1.1050610463479;1
2010;final_CO2;south;5.05080717140864;1
2010;final_CO2;total;6.15586821775655;1
2011;total_CO2;north;1.52258218877488;1
2011;total_CO2;south;5.57709953880759;1
2011;total_CO2;total;7.09968172758247;1
2011;lognat_CO2;north;-0.107794973281776;1
2011;lognat_CO2;south;-0.173795434220266;1
2011;lognat_CO2;total;-0.281590407502041;1
2011;final_CO2;north;1.4147872154931;1
2011;final_CO2;south;5.40330410458733;1
2011;final_CO2;total;6.81809132008043;1
2012;total_CO2;north;1.64392494464036;1
2012;total_CO2;south;5.75153869107237;1
2012;total_CO2;total;7.39546363571273;1
2012;lognat_CO2;north;-0.107338661235161;1
2012;lognat_CO2;south;-0.159711282787062;1
2012;lognat_CO2;total;-0.267049944022223;1
2012;final_CO2;north;1.5365862834052;1
2012;final_CO2;south;5.59182740828531;1
2012;final_CO2;total;7.12841369169051;1
2013;total_CO2;north;1.84411228460126;1
2013;total_CO2;south;5.94717229242349;1
2013;total_CO2;total;7.79128457702474;1
2013;lognat_CO2;north;-0.1018397558108;1
2013;lognat_CO2;south;-0.157849553156367;1
2013;lognat_CO2;total;-0.259689308967167;1
2013;final_CO2;north;1.74227252879046;1
2013;final_CO2;south;5.78932273926712;1
2013;final_CO2;total;7.53159526805758;1
2014;total_CO2;north;1.85609382193353;1
2014;total_CO2;south;6.00024131287053;1
2014;total_CO2;total;7.85633513480406;1
2014;lognat_CO2;north;-0.0964887422049358;1
2014;lognat_CO2;south;-0.157173959819622;1
2014;lognat_CO2;total;-0.253662702024557;1
2014;final_CO2;north;1.75960507972859;1
2014;final_CO2;south;5.84306735305091;1
2014;final_CO2;total;7.6026724327795;1
2015;total_CO2;north;1.87409750038589;1
2015;total_CO2;south;6.02819771009554;1
2015;total_CO2;total;7.90229521048144;1
2015;lognat_CO2;north;-0.0836971702426803;1
2015;lognat_CO2;south;-0.125392173064637;1
2015;lognat_CO2;total;-0.209089343307317;1
2015;final_CO2;north;1.79040033014321;1
2015;final_CO2;south;5.90280553703091;1
2015;final_CO2;total;7.69320586717412;1
2016;total_CO2;north;2.06665283466536;1
2016;total_CO2;south;6.20456583518703;1
2016;total_CO2;total;8.27121866985238;1
2016;lognat_CO2;north;-0.0935296248871193;1
2016;lognat_CO2;south;-0.121287410953893;1
2016;lognat_CO2;total;-0.214817035841012;1
2016;final_CO2;north;1.97312320977824;1
2016;final_CO2;south;6.08327842423313;1
2016;final_CO2;total;8.05640163401137;1
