year;param;region;value;scenario
1990;total_CO2;north;-0.0194347935454857;1
1990;total_CO2;south;3.32853263352356;1
1990;total_CO2;total;3.30909783997807;1
1990;lognat_CO2;north;0.22395567453174;1
1990;lognat_CO2;south;-0.52249023498202;1
1990;lognat_CO2;total;-0.29853456045028;1
1990;final_CO2;north;0.204520880986255;1
1990;final_CO2;south;2.80604239854154;1
1990;final_CO2;total;3.01056327952779;1
1991;total_CO2;north;-0.291266143691374;1
1991;total_CO2;south;3.1343808658695;1
1991;total_CO2;total;2.84311472217812;1
1991;lognat_CO2;north;0.173957842243374;1
1991;lognat_CO2;south;-0.499491810948918;1
1991;lognat_CO2;total;-0.325533968705544;1
1991;final_CO2;north;-0.117308301448001;1
1991;final_CO2;south;2.63488905492058;1
1991;final_CO2;total;2.51758075347258;1
1992;total_CO2;north;-0.265701798775805;1
1992;total_CO2;south;3.26318052848575;1
1992;total_CO2;total;2.99747872970995;1
1992;lognat_CO2;north;0.131909457839891;1
1992;lognat_CO2;south;-0.464171638104919;1
1992;lognat_CO2;total;-0.332262180265028;1
1992;final_CO2;north;-0.133792340935914;1
1992;final_CO2;south;2.79900889038084;1
1992;final_CO2;total;2.66521654944492;1
1993;total_CO2;north;-0.695302551205563;1
1993;total_CO2;south;2.82720465940174;1
1993;total_CO2;total;2.13190210819618;1
1993;lognat_CO2;north;0.0965635750051069;1
1993;lognat_CO2;south;-0.436549969168788;1
1993;lognat_CO2;total;-0.339986394163681;1
1993;final_CO2;north;-0.598738976200456;1
1993;final_CO2;south;2.39065469023295;1
1993;final_CO2;total;1.7919157140325;1
1994;total_CO2;north;-0.755748534807387;1
1994;total_CO2;south;2.80170213503811;1
1994;total_CO2;total;2.04595360023073;1
1994;lognat_CO2;north;0.0665474422761042;1
1994;lognat_CO2;south;-0.410300656006002;1
1994;lognat_CO2;total;-0.343753213729897;1
1994;final_CO2;north;-0.689201092531282;1
1994;final_CO2;south;2.39140147903211;1
1994;final_CO2;total;1.70220038650083;1
1995;total_CO2;north;-0.61483698595298;1
1995;total_CO2;south;3.01346549464991;1
1995;total_CO2;total;2.39862850869693;1
1995;lognat_CO2;north;0.0404668556045305;1
1995;lognat_CO2;south;-0.382827936409754;1
1995;lognat_CO2;total;-0.342361080805223;1
1995;final_CO2;north;-0.57437013034845;1
1995;final_CO2;south;2.63063755824016;1
1995;final_CO2;total;2.05626742789171;1
1996;total_CO2;north;-0.599599644227424;1
1996;total_CO2;south;2.98334281057609;1
1996;total_CO2;total;2.38374316634867;1
1996;lognat_CO2;north;0.0176029224807036;1
1996;lognat_CO2;south;-0.360690711590079;1
1996;lognat_CO2;total;-0.343087789109376;1
1996;final_CO2;north;-0.581996721746721;1
1996;final_CO2;south;2.62265209898601;1
1996;final_CO2;total;2.04065537723929;1
1997;total_CO2;north;-0.657001177611724;1
1997;total_CO2;south;2.94167047507616;1
1997;total_CO2;total;2.28466929746443;1
1997;lognat_CO2;north;-0.002708078005902;1
1997;lognat_CO2;south;-0.354024612403225;1
1997;lognat_CO2;total;-0.356732690409127;1
1997;final_CO2;north;-0.659709255617626;1
1997;final_CO2;south;2.58764586267293;1
1997;final_CO2;total;1.92793660705531;1
1998;total_CO2;north;-0.386707244913448;1
1998;total_CO2;south;3.09961008752653;1
1998;total_CO2;total;2.71290284261308;1
1998;lognat_CO2;north;-0.0244572627868258;1
1998;lognat_CO2;south;-0.32976569739193;1
1998;lognat_CO2;total;-0.354222960178756;1
1998;final_CO2;north;-0.411164507700274;1
1998;final_CO2;south;2.7698443901346;1
1998;final_CO2;total;2.35867988243433;1
1999;total_CO2;north;-0.287929979744018;1
1999;total_CO2;south;3.23883067350434;1
1999;total_CO2;total;2.95090069376032;1
1999;lognat_CO2;north;-0.0307985447570723;1
1999;lognat_CO2;south;-0.302834413660596;1
1999;lognat_CO2;total;-0.333632958417669;1
1999;final_CO2;north;-0.31872852450109;1
1999;final_CO2;south;2.93599625984374;1
1999;final_CO2;total;2.61726773534265;1
2000;total_CO2;north;-0.208446612555495;1
2000;total_CO2;south;3.31151363423226;1
2000;total_CO2;total;3.10306702167677;1
2000;lognat_CO2;north;-0.0428579156689541;1
2000;lognat_CO2;south;-0.273949416926139;1
2000;lognat_CO2;total;-0.316807332595093;1
2000;final_CO2;north;-0.251304528224449;1
2000;final_CO2;south;3.03756421730612;1
2000;final_CO2;total;2.78625968908167;1
2001;total_CO2;north;0.0577927952392339;1
2001;total_CO2;south;3.59474370538935;1
2001;total_CO2;total;3.65253650062858;1
2001;lognat_CO2;north;-0.0567724753374902;1
2001;lognat_CO2;south;-0.260063761279816;1
2001;lognat_CO2;total;-0.316836236617307;1
2001;final_CO2;north;0.00102031990174365;1
2001;final_CO2;south;3.33467994410953;1
2001;final_CO2;total;3.33570026401127;1
2002;total_CO2;north;-0.0398051608853464;1
2002;total_CO2;south;3.54707487353458;1
2002;total_CO2;total;3.50726971264923;1
2002;lognat_CO2;north;-0.0635885712507214;1
2002;lognat_CO2;south;-0.262550014911675;1
2002;lognat_CO2;total;-0.326138586162396;1
2002;final_CO2;north;-0.103393732136068;1
2002;final_CO2;south;3.2845248586229;1
2002;final_CO2;total;3.18113112648683;1
2003;total_CO2;north;0.131570429517106;1
2003;total_CO2;south;3.71055766442721;1
2003;total_CO2;total;3.84212809394432;1
2003;lognat_CO2;north;-0.0698682505097439;1
2003;lognat_CO2;south;-0.254115126906144;1
2003;lognat_CO2;total;-0.323983377415888;1
