region peat_type tree_type year basal_area
south 7 spruce 1992 0.0679196256951901
south 7 spruce 1993 0.0575682845296223
south 7 spruce 1994 0.047245225716367
south 7 spruce 1995 0.0369221669031117
south 7 spruce 1996 0.026599108100078
south 7 spruce 1997 0.016247766935435
south 7 spruce 1998 0.00592470812370092
south 7 spruce 1999 0
south 7 spruce 2000 0
south 7 spruce 2001 0
south 7 spruce 2002 0
south 7 spruce 2003 0
south 7 spruce 2004 0
south 7 spruce 2005 0
south 7 spruce 2006 0
south 7 spruce 2007 0.00216982012025167
south 7 spruce 2008 0.0083139118626494
south 7 spruce 2009 0.0144748367355207
south 7 spruce 2010 0.0206189284787272
south 7 spruce 2011 0.0267630202222853
south 7 spruce 2012 0.0296118561587353
south 7 spruce 2013 0.0279766257538578
south 7 spruce 2014 0.0263458631909078
south 7 spruce 2015 0.0247151006283745
south 7 spruce 2016 0.0230843380659705
south 7 spruce 2017 0.0228202825
south 7 spruce 2018 0.0228202825
south 7 spruce 2019 0.0228202825
