"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"Rhtkg.emis.sf",-2.50433410307651,-2.52360270216747,-2.48070474772689,-2.44842616777647,-2.39930584567473,-2.3681434762703,-2.36719417168436,-2.31943408801261,-2.27685846433547,-2.26896825110143,-2.26869900102444,-2.27816256192338,-2.27323458334994,-2.26925926219323,-2.27020239832395,-2.27796147438099,-2.28155683931246,-2.25757053329548,-2.25379409221795,-2.29735109324511,-2.25789037156418,-2.26079403912805,-2.25957256973587,-2.21936005243873,-2.20715447588241,-2.17650347429286,-2.14634913343501,-2.12167010671102,-2.07009744180655
"Mtkg.emis.sf",-2.14733410307651,-2.16660270216747,-2.12370474772689,-2.09142616777647,-2.04230584567473,-2.0111434762703,-2.01019417168436,-1.96243408801261,-1.91985846433547,-1.91196825110143,-1.91169900102444,-1.92116256192338,-1.91623458334994,-1.91225926219323,-1.91320239832395,-1.92096147438099,-1.92455683931246,-1.90057053329548,-1.89679409221795,-1.94035109324511,-1.90089037156418,-1.90379403912805,-1.90257256973587,-1.86236005243873,-1.85015447588241,-1.81950347429286,-1.78934913343501,-1.76467010671102,-1.71309744180655
"Ptkg.emis.sf",-1.26933410307651,-1.28860270216747,-1.24570474772689,-1.21342616777647,-1.16430584567473,-1.1331434762703,-1.13219417168436,-1.08443408801261,-1.04185846433547,-1.03396825110143,-1.03369900102445,-1.04316256192338,-1.03823458334994,-1.03425926219323,-1.03520239832395,-1.04296147438099,-1.04655683931246,-1.02257053329548,-1.01879409221795,-1.06235109324511,-1.02289037156418,-1.02579403912805,-1.02457256973587,-0.984360052438733,-0.972154475882411,-0.941503474292862,-0.911349133435008,-0.886670106711024,-0.835097441806546
"Vatkg.emis.sf",-0.669334103076511,-0.688602702167468,-0.645704747726889,-0.613426167776471,-0.564305845674729,-0.533143476270296,-0.532194171684356,-0.484434088012612,-0.441858464335465,-0.433968251101429,-0.433699001024445,-0.443162561923376,-0.438234583349945,-0.434259262193229,-0.435202398323952,-0.442961474380991,-0.446556839312461,-0.422570533295479,-0.418794092217951,-0.462351093245111,-0.422890371564184,-0.425794039128053,-0.424572569735866,-0.384360052438733,-0.372154475882411,-0.341503474292861,-0.311349133435008,-0.286670106711024,-0.235097441806545
"Jatkg.emis.sf",0.396665896923489,0.377397297832533,0.420295252273111,0.45257383222353,0.501694154325271,0.532856523729704,0.533805828315644,0.581565911987389,0.624141535664535,0.632031748898571,0.632300998975555,0.622837438076624,0.627765416650056,0.631740737806771,0.630797601676049,0.623038525619009,0.619443160687539,0.643429466704521,0.647205907782049,0.603648906754889,0.643109628435816,0.640205960871947,0.641427430264135,0.681639947561267,0.69384552411759,0.724496525707139,0.754650866564993,0.779329893288976,0.830902558193455
