"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"Rhtkg.emis.nf",-1.50305064580089,-1.49723883351363,-1.4388323830711,-1.39633720064874,-1.34734218456301,-1.30708694879946,-1.28580375220741,-1.23801924886945,-1.17922289577629,-1.13909331720876,-1.09971920266273,-1.05897276713218,-1.02010161460794,-1.00149578169174,-0.971779017198755,-0.96647843810705,-0.975954875346019,-0.94768837445539,-0.860670629152739,-0.878210505160531,-0.810459889925565,-0.771586443131954,-0.766525257822179,-0.759919770157073,-0.770418292363661,-0.78367789931356,-0.795305516778584,-0.796909025556607,-0.775761932661384
"Mtkg.emis.nf",-1.14605064580089,-1.14023883351363,-1.0818323830711,-1.03933720064874,-0.990342184563013,-0.950086948799464,-0.92880375220741,-0.881019248869446,-0.822222895776294,-0.782093317208763,-0.742719202662728,-0.701972767132177,-0.663101614607937,-0.644495781691736,-0.614779017198755,-0.60947843810705,-0.618954875346019,-0.59068837445539,-0.503670629152738,-0.521210505160531,-0.453459889925565,-0.414586443131954,-0.409525257822179,-0.402919770157073,-0.41341829236366,-0.42667789931356,-0.438305516778584,-0.439909025556607,-0.418761932661384
"Ptkg.emis.nf",-0.268050645800891,-0.262238833513631,-0.203832383071098,-0.16133720064874,-0.112342184563013,-0.0720869487994635,-0.0508037522074103,-0.00301924886944605,0.0557771042237056,0.0959066827912372,0.135280797337272,0.176027232867823,0.214898385392063,0.233504218308264,0.263220982801245,0.26852156189295,0.259045124653981,0.28731162554461,0.374329370847262,0.356789494839469,0.424540110074435,0.463413556868046,0.468474742177821,0.475080229842927,0.46458170763634,0.45132210068644,0.439694483221416,0.438090974443393,0.459238067338617
"Vatkg.emis.nf",0.331949354199109,0.33776116648637,0.396167616928902,0.43866279935126,0.487657815436987,0.527913051200537,0.54919624779259,0.596980751130554,0.655777104223706,0.695906682791237,0.735280797337273,0.776027232867823,0.814898385392063,0.833504218308264,0.863220982801245,0.86852156189295,0.859045124653981,0.88731162554461,0.974329370847262,0.956789494839469,1.02454011007444,1.06341355686805,1.06847474217782,1.07508022984293,1.06458170763634,1.05132210068644,1.03969448322142,1.03809097444339,1.05923806733862
"Jatkg.emis.nf",1.39794935419911,1.40376116648637,1.4621676169289,1.50466279935126,1.55365781543699,1.59391305120054,1.61519624779259,1.66298075113055,1.72177710422371,1.76190668279124,1.80128079733727,1.84202723286782,1.88089838539206,1.89950421830826,1.92922098280125,1.93452156189295,1.92504512465398,1.95331162554461,2.04032937084726,2.02278949483947,2.09054011007444,2.12941355686805,2.13447474217782,2.14108022984293,2.13058170763634,2.11732210068644,2.10569448322142,2.10409097444339,2.12523806733862
